????/s,??????????????????/V,????????/rad,,????????/Hz,????????
0.4333,60.64191629,-2.722262521,,,
0.4334,60.64439174,-2.722023628,,,
0.4335,60.64662473,-2.722028896,,,
0.4336,60.64861344,-2.722216357,,,
0.4337,60.65038603,-2.722521171,,,
0.4338,60.65193976,-2.722965567,,,
0.4339,60.65322674,-2.723664925,,,
0.434,60.65418899,-2.72474956,,,
0.4341,60.65480742,-2.72625865,,,
0.4342,60.655122,-2.728079765,,,
0.4343,60.65520664,-2.729976183,,,
0.4344,60.65511975,-2.731687408,,,
0.4345,60.65486968,-2.733042883,,,
0.4346,60.65442053,-2.73402275,,,
0.4347,60.65373022,-2.734734957,,,
0.4348,60.65278672,-2.735330695,,,
0.4349,60.65161076,-2.735915043,,,
0.435,60.65022291,-2.736505703,,,
0.4351,60.64860453,-2.737056092,,,
0.4352,60.64669104,-2.737516527,,,
0.4353,60.64441229,-2.737886359,,,
0.4354,60.64175635,-2.738221916,,,
0.4355,60.63880876,-2.7385992,,,
0.4356,60.63573104,-2.739061643,,,
0.4357,60.63268357,-2.739591106,,,
0.4358,60.62974001,-2.740121492,,,
0.4359,60.62685216,-2.740584065,,,
0.436,60.62389575,-2.740952944,,,
0.4361,60.62076344,-2.741261225,,,
0.4362,60.61745106,-2.741579853,,,
0.4363,60.61407295,-2.741976387,,,
0.4364,60.61079554,-2.742481734,,,
0.4365,60.60773517,-2.743083816,,,
0.4366,60.60489184,-2.743746658,,,
0.4367,60.60216677,-2.744437062,,,
0.4368,60.59945128,-2.745139425,,,
0.4369,60.59672192,-2.745851651,,,
0.437,60.59406855,-2.74657076,,,
0.4371,60.59162837,-2.747283581,,,
0.4372,60.58946664,-2.7479715,,,
0.4373,60.58748786,-2.748624911,,,
0.4374,60.58544621,-2.749254093,,,
0.4375,60.58305855,-2.749885974,,,
0.4376,60.58015209,-2.750548204,,,
0.4377,60.57675151,-2.751253036,,,
0.4378,60.57304689,-2.751993963,,,
0.4379,60.56927004,-2.752757199,,,
0.438,60.56555946,-2.753536938,,,
0.4381,60.56191196,-2.754339265,,,
0.4382,60.55825584,-2.755168867,,,
0.4383,60.55458955,-2.756008705,,,
0.4384,60.55108127,-2.756812166,,,
0.4385,60.54804621,-2.757520588,,,
0.4386,60.54580148,-2.758099368,,,
0.4387,60.5444875,-2.758567673,,,
0.4388,60.54397653,-2.758995317,,,
0.4389,60.5439386,-2.759460048,,,
0.439,60.54403292,-2.759988002,,,
0.4391,60.54410645,-2.760517951,,,
0.4392,60.54427096,-2.760919983,,,
0.4393,60.5448059,-2.76106466,,,
0.4394,60.54594889,-2.760902301,,,
0.4395,60.54771224,-2.760500205,,,
0.4396,60.54984875,-2.760009071,,,
0.4397,60.55199278,-2.759576117,,,
0.4398,60.55388418,-2.759261431,,,
0.4399,60.55552478,-2.759016878,,,
0.44,60.5571582,-2.758746927,,,
0.4401,60.5590809,-2.758413078,,,
0.4402,60.56140694,-2.758108288,,,
0.4403,60.5639446,-2.758041589,,,
0.4404,60.56627413,-2.758430361,,,
0.4405,60.56798546,-2.759362773,,,
0.4406,60.56892901,-2.760720835,,,
0.4407,60.56931955,-2.762222233,,,
0.4408,60.56962513,-2.763564588,,,
0.4409,60.57030947,-2.764588091,,,
0.441,60.57158836,-2.765357207,,,
0.4411,60.57334896,-2.766110195,,,
0.4412,60.57527434,-2.767107484,,,
0.4413,60.57708376,-2.768474427,,,
0.4414,60.57873315,-2.770137804,,,
0.4415,60.58043931,-2.771894087,,,
0.4416,60.58252615,-2.773560542,,,
0.4417,60.58519543,-2.775105518,,,
0.4418,60.58837666,-2.776667883,,,
0.4419,60.59175478,-2.778448822,,,
0.442,60.59495745,-2.780544768,,,
0.4421,60.59778071,-2.782832096,,,
0.4422,60.60031032,-2.784984209,,,
0.4423,60.60286541,-2.786618599,,,
0.4424,60.60580549,-2.78748903,,,
0.4425,60.60932425,-2.787608867,,,
0.4426,60.61335392,-2.787233755,,,
0.4427,60.61762687,-2.786718236,,,
0.4428,60.62184081,-2.786336539,,,
0.4429,60.62581562,-2.786174885,,,
0.443,60.62954687,-2.78615203,,,
0.4431,60.63313552,-2.786141,,,
0.4432,60.63666377,-2.78610277,,,
0.4433,60.64009538,-2.786140368,,,
0.4434,60.6432773,-2.786438779,,,
0.4435,60.64602718,-2.787133287,,,
0.4436,60.64824191,-2.788195809,,,
0.4437,60.64995348,-2.789416239,,,
0.4438,60.65130005,-2.790494388,,,
0.4439,60.65243963,-2.79118836,,,
0.444,60.6536705,-2.79143105,,,
0.4441,60.65474429,-2.791348236,,,
0.4442,60.65561205,-2.791174096,,,
0.4443,60.65622356,-2.791121716,,,
0.4444,60.65656509,-2.791287898,,,
0.4445,60.65665546,-2.791642499,,,
0.4446,60.65651547,-2.792095216,,,
0.4447,60.65614549,-2.792585593,,,
0.4448,60.65553507,-2.793133392,,,
0.4449,60.65469653,-2.793819004,,,
0.445,60.6536905,-2.794713098,,,
0.4451,60.65261387,-2.795807801,,,
0.4452,60.65155043,-2.79699784,,,
0.4453,60.6505167,-2.798124787,,,
0.4454,60.64944503,-2.799055854,,,
0.4455,60.64822228,-2.799747695,,,
0.4456,60.64676196,-2.800257643,,,
0.4457,60.64506053,-2.800700162,,,
0.4458,60.64319676,-2.801180287,,,
0.4459,60.64127287,-2.801746103,,,
0.446,60.63933992,-2.802384581,,,
0.4461,60.63736346,-2.803054202,,,
0.4462,60.63525856,-2.803725511,,,
0.4463,60.63297208,-2.804400385,,,
0.4464,60.63055079,-2.805100274,,,
0.4465,60.62814476,-2.805837332,,,
0.4466,60.62592644,-2.806593334,,,
0.4467,60.62398184,-2.807323143,,,
0.4468,60.62224453,-2.807979966,,,
0.4469,60.62052254,-2.808543694,,,
0.447,60.61860656,-2.809032355,,,
0.4471,60.61639167,-2.809490029,,,
0.4472,60.61393309,-2.809961578,,,
0.4473,60.61140088,-2.810472369,,,
0.4474,60.60896763,-2.811024819,,,
0.4475,60.60671044,-2.811609369,,,
0.4476,60.60459789,-2.812217256,,,
0.4477,60.60257161,-2.812843697,,,
0.4478,60.60066122,-2.813480872,,,
0.4479,60.59904322,-2.814110567,,,
0.448,60.59798964,-2.814707266,,,
0.4481,60.59773024,-2.815252658,,,
0.4482,60.59831711,-2.815750321,,,
0.4483,60.59958689,-2.816225735,,,
0.4484,60.60125462,-2.816706485,,,
0.4485,60.6030842,-2.817194251,,,
0.4486,60.6050252,-2.817650561,,,
0.4487,60.60722314,-2.818011868,,,
0.4488,60.60989428,-2.818228929,,,
0.4489,60.61314815,-2.818305328,,,
0.449,60.61688007,-2.81830633,,,
0.4491,60.62081119,-2.818327369,,,
0.4492,60.62465344,-2.818440896,,,
0.4493,60.62828851,-2.818659733,,,
0.4494,60.63183499,-2.818947666,,,
0.4495,60.63554871,-2.8192753,,,
0.4496,60.63962106,-2.819683102,,,
0.4497,60.64400416,-2.820301296,,,
0.4498,60.64839172,-2.821299978,,,
0.4499,60.65238255,-2.822790234,,,
0.45,60.65572984,-2.824736716,,,
0.4501,60.65851942,-2.826943528,,,
0.4502,60.66115908,-2.829132508,,,
0.4503,60.66417978,-2.831072851,,,
0.4504,60.66797088,-2.832684428,,,
0.4505,60.67261388,-2.8340501,,,
0.4506,60.67791533,-2.835328441,,,
0.4507,60.68360987,-2.836623054,,,
0.4508,60.68959314,-2.837895709,,,
0.4509,60.69602566,-2.838983948,,,
0.451,60.70324337,-2.839714449,,,
0.4511,60.71151534,-2.840037023,,,
0.4512,60.72082724,-2.840086028,,,
0.4513,60.73082636,-2.840120083,,,
0.4514,60.74097364,-2.840370521,,,
0.4515,60.75081064,-2.840892925,,,
0.4516,60.76018321,-2.841520275,,,
0.4517,60.76927915,-2.841954778,,,
0.4518,60.77845818,-2.841947126,,,
0.4519,60.78799713,-2.841454655,,,
0.452,60.79790252,-2.840680961,,,
0.4521,60.80790369,-2.83997239,,,
0.4522,60.81762042,-2.839635621,,,
0.4523,60.82679584,-2.839788773,,,
0.4524,60.83542461,-2.840334656,,,
0.4525,60.84372384,-2.841064669,,,
0.4526,60.85196332,-2.84181828,,,
0.4527,60.86027748,-2.84259003,,,
0.4528,60.86858176,-2.843513795,,,
0.4529,60.87664162,-2.844736838,,,
0.453,60.88424743,-2.846269822,,,
0.4531,60.89136015,-2.847915562,,,
0.4532,60.89815323,-2.849329239,,,
0.4533,60.90491886,-2.850179133,,,
0.4534,60.91190754,-2.850313366,,,
0.4535,60.91920343,-2.849834337,,,
0.4536,60.92670572,-2.849040057,,,
0.4537,60.93421239,-2.84827282,,,
0.4538,60.94154136,-2.847768397,,,
0.4539,60.94861445,-2.847590986,,,
0.454,60.95545036,-2.847679201,,,
0.4541,60.96210431,-2.847957604,,,
0.4542,60.96860211,-2.848431571,,,
0.4543,60.97491988,-2.849201467,,,
0.4544,60.9810165,-2.850390334,,,
0.4545,60.98688457,-2.852037845,,,
0.4546,60.99257471,-2.854034292,,,
0.4547,60.99817308,-2.856140662,,,
0.4548,61.00375066,-2.858085038,,,
0.4549,61.00932462,-2.859677974,,,
0.455,61.01485974,-2.860879607,,,
0.4551,61.02030903,-2.86178378,,,
0.4552,61.02565143,-2.862536931,,,
0.4553,61.03089887,-2.863246999,,,
0.4554,61.03606549,-2.863936995,,,
0.4555,61.04112668,-2.864563213,,,
0.4556,61.04600877,-2.865074838,,,
0.4557,61.05062772,-2.865468322,,,
0.4558,61.05495566,-2.865799312,,,
0.4559,61.05906627,-2.866148009,,,
0.456,61.06311892,-2.866566414,,,
0.4561,61.06728245,-2.867046104,,,
0.4562,61.07164499,-2.867528143,,,
0.4563,61.07617146,-2.867946611,,,
0.4564,61.0807418,-2.868275102,,,
0.4565,61.08524836,-2.868545669,,,
0.4566,61.08968799,-2.868830206,,,
0.4567,61.09418515,-2.86919976,,,
0.4568,61.09892854,-2.869689681,,,
0.4569,61.10406445,-2.870290892,,,
0.457,61.10962144,-2.870967456,,,
0.4571,61.11552012,-2.871683466,,,
0.4572,61.12166107,-2.872419391,,,
0.4573,61.12802611,-2.873169547,,,
0.4574,61.13471519,-2.873928194,,,
0.4575,61.1418846,-2.874679567,,,
0.4576,61.14962349,-2.875401683,,,
0.4577,61.15785455,-2.876080667,,,
0.4578,61.16633444,-2.876722645,,,
0.4579,61.17476469,-2.877351989,,,
0.458,61.18294732,-2.877996243,,,
0.4581,61.19088447,-2.878669577,,,
0.4582,61.19875923,-2.879368205,,,
0.4583,61.20680732,-2.880080989,,,
0.4584,61.21517401,-2.880804999,,,
0.4585,61.22385483,-2.881550687,,,
0.4586,61.23276253,-2.882329597,,,
0.4587,61.24187142,-2.883133608,,,
0.4588,61.25133057,-2.883925073,,,
0.4589,61.26145297,-2.884652022,,,
0.459,61.27257146,-2.885283355,,,
0.4591,61.28484875,-2.885839949,,,
0.4592,61.29816886,-2.886394396,,,
0.4593,61.31219225,-2.887030457,,,
0.4594,61.32655053,-2.887782931,,,
0.4595,61.34106155,-2.888598236,,,
0.4596,61.35582564,-2.889348309,,,
0.4597,61.37113579,-2.889896892,,,
0.4598,61.38726513,-2.890179993,,,
0.4599,61.40426016,-2.890247911,,,
0.46,61.42188775,-2.890237269,,,
0.4601,61.43977089,-2.890286872,,,
0.4602,61.45762429,-2.890451907,,,
0.4603,61.4754319,-2.890677006,,,
0.4604,61.49344268,-2.890851639,,,
0.4605,61.51197831,-2.890913755,,,
0.4606,61.53118681,-2.890929581,,,
0.4607,61.55088856,-2.891087092,,,
0.4608,61.57064201,-2.891595216,,,
0.4609,61.58998752,-2.892546483,,,
0.461,61.60872086,-2.893832955,,,
0.4611,61.62702257,-2.895177966,,,
0.4612,61.64535857,-2.896274023,,,
0.4613,61.66421101,-2.896947382,,,
0.4614,61.6838153,-2.897249141,,,
0.4615,61.70405018,-2.897415898,,,
0.4616,61.72455662,-2.897723772,,,
0.4617,61.74499243,-2.898327495,,,
0.4618,61.76525524,-2.899186166,,,
0.4619,61.78553062,-2.900120615,,,
0.462,61.80614037,-2.900960465,,,
0.4621,61.82729722,-2.901679546,,,
0.4622,61.84892962,-2.902425801,,,
0.4623,61.87070018,-2.903421477,,,
0.4624,61.89219198,-2.904796243,,,
0.4625,61.91315623,-2.906463151,,,
0.4626,61.93365718,-2.90812318,,,
0.4627,61.95402742,-2.909403588,,,
0.4628,61.97466776,-2.910050478,,,
0.4629,61.99582002,-2.910061174,,,
0.463,62.01745016,-2.909678852,,,
0.4631,62.03930098,-2.909256681,,,
0.4632,62.0610648,-2.909077348,,,
0.4633,62.08255737,-2.909236627,,,
0.4634,62.10378603,-2.909653622,,,
0.4635,62.12488348,-2.910187348,,,
0.4636,62.14597072,-2.91077357,,,
0.4637,62.16704562,-2.911488192,,,
0.4638,62.18797377,-2.912496452,,,
0.4639,62.20857678,-2.913924642,,,
0.464,62.22875047,-2.915741961,,,
0.4641,62.24853163,-2.917732769,,,
0.4642,62.26807375,-2.919580967,,,
0.4643,62.2875562,-2.921017435,,,
0.4644,62.30709194,-2.921942978,,,
0.4645,62.32669083,-2.922456321,,,
0.4646,62.34629013,-2.922776958,,,
0.4647,62.36581659,-2.92311634,,,
0.4648,62.38523311,-2.923577089,,,
0.4649,62.40453776,-2.924134656,,,
0.465,62.42373306,-2.924699446,,,
0.4651,62.44280036,-2.925207675,,,
0.4652,62.46170721,-2.92567688,,,
0.4653,62.48044293,-2.926191697,,,
0.4654,62.49904891,-2.926835355,,,
0.4655,62.51761086,-2.927617985,,,
0.4656,62.53620962,-2.928452219,,,
0.4657,62.55486282,-2.929192786,,,
0.4658,62.57350249,-2.929714256,,,
0.4659,62.59201103,-2.929977609,,,
0.466,62.61029593,-2.930045831,,,
0.4661,62.62835614,-2.930043306,,,
0.4662,62.64628262,-2.930088936,,,
0.4663,62.66420123,-2.930245503,,,
0.4664,62.68219225,-2.930511747,,,
0.4665,62.70024839,-2.930852886,,,
0.4666,62.7183051,-2.931241649,,,
0.4667,62.73632172,-2.931679864,,,
0.4668,62.75436536,-2.932188942,,,
0.4669,62.77260958,-2.932781648,,,
0.467,62.79125894,-2.933439795,,,
0.4671,62.8104331,-2.934115767,,,
0.4672,62.83009043,-2.934756698,,,
0.4673,62.85004594,-2.935333495,,,
0.4674,62.87008325,-2.935854342,,,
0.4675,62.89008356,-2.936354703,,,
0.4676,62.91008946,-2.936872912,,,
0.4677,62.93026655,-2.937429325,,,
0.4678,62.95078857,-2.938021706,,,
0.4679,62.97172998,-2.938635625,,,
0.468,62.9930428,-2.939257739,,,
0.4681,63.0146432,-2.939880076,,,
0.4682,63.03652543,-2.940493674,,,
0.4683,63.05883439,-2.941080834,,,
0.4684,63.08182212,-2.941617142,,,
0.4685,63.10570873,-2.942085303,,,
0.4686,63.13053737,-2.942490329,,,
0.4687,63.15612375,-2.942860995,,,
0.4688,63.18215083,-2.943231139,,,
0.4689,63.20833869,-2.943611155,,,
0.469,63.23459686,-2.943971436,,,
0.4691,63.2610475,-2.94425467,,,
0.4692,63.28790394,-2.944413893,,,
0.4693,63.31528569,-2.944452198,,,
0.4694,63.34309714,-2.944434563,,,
0.4695,63.37105662,-2.944458944,,,
0.4696,63.3988598,-2.944603133,,,
0.4697,63.42637053,-2.94488506,,,
0.4698,63.45370345,-2.945269144,,,
0.4699,63.48113064,-2.945719786,,,
0.47,63.50887449,-2.946266109,,,
0.4701,63.53691995,-2.947027077,,,
0.4702,63.56498045,-2.948167243,,,
0.4703,63.5926533,-2.94980002,,,
0.4704,63.61967503,-2.951897003,,,
0.4705,63.64611179,-2.954266864,,,
0.4706,63.67237376,-2.956627454,,,
0.4707,63.69901246,-2.958734403,,,
0.4708,63.72644968,-2.960489776,,,
0.4709,63.75479433,-2.961963159,,,
0.471,63.78386035,-2.963311173,,,
0.4711,63.81336609,-2.964647138,,,
0.4712,63.84317586,-2.965947632,,,
0.4713,63.87342547,-2.967060804,,,
0.4714,63.9044389,-2.967813983,,,
0.4715,63.93649207,-2.968149514,,,
0.4716,63.96958421,-2.96819465,,,
0.4717,64.00336695,-2.968210833,,,
0.4718,64.03728583,-2.968446194,,,
0.4719,64.07085102,-2.968982253,,,
0.472,64.10387063,-2.969675833,,,
0.4721,64.13650411,-2.970240041,,,
0.4722,64.16910786,-2.97041984,,,
0.4723,64.20197588,-2.97015595,,,
0.4724,64.23513777,-2.969636038,,,
0.4725,64.2683434,-2.969201292,,,
0.4726,64.30121764,-2.969166293,,,
0.4727,64.33349006,-2.969663261,,,
0.4728,64.36514411,-2.970603848,,,
0.4729,64.39639694,-2.97177443,,,
0.473,64.42753491,-2.972995334,,,
0.4731,64.4587204,-2.974235957,,,
0.4732,64.48989681,-2.975610137,,,
0.4733,64.52084388,-2.977257084,,,
0.4734,64.55135296,-2.979189607,,,
0.4735,64.58137492,-2.981213754,,,
0.4736,64.61107329,-2.982978644,,,
0.4737,64.64073898,-2.984132444,,,
0.4738,64.67063122,-2.984493254,,,
0.4739,64.7008449,-2.984134258,,,
0.474,64.73128457,-2.983335886,,,
0.4741,64.7617458,-2.982439068,,,
0.4742,64.79203031,-2.981690593,,,
0.4743,64.82203466,-2.981168979,,,
0.4744,64.85175624,-2.980822284,,,
0.4745,64.88123423,-2.980577325,,,
0.4746,64.91047807,-2.980438907,,,
0.4747,64.93945506,-2.980511451,,,
0.4748,64.96810494,-2.980931932,,,
0.4749,64.99639649,-2.981763372,,,
0.475,65.02435763,-2.982923017,,,
0.4751,65.05205574,-2.98419496,,,
0.4752,65.0795613,-2.985321896,,,
0.4753,65.10690012,-2.986121133,,,
0.4754,65.13404779,-2.986556734,,,
0.4755,65.16096402,-2.986729547,,,
0.4756,65.18762631,-2.986799088,,,
0.4757,65.21405435,-2.986890853,,,
0.4758,65.24027591,-2.987045012,,,
0.4759,65.26628765,-2.98722965,,,
0.476,65.29204222,-2.987398213,,,
0.4761,65.31747424,-2.987545467,,,
0.4762,65.34257774,-2.987723237,,,
0.4763,65.36743076,-2.988009052,,,
0.4764,65.39219208,-2.988453977,,,
0.4765,65.41702784,-2.989048118,,,
0.4766,65.44204495,-2.989727226,,,
0.4767,65.46723211,-2.990414313,,,
0.4768,65.49248951,-2.991067045,,,
0.4769,65.51771435,-2.991699878,,,
0.477,65.54288871,-2.992368904,,,
0.4771,65.56811664,-2.993132845,,,
0.4772,65.59355718,-2.994017496,,,
0.4773,65.61933319,-2.995004953,,,
0.4774,65.6454552,-2.996049649,,,
0.4775,65.67182971,-2.997105394,,,
0.4776,65.69833821,-2.998143347,,,
0.4777,65.72492355,-2.999151256,,,
0.4778,65.75163481,-3.000120226,,,
0.4779,65.7785784,-3.001034074,,,
0.478,65.80580417,-3.001872019,,,
0.4781,65.83322202,-3.002622558,,,
0.4782,65.8605879,-3.003296002,,,
0.4783,65.88759806,-3.003923783,,,
0.4784,65.91403348,-3.004543706,,,
0.4785,65.93985833,-3.005182475,,,
0.4786,65.96520836,-3.005849386,,,
0.4787,65.99028215,-3.006545589,,,
0.4788,66.01521783,-3.007279515,,,
0.4789,66.04001825,-3.008072832,,,
0.479,66.06460834,-3.008948771,,,
0.4791,66.08896341,-3.009910695,,,
0.4792,66.11321362,-3.010930236,,,
0.4793,66.13764973,-3.011960284,,,
0.4794,66.16260128,-3.012969345,,,
0.4795,66.1882555,-3.013973999,,,
0.4796,66.2145538,-3.015041505,,,
0.4797,66.24122922,-3.016251746,,,
0.4798,66.26797442,-3.017637293,,,
0.4799,66.29463737,-3.019141333,,,
0.48,66.32131387,-3.02062756,,,
0.4801,66.34829224,-3.021943841,,,
0.4802,66.37585064,-3.023003634,,,
0.4803,66.40407194,-3.023832639,,,
0.4804,66.43278321,-3.024546782,,,
0.4805,66.46166494,-3.025271743,,,
0.4806,66.49045926,-3.026056023,,,
0.4807,66.51913689,-3.026838628,,,
0.4808,66.54790746,-3.027498542,,,
0.4809,66.5770604,-3.027956466,,,
0.481,66.60673857,-3.028258868,,,
0.4811,66.63679577,-3.028579853,,,
0.4812,66.66683863,-3.029127606,,,
0.4813,66.6964352,-3.030007854,,,
0.4814,66.72536218,-3.031132818,,,
0.4815,66.75373447,-3.032242126,,,
0.4816,66.7819332,-3.033032865,,,
0.4817,66.81037635,-3.033324432,,,
0.4818,66.83927552,-3.033158036,,,
0.4819,66.86852899,-3.032768476,,,
0.482,66.89781157,-3.032444706,,,
0.4821,66.9267958,-3.032366332,,,
0.4822,66.95535751,-3.032519165,,,
0.4823,66.98363337,-3.032741424,,,
0.4824,67.01189881,-3.032865956,,,
0.4825,67.04035245,-3.032860194,,,
0.4826,67.06895262,-3.032866775,,,
0.4827,67.09741404,-3.033113325,,,
0.4828,67.12536692,-3.033747451,,,
0.4829,67.15257549,-3.034705347,,,
0.483,67.17907704,-3.035704332,,,
0.4831,67.20515624,-3.036372242,,,
0.4832,67.2311757,-3.036439839,,,
0.4833,67.25737195,-3.035882066,,,
0.4834,67.28374046,-3.034925196,,,
0.4835,67.31006982,-3.03391956,,,
0.4836,67.33608861,-3.033158868,,,
0.4837,67.36162298,-3.032755566,,,
0.4838,67.38666681,-3.032640569,,,
0.4839,67.41133257,-3.032673844,,,
0.484,67.43573096,-3.032783317,,,
0.4841,67.45986828,-3.033036631,,,
0.4842,67.48362954,-3.033599277,,,
0.4843,67.50685084,-3.034609882,,,
0.4844,67.52942527,-3.036058013,,,
0.4845,67.55136887,-3.037747354,,,
0.4846,67.57280709,-3.03937167,,,
0.4847,67.59389809,-3.040659552,,,
0.4848,67.61474878,-3.041501821,,,
0.4849,67.63537631,-3.041988054,,,
0.485,67.65573013,-3.042336569,,,
0.4851,67.67574671,-3.042767101,,,
0.4852,67.69539279,-3.043395331,,,
0.4853,67.71467019,-3.044207081,,,
0.4854,67.73359006,-3.045114913,,,
0.4855,67.75214786,-3.046048641,,,
0.4856,67.7703257,-3.047015293,,,
0.4857,67.78812104,-3.048090785,,,
0.4858,67.80557451,-3.049354596,,,
0.4859,67.82276694,-3.050816519,,,
0.486,67.83977934,-3.052387214,,,
0.4861,67.85664109,-3.053912829,,,
0.4862,67.87330578,-3.055251257,,,
0.4863,67.88967748,-3.056341742,,,
0.4864,67.90567385,-3.057226082,,,
0.4865,67.92128265,-3.058012649,,,
0.4866,67.93657222,-3.058810564,,,
0.4867,67.95164459,-3.059676521,,,
0.4868,67.96656368,-3.060603112,,,
0.4869,67.98131459,-3.061547215,,,
0.487,67.99582491,-3.062471882,,,
0.4871,68.01003629,-3.063370817,,,
0.4872,68.0239745,-3.064261539,,,
0.4873,68.03776233,-3.065157712,,,
0.4874,68.05155745,-3.066045198,,,
0.4875,68.06545124,-3.066881241,,,
0.4876,68.07939654,-3.067617469,,,
0.4877,68.09321742,-3.0682297,,,
0.4878,68.10670088,-3.068733391,,,
0.4879,68.11971368,-3.069175097,,,
0.488,68.13226889,-3.069607829,,,
0.4881,68.14449946,-3.070068397,,,
0.4882,68.15656013,-3.07057061,,,
0.4883,68.16852897,-3.071114383,,,
0.4884,68.18038035,-3.071699023,,,
0.4885,68.19204924,-3.072328153,,,
0.4886,68.20353961,-3.073003528,,,
0.4887,68.21499339,-3.073716427,,,
0.4888,68.22666038,-3.074448126,,,
0.4889,68.23877834,-3.075182555,,,
0.489,68.25143922,-3.075921578,,,
0.4891,68.26453435,-3.076687814,,,
0.4892,68.27782292,-3.077507607,,,
0.4893,68.29108566,-3.078383101,,,
0.4894,68.30426477,-3.079274504,,,
0.4895,68.31749553,-3.080110111,,,
0.4896,68.33100589,-3.080822734,,,
0.4897,68.34494921,-3.081390102,,,
0.4898,68.35928343,-3.081849957,,,
0.4899,68.37379127,-3.082275396,,,
0.49,68.38821202,-3.082724309,,,
0.4901,68.40241778,-3.083198807,,,
0.4902,68.41649896,-3.083647949,,,
0.4903,68.43069607,-3.08401796,,,
0.4904,68.44521617,-3.084317409,,,
0.4905,68.46005553,-3.08464751,,,
0.4906,68.47495348,-3.085165144,,,
0.4907,68.48952039,-3.085990629,,,
0.4908,68.50346455,-3.087114998,,,
0.4909,68.51679166,-3.088370884,,,
0.491,68.52981879,-3.089495554,,,
0.4911,68.54301369,-3.090255434,,,
0.4912,68.55674713,-3.090558508,,,
0.4913,68.57111272,-3.090484448,,,
0.4914,68.58592609,-3.090212132,,,
0.4915,68.60089732,-3.089890353,,,
0.4916,68.615856,-3.08953721,,,
0.4917,68.6308812,-3.089037527,,,
0.4918,68.64624892,-3.08824308,,,
0.4919,68.66221389,-3.087109423,,,
0.492,68.67879428,-3.085774212,,,
0.4921,68.69568851,-3.084516312,,,
0.4922,68.71238703,-3.08361238,,,
0.4923,68.72842151,-3.083178553,,,
0.4924,68.74359749,-3.0831009,,,
0.4925,68.75804969,-3.083105609,,,
0.4926,68.77211823,-3.082931214,,,
0.4927,68.78610939,-3.08249875,,,
0.4928,68.80009699,-3.081974935,,,
0.4929,68.81388157,-3.081689211,,,
0.493,68.82714172,-3.081956382,,,
0.4931,68.83963087,-3.082914664,,,
0.4932,68.85133294,-3.084476639,,,
0.4933,68.86245766,-3.086416268,,,
0.4934,68.87329441,-3.088527838,,,
0.4935,68.88402787,-3.090749062,,,
0.4936,68.89463523,-3.09316761,,,
0.4937,68.9049316,-3.095909272,,,
0.4938,68.91472299,-3.098984925,,,
0.4939,68.92395351,-3.102201313,,,
0.494,68.93276602,-3.105200204,,,
0.4941,68.94143172,-3.107608817,,,
0.4942,68.9502029,-3.109213956,,,
0.4943,68.95918431,-3.110057293,,,
0.4944,68.96829776,-3.110398331,,,
0.4945,68.97734935,-3.110572622,,,
0.4946,68.98614107,-3.11083361,,,
0.4947,68.994565,-3.111269286,,,
0.4948,69.00260904,-3.111831197,,,
0.4949,69.01030525,-3.112440694,,,
0.495,69.01766633,-3.113092274,,,
0.4951,69.02465849,-3.11388299,,,
0.4952,69.03122594,-3.114951156,,,
0.4953,69.03733959,-3.116369576,,,
0.4954,69.04302674,-3.118067641,,,
0.4955,69.04835729,-3.119836085,,,
0.4956,69.05339839,-3.12141415,,,
0.4957,69.058174,-3.122607114,,,
0.4958,69.06266026,-3.123364892,,,
0.4959,69.06681723,-3.123779285,,,
0.496,69.07062661,-3.124009411,,,
0.4961,69.07410873,-3.124187186,,,
0.4962,69.07729267,-3.124360677,,,
0.4963,69.08017764,-3.124502372,,,
0.4964,69.08271588,-3.124565199,,,
0.4965,69.08484137,-3.124541064,,,
0.4966,69.08653012,-3.124480982,,,
0.4967,69.08784866,-3.12446671,,,
0.4968,69.08894897,-3.12455831,,,
0.4969,69.0900035,-3.12475663,,,
0.497,69.09111807,-3.125006457,,,
0.4971,69.09228115,-3.125236604,,,
0.4972,69.0933873,-3.125408524,,,
0.4973,69.09432322,-3.125541305,,,
0.4974,69.09505987,-3.125698899,,,
0.4975,69.09568763,-3.125951449,,,
0.4976,69.09636887,-3.12633792,,,
0.4977,69.09724019,-3.126852713,,,
0.4978,69.0983328,-3.127459879,,,
0.4979,69.09956808,-3.128119991,,,
0.498,69.10083201,-3.128809164,,,
0.4981,69.10207438,-3.129519423,,,
0.4982,69.10335779,-3.130245589,,,
0.4983,69.10481457,-3.1309736,,,
0.4984,69.10653586,-3.131681773,,,
0.4985,69.10846921,-3.132353951,,,
0.4986,69.11040149,-3.132992533,,,
0.4987,69.11204907,-3.133619112,,,
0.4988,69.11320366,-3.134260849,,,
0.4989,69.11384061,-3.134933047,,,
0.499,69.11411861,-3.13563193,,,
0.4991,69.11427221,-3.136343053,,,
0.4992,69.11447212,-3.137057072,,,
0.4993,69.11475132,-3.137777483,,,
0.4994,69.11504901,-3.13851117,,,
0.4995,69.11533979,-3.139248056,,,
0.4996,69.11575121,-3.139948394,,,
0.4997,69.11657472,-3.140553807,,,
0.4998,69.11814672,-3.141020692,,,
0.4999,69.12066864,-3.141354374,,,
0.5,69.12408511,-3.141615803,,,
