????/s,??????????????????/V,????????/rad,,????????/Hz,????????
0.2671,60.55056869,-1.683435585,,,
0.2672,60.551863,-1.68459742,,,
0.2673,60.55382119,-1.685426005,,,
0.2674,60.5567443,-1.685834245,,,
0.2675,60.56069938,-1.685915483,,,
0.2676,60.56541413,-1.685915654,,,
0.2677,60.57037731,-1.686098153,,,
0.2678,60.57508793,-1.686583352,,,
0.2679,60.57929901,-1.687267309,,,
0.268,60.58311399,-1.687877942,,,
0.2681,60.58686439,-1.688140133,,,
0.2682,60.59086839,-1.687950512,,,
0.2683,60.59521471,-1.687454398,,,
0.2684,60.59970571,-1.686977079,,,
0.2685,60.60398504,-1.686851985,,,
0.2686,60.60775821,-1.687251941,,,
0.2687,60.61096103,-1.688125411,,,
0.2688,60.61377246,-1.689270318,,,
0.2689,60.61647428,-1.690489424,,,
0.269,60.61925832,-1.691721084,,,
0.2691,60.62210945,-1.693058899,,,
0.2692,60.62483542,-1.694649294,,,
0.2693,60.62721543,-1.696537651,,,
0.2694,60.62916417,-1.698568298,,,
0.2695,60.63080413,-1.70040967,,,
0.2696,60.63240387,-1.70169625,,,
0.2697,60.63423137,-1.702204915,,,
0.2698,60.63641238,-1.701961634,,,
0.2699,60.63888348,-1.701217877,,,
0.27,60.64145227,-1.700316206,,,
0.2701,60.64391406,-1.6995295,,,
0.2702,60.64614608,-1.698967505,,,
0.2703,60.64812747,-1.698595169,,,
0.2704,60.64989018,-1.698334333,,,
0.2705,60.65145079,-1.698171011,,,
0.2706,60.65277733,-1.698194098,,,
0.2707,60.65380979,-1.698542397,,,
0.2708,60.65450979,-1.69929986,,,
0.2709,60.65489472,-1.700412342,,,
0.271,60.65502803,-1.701683339,,,
0.2711,60.65497452,-1.702854204,,,
0.2712,60.6547568,-1.703721043,,,
0.2713,60.65434658,-1.704219154,,,
0.2714,60.65369505,-1.704428675,,,
0.2715,60.65277456,-1.704505718,,,
0.2716,60.6515954,-1.704587669,,,
0.2717,60.65018355,-1.704731254,,,
0.2718,60.64853934,-1.704914246,,,
0.2719,60.64661618,-1.705087891,,,
0.272,60.64434526,-1.705236677,,,
0.2721,60.64169596,-1.705403104,,,
0.2722,60.63872877,-1.705663798,,,
0.2723,60.63559647,-1.706078264,,,
0.2724,60.6324823,-1.706648621,,,
0.2725,60.62950957,-1.707318219,,,
0.2726,60.6266838,-1.70800855,,,
0.2727,60.62390976,-1.708668196,,,
0.2728,60.62107205,-1.709301257,,,
0.2729,60.6181325,-1.709958735,,,
0.273,60.61517343,-1.710702012,,,
0.2731,60.61235668,-1.711564626,,,
0.2732,60.60982559,-1.712536158,,,
0.2733,60.60761837,-1.713574125,,,
0.2734,60.60565434,-1.714630618,,,
0.2735,60.60380341,-1.715673105,,,
0.2736,60.60198824,-1.716687098,,,
0.2737,60.6002423,-1.717664164,,,
0.2738,60.59867575,-1.718589706,,,
0.2739,60.59736683,-1.719442946,,,
0.274,60.59625314,-1.7202095,,,
0.2741,60.59510397,-1.720895238,,,
0.2742,60.59360309,-1.721528498,,,
0.2743,60.59149629,-1.722147354,,,
0.2744,60.58871037,-1.722781493,,,
0.2745,60.58536609,-1.723443122,,,
0.2746,60.58167803,-1.724133704,,,
0.2747,60.57781197,-1.724859415,,,
0.2748,60.57379927,-1.72563985,,,
0.2749,60.56957206,-1.726499501,,,
0.275,60.56509029,-1.727446828,,,
0.2751,60.5604653,-1.728459145,,,
0.2752,60.55598557,-1.729490617,,,
0.2753,60.55200746,-1.730503986,,,
0.2754,60.54877389,-1.73150562,,,
0.2755,60.54628001,-1.732555194,,,
0.2756,60.54428213,-1.733734587,,,
0.2757,60.54245513,-1.735089322,,,
0.2758,60.5406037,-1.736580063,,,
0.2759,60.53879167,-1.738081632,,,
0.276,60.53730265,-1.739438524,,,
0.2761,60.53645502,-1.740546962,,,
0.2762,60.53639157,-1.741411494,,,
0.2763,60.53698371,-1.742136287,,,
0.2764,60.53791574,-1.742852447,,,
0.2765,60.53889493,-1.743627359,,,
0.2766,60.5398468,-1.744418793,,,
0.2767,60.54096133,-1.74510987,,,
0.2768,60.54255314,-1.745605759,,,
0.2769,60.54482426,-1.745926685,,,
0.277,60.54768667,-1.746227846,,,
0.2771,60.55076798,-1.746721254,,,
0.2772,60.55360632,-1.747540816,,,
0.2773,60.55591649,-1.748636484,,,
0.2774,60.55775949,-1.749772411,,,
0.2775,60.55950636,-1.750640795,,,
0.2776,60.56161755,-1.751027953,,,
0.2777,60.56437597,-1.750932401,,,
0.2778,60.56773924,-1.750561408,,,
0.2779,60.57139765,-1.750207015,,,
0.278,60.57499208,-1.750078738,,,
0.2781,60.57834493,-1.750198437,,,
0.2782,60.58156013,-1.750422524,,,
0.2783,60.58492077,-1.750572755,,,
0.2784,60.58867077,-1.750584918,,,
0.2785,60.59282165,-1.750572633,,,
0.2786,60.59711431,-1.750759396,,,
0.2787,60.60116075,-1.751319882,,,
0.2788,60.60467387,-1.752234072,,,
0.2789,60.60763862,-1.753253284,,,
0.279,60.61031829,-1.754007741,,,
0.2791,60.61309699,-1.754195704,,,
0.2792,60.61626111,-1.753742203,,,
0.2793,60.61985392,-1.752833619,,,
0.2794,60.62368312,-1.751810966,,,
0.2795,60.62746068,-1.750990686,,,
0.2796,60.63097505,-1.750522552,,,
0.2797,60.63418558,-1.750364989,,,
0.2798,60.63719576,-1.750380021,,,
0.2799,60.64012941,-1.750474676,,,
0.28,60.64301494,-1.750690674,,,
0.2801,60.6457492,-1.751183391,,,
0.2802,60.64815979,-1.752106928,,,
0.2803,60.65011532,-1.753484312,,,
0.2804,60.6516059,-1.75515081,,,
0.2805,60.65274348,-1.756810514,,,
0.2806,60.65368932,-1.758174329,,,
0.2807,60.65456327,-1.759097229,,,
0.2808,60.65539363,-1.759634712,,,
0.2809,60.65613118,-1.759990331,,,
0.281,60.65670412,-1.760393148,,,
0.2811,60.65706755,-1.760982649,,,
0.2812,60.65721456,-1.761766281,,,
0.2813,60.65715188,-1.762663382,,,
0.2814,60.65687137,-1.763594433,,,
0.2815,60.65634814,-1.764550736,,,
0.2816,60.65556928,-1.765599283,,,
0.2817,60.65456657,-1.766824947,,,
0.2818,60.65341945,-1.768254347,,,
0.2819,60.65221626,-1.769815588,,,
0.282,60.65099662,-1.771361601,,,
0.2821,60.64971763,-1.772742016,,,
0.2822,60.64827346,-1.773877756,,,
0.2823,60.64656052,-1.774792979,,,
0.2824,60.64454476,-1.775588446,,,
0.2825,60.64228282,-1.776378038,,,
0.2826,60.6398799,-1.777230355,,,
0.2827,60.63741357,-1.778148563,,,
0.2828,60.63487949,-1.779092902,,,
0.2829,60.63220184,-1.780022609,,,
0.283,60.62930344,-1.780925352,,,
0.2831,60.62618906,-1.781816029,,,
0.2832,60.62297242,-1.782711262,,,
0.2833,60.61982164,-1.783602902,,,
0.2834,60.61685324,-1.784452278,,,
0.2835,60.61404329,-1.785209708,,,
0.2836,60.61122026,-1.785844753,,,
0.2837,60.6081509,-1.786365528,,,
0.2838,60.60466732,-1.786814468,,,
0.2839,60.60075319,-1.787245405,,,
0.284,60.59653375,-1.787699197,,,
0.2841,60.59217957,-1.788193552,,,
0.2842,60.58779453,-1.788729864,,,
0.2843,60.58336923,-1.789306823,,,
0.2844,60.57883403,-1.789927458,,,
0.2845,60.57417245,-1.790594612,,,
0.2846,60.56950724,-1.791301836,,,
0.2847,60.56509493,-1.792031597,,,
0.2848,60.56120431,-1.792766065,,,
0.2849,60.55797089,-1.793503047,,,
0.285,60.55531764,-1.794262059,,,
0.2851,60.55300485,-1.795070776,,,
0.2852,60.55078418,-1.795937728,,,
0.2853,60.54855871,-1.796831015,,,
0.2854,60.54644194,-1.797682644,,,
0.2855,60.54467354,-1.798421277,,,
0.2856,60.54344655,-1.799014172,,,
0.2857,60.54276331,-1.79948873,,,
0.2858,60.54242092,-1.799914984,,,
0.2859,60.54214043,-1.8003575,,,
0.286,60.54175404,-1.800829992,,,
0.2861,60.54132013,-1.801288662,,,
0.2862,60.54108055,-1.801675153,,,
0.2863,60.5412808,-1.801982644,,,
0.2864,60.54197069,-1.802295976,,,
0.2865,60.54292413,-1.802767629,,,
0.2866,60.54374348,-1.803532506,,,
0.2867,60.54409312,-1.804610155,,,
0.2868,60.54391755,-1.805860243,,,
0.2869,60.5435024,-1.807029198,,,
0.287,60.54333412,-1.807868193,,,
0.2871,60.5438432,-1.808253857,,,
0.2872,60.54519076,-1.808236973,,,
0.2873,60.54723058,-1.807987258,,,
0.2874,60.54966401,-1.807668619,,,
0.2875,60.55228006,-1.80732678,,,
0.2876,60.55511808,-1.806866033,,,
0.2877,60.55844252,-1.80613377,,,
0.2878,60.56254485,-1.805057697,,,
0.2879,60.56750372,-1.803741277,,,
0.288,60.57306435,-1.802446023,,,
0.2881,60.57872045,-1.801461925,,,
0.2882,60.58396154,-1.8009436,,,
0.2883,60.58852182,-1.800818275,,,
0.2884,60.59248601,-1.800830455,,,
0.2885,60.59618933,-1.800701972,,,
0.2886,60.59997788,-1.800311388,,,
0.2887,60.60398334,-1.799782372,,,
0.2888,60.60804957,-1.799426288,,,
0.2889,60.61184669,-1.799574819,,,
0.289,60.61508905,-1.800406492,,,
0.2891,60.61771243,-1.801872425,,,
0.2892,60.61990032,-1.803760875,,,
0.2893,60.62195264,-1.805850668,,,
0.2894,60.62409154,-1.808048674,,,
0.2895,60.62633397,-1.810420566,,,
0.2896,60.62850911,-1.813096827,,,
0.2897,60.6304005,-1.816119293,,,
0.2898,60.63191322,-1.819333353,,,
0.2899,60.63315664,-1.822402215,,,
0.29,60.6343946,-1.824941934,,,
0.2901,60.63589924,-1.826699371,,,
0.2902,60.63780814,-1.827668134,,,
0.2903,60.64006785,-1.828076209,,,
0.2904,60.64248691,-1.828257944,,,
0.2905,60.64485136,-1.828491258,,,
0.2906,60.64702371,-1.828895613,,,
0.2907,60.64896995,-1.829440988,,,
0.2908,60.65071488,-1.830045281,,,
0.2909,60.65227353,-1.830684541,,,
0.291,60.65361389,-1.831439187,,,
0.2911,60.65467368,-1.832447579,,,
0.2912,60.65540921,-1.83380222,,,
0.2913,60.6558322,-1.835461288,,,
0.2914,60.65600373,-1.837236428,,,
0.2915,60.65599097,-1.838867471,,,
0.2916,60.6558218,-1.840139684,,,
0.2917,60.65547234,-1.840974022,,,
0.2918,60.65489463,-1.841440217,,,
0.2919,60.65405848,-1.841692382,,,
0.292,60.65297103,-1.841873413,,,
0.2921,60.65165705,-1.842048097,,,
0.2922,60.65011759,-1.842199492,,,
0.2923,60.64830545,-1.842279137,,,
0.2924,60.64614606,-1.842268772,,,
0.2925,60.64359622,-1.842209402,,,
0.2926,60.64069986,-1.842180877,,,
0.2927,60.63759452,-1.842250991,,,
0.2928,60.63445428,-1.842432569,,,
0.2929,60.63140022,-1.842678502,,,
0.293,60.62843682,-1.842916664,,,
0.2931,60.62546378,-1.843099602,,,
0.2932,60.62235454,-1.843235669,,,
0.2933,60.61905405,-1.84338304,,,
0.2934,60.61562933,-1.843613947,,,
0.2935,60.61223556,-1.843974975,,,
0.2936,60.60902078,-1.844468342,,,
0.2937,60.60603596,-1.845061746,,,
0.2938,60.6032143,-1.845714503,,,
0.2939,60.60043531,-1.846399273,,,
0.294,60.59762717,-1.847105921,,,
0.2941,60.5948308,-1.847829883,,,
0.2942,60.59217327,-1.848559086,,,
0.2943,60.58976259,-1.849272494,,,
0.2944,60.58757543,-1.849951757,,,
0.2945,60.5854201,-1.850595343,,,
0.2946,60.58301053,-1.851222001,,,
0.2947,60.58011069,-1.851859267,,,
0.2948,60.57665847,-1.852525617,,,
0.2949,60.57278644,-1.853220575,,,
0.295,60.56873115,-1.853930493,,,
0.2951,60.5646886,-1.854644076,,,
0.2952,60.56071967,-1.855362646,,,
0.2953,60.55677361,-1.856093874,,,
0.2954,60.55280941,-1.856832259,,,
0.2955,60.54892526,-1.857543491,,,
0.2956,60.54539364,-1.858170582,,,
0.2957,60.54256211,-1.858664278,,,
0.2958,60.54067405,-1.85901928,,,
0.2959,60.53972634,-1.859287695,,,
0.296,60.53946511,-1.85955223,,,
0.2961,60.53953363,-1.859869282,,,
0.2962,60.5396848,-1.860217765,,,
0.2963,60.53992253,-1.860492497,,,
0.2964,60.54047815,-1.860555007,,,
0.2965,60.54163486,-1.860315322,,,
0.2966,60.54351478,-1.859793229,,,
0.2967,60.54597055,-1.859115919,,,
0.2968,60.54865619,-1.858448491,,,
0.2969,60.55123263,-1.857900331,,,
0.297,60.55357129,-1.85747136,,,
0.2971,60.55581672,-1.857079159,,,
0.2972,60.55826086,-1.856652952,,,
0.2973,60.56110824,-1.85623056,,,
0.2974,60.56428782,-1.855985794,,,
0.2975,60.5674417,-1.856155543,,,
0.2976,60.570108,-1.856903484,,,
0.2977,60.57198799,-1.858206208,,,
0.2978,60.57312905,-1.859841292,,,
0.2979,60.57390576,-1.861495201,,,
0.298,60.57480909,-1.86293136,,,
0.2981,60.5761751,-1.864117049,,,
0.2982,60.57802131,-1.865230459,,,
0.2983,60.58008886,-1.866542839,,,
0.2984,60.58204974,-1.868249555,,,
0.2985,60.58374363,-1.870356913,,,
0.2986,60.58528744,-1.872695266,,,
0.2987,60.58699128,-1.875045882,,,
0.2988,60.58914232,-1.877293938,,,
0.2989,60.59180294,-1.87950279,,,
0.299,60.59475681,-1.881856604,,,
0.2991,60.59763777,-1.884505933,,,
0.2992,60.60015735,-1.887417187,,,
0.2993,60.60228536,-1.890328077,,,
0.2994,60.60427102,-1.892845594,,,
0.2995,60.60649621,-1.894632997,,,
0.2996,60.60925718,-1.895575618,,,
0.2997,60.61260984,-1.895827718,,,
0.2998,60.61636474,-1.895715849,,,
0.2999,60.62021968,-1.895561392,,,
0.3,60.62393435,-1.895531112,,,
0.3001,60.62743545,-1.895601068,,,
0.3002,60.63079645,-1.895643455,,,
0.3003,60.6341231,-1.89556797,,,
0.3004,60.63743592,-1.895418761,,,
0.3005,60.64062294,-1.895362392,,,
0.3006,60.64349681,-1.895577197,,,
0.3007,60.64590439,-1.896119983,,,
0.3008,60.64781251,-1.89686021,,,
0.3009,60.64931563,-1.897527481,,,
0.301,60.65056792,-1.897845853,,,
0.3011,60.65169156,-1.897674674,,,
0.3012,60.65272166,-1.897073216,,,
0.3013,60.65361508,-1.896255636,,,
0.3014,60.65430327,-1.895470607,,,
0.3015,60.65474342,-1.894882252,,,
0.3016,60.65493272,-1.894520506,,,
0.3017,60.65488551,-1.894319262,,,
0.3018,60.65460328,-1.894204531,,,
0.3019,60.6540696,-1.894167841,,,
0.302,60.65327644,-1.894276832,,,
0.3021,60.65225766,-1.894621364,,,
0.3022,60.651095,-1.895237172,,,
0.3023,60.64988216,-1.896061733,,,
0.3024,60.64866712,-1.896952846,,,
0.3025,60.64741486,-1.897757962,,,
0.3026,60.64602234,-1.898390049,,,
0.3027,60.6443813,-1.898863691,,,
0.3028,60.64244754,-1.89927286,,,
0.3029,60.64026742,-1.899729429,,,
0.303,60.63794075,-1.900303511,,,
0.3031,60.63554577,-1.90100005,,,
0.3032,60.63308147,-1.901778419,,,
0.3033,60.63047213,-1.902593604,,,
0.3034,60.62763506,-1.903427209,,,
0.3035,60.62456587,-1.904288722,,,
0.3036,60.62137013,-1.905191464,,,
0.3037,60.61821712,-1.906125528,,,
0.3038,60.61523533,-1.907049991,,,
0.3039,60.61241939,-1.907910429,,,
0.304,60.6096148,-1.90866865,,,
0.3041,60.60659718,-1.909323231,,,
0.3042,60.60319862,-1.909907261,,,
0.3043,60.59939972,-1.910466756,,,
0.3044,60.59532748,-1.911036213,,,
0.3045,60.59116373,-1.911627348,,,
0.3046,60.58703053,-1.91223497,,,
0.3047,60.58293553,-1.912850609,,,
0.3048,60.57881686,-1.913470474,,,
0.3049,60.57465409,-1.914091917,,,
0.305,60.57055929,-1.914704534,,,
0.3051,60.56678046,-1.915287843,,,
0.3052,60.56358681,-1.915821627,,,
0.3053,60.56112177,-1.916302439,,,
0.3054,60.55931482,-1.916751274,,,
0.3055,60.55792042,-1.917201606,,,
0.3056,60.55666686,-1.917672232,,,
0.3057,60.55542062,-1.918144258,,,
0.3058,60.55425703,-1.918562869,,,
0.3059,60.55338763,-1.918868645,,,
0.306,60.55299105,-1.919040522,,,
0.3061,60.55306263,-1.919120229,,,
0.3062,60.55338788,-1.919197392,,,
0.3063,60.55366297,-1.919361385,,,
0.3064,60.55368295,-1.919652563,,,
0.3065,60.55346808,-1.920050665,,,
0.3066,60.55323555,-1.920514364,,,
0.3067,60.55322765,-1.921047742,,,
0.3068,60.55350876,-1.921744178,,,
0.3069,60.55387167,-1.922766661,,,
0.307,60.5539277,-1.924263997,,,
0.3071,60.55333495,-1.926269784,,,
0.3072,60.55202385,-1.928651344,,,
0.3073,60.55027403,-1.931150271,,,
0.3074,60.5485882,-1.933498568,,,
0.3075,60.5474383,-1.935543065,,,
0.3076,60.54704186,-1.937301485,,,
0.3077,60.54730658,-1.938914144,,,
0.3078,60.54797153,-1.94052167,,,
0.3079,60.54884552,-1.942149116,,,
0.308,60.5499805,-1.943675405,,,
0.3081,60.55166174,-1.944911681,,,
0.3082,60.55421926,-1.945738095,,,
0.3083,60.55778441,-1.946205957,,,
0.3084,60.56215435,-1.946530707,,,
0.3085,60.56685861,-1.946970877,,,
0.3086,60.5713923,-1.94766522,,,
0.3087,60.5754725,-1.948533323,,,
0.3088,60.57916052,-1.949309299,,,
0.3089,60.58277971,-1.949694695,,,
0.309,60.58667839,-1.949539761,,,
0.3091,60.59099967,-1.948942128,,,
0.3092,60.59559317,-1.948201937,,,
0.3093,60.60011591,-1.947661293,,,
0.3094,60.60424719,-1.947527497,,,
0.3095,60.60787483,-1.947787631,,,
0.3096,60.61113661,-1.948261372,,,
0.3097,60.61430051,-1.948749434,,,
0.3098,60.61757188,-1.949175314,,,
0.3099,60.62095738,-1.949625952,,,
0.31,60.62427064,-1.950265957,,,
0.3101,60.62726776,-1.951184725,,,
0.3102,60.6298177,-1.952280748,,,
0.3103,60.63199485,-1.953264163,,,
0.3104,60.63404127,-1.953783198,,,
0.3105,60.63622545,-1.953601534,,,
0.3106,60.63869469,-1.952721467,,,
0.3107,60.64140972,-1.951381665,,,
0.3108,60.64418947,-1.949935741,,,
0.3109,60.64682405,-1.948688698,,,
0.311,60.64917752,-1.947787709,,,
0.3111,60.65122114,-1.94722226,,,
0.3112,60.65299254,-1.946916497,,,
0.3113,60.65452609,-1.946841005,,,
0.3114,60.65581075,-1.947065815,,,
0.3115,60.65680196,-1.947721484,,,
0.3116,60.65746889,-1.948898749,,,
0.3117,60.65783327,-1.95055747,,,
0.3118,60.65796667,-1.952507694,,,
0.3119,60.65794875,-1.95447801,,,
0.312,60.65781995,-1.956231006,,,
0.3121,60.6575653,-1.957657571,,,
0.3122,60.65713919,-1.958797414,,,
0.3123,60.65650761,-1.959780955,,,
0.3124,60.65567083,-1.96073541,,,
0.3125,60.65464698,-1.961714696,,,
0.3126,60.65343146,-1.962690626,,,
0.3127,60.65197008,-1.963599767,,,
0.3128,60.65017635,-1.964405862,,,
0.3129,60.64798905,-1.965132818,,,
0.313,60.64543067,-1.965848475,,,
0.3131,60.64261982,-1.966615187,,,
0.3132,60.63971918,-1.967444863,,,
0.3133,60.63684699,-1.968290092,,,
0.3134,60.63401038,-1.969076112,,,
0.3135,60.63110862,-1.969750412,,,
0.3136,60.62800739,-1.970316416,,,
0.3137,60.62464282,-1.970830646,,,
0.3138,60.6210735,-1.971368421,,,
0.3139,60.61745448,-1.971983062,,,
0.314,60.61394466,-1.972684486,,,
0.3141,60.61061316,-1.973446671,,,
0.3142,60.60741125,-1.974233137,,,
0.3143,60.6042301,-1.975019718,,,
0.3144,60.60100241,-1.97579999,,,
0.3145,60.59777172,-1.976574358,,,
0.3146,60.59467318,-1.977336385,,,
0.3147,60.59183212,-1.978070097,,,
0.3148,60.58924845,-1.978760917,,,
0.3149,60.58675089,-1.979410271,,,
0.315,60.58406197,-1.980040318,,,
0.3151,60.58093968,-1.980683485,,,
0.3152,60.57730638,-1.981364515,,,
0.3153,60.57327982,-1.982089437,,,
0.3154,60.56908904,-1.982850151,,,
0.3155,60.56493242,-1.983639748,,,
0.3156,60.5608745,-1.984463775,,,
0.3157,60.55686013,-1.985335313,,,
0.3158,60.55283105,-1.986255846,,,
0.3159,60.54885925,-1.987198404,,,
0.316,60.54519313,-1.988111464,,,
0.3161,60.54216898,-1.98894771,,,
0.3162,60.54003482,-1.989700566,,,
0.3163,60.53880108,-1.99041999,,,
0.3164,60.53822353,-1.99118853,,,
0.3165,60.53794132,-1.992065569,,,
0.3166,60.53768952,-1.993034198,,,
0.3167,60.53745116,-1.99399023,,,
0.3168,60.53744826,-1.994788756,,,
0.3169,60.53797547,-1.995324656,,,
0.317,60.53918451,-1.995596718,,,
0.3171,60.54096285,-1.995710839,,,
0.3172,60.54298965,-1.995815363,,,
0.3173,60.54493414,-1.996008222,,,
0.3174,60.54666459,-1.996279047,,,
0.3175,60.54832507,-1.996529919,,,
0.3176,60.55022314,-1.996665432,,,
0.3177,60.55259802,-1.996691738,,,
0.3178,60.55542223,-1.996751758,,,
0.3179,60.55837277,-1.997061469,,,
0.318,60.5610001,-1.99777822,,,
0.3181,60.56299367,-1.99888342,,,
0.3182,60.56437692,-2.000160978,,,
0.3183,60.56550609,-2.001295693,,,
0.3184,60.56687141,-2.002038533,,,
0.3185,60.56882472,-2.00233984,,,
0.3186,60.57140223,-2.002368175,,,
0.3187,60.57434796,-2.002402264,,,
0.3188,60.5773122,-2.002663413,,,
0.3189,60.58009561,-2.003194262,,,
0.319,60.58277132,-2.003859769,,,
0.3191,60.5856169,-2.004465895,,,
0.3192,60.58890543,-2.004913557,,,
0.3193,60.59269726,-2.005281901,,,
0.3194,60.59677166,-2.005781373,,,
0.3195,60.60074301,-2.006603601,,,
0.3196,60.60428637,-2.007765486,,,
0.3197,60.60732797,-2.009052482,,,
0.3198,60.61008215,-2.01010491,,,
0.3199,60.61291624,-2.010600766,,,
0.32,60.61613322,-2.010427002,,,
0.3201,60.61980715,-2.009737691,,,
0.3202,60.62376505,-2.008867197,,,
0.3203,60.62771098,-2.008155064,,,
0.3204,60.63140154,-2.007790308,,,
0.3205,60.63475916,-2.007764704,,,
0.3206,60.63786541,-2.007951373,,,
0.3207,60.64084653,-2.008245295,,,
0.3208,60.64375074,-2.008667074,,,
0.3209,60.64649563,-2.009360832,,,
0.321,60.64891616,-2.010490196,,,
0.3211,60.65087204,-2.012104229,,,
0.3212,60.65233755,-2.014064147,,,
0.3213,60.65341555,-2.016081742,,,
0.3214,60.65427348,-2.017849155,,,
0.3215,60.6550505,-2.019182925,,,
0.3216,60.6557974,-2.020097898,,,
0.3217,60.6564802,-2.020771961,,,
0.3218,60.65703096,-2.021430299,,,
0.3219,60.6574009,-2.022223734,,,
0.322,60.65757822,-2.023171915,,,
0.3221,60.65756775,-2.024195,,,
0.3222,60.65736046,-2.025200373,,,
0.3223,60.65692627,-2.026160177,,,
0.3224,60.65623913,-2.027128345,,,
0.3225,60.65531198,-2.028190793,,,
0.3226,60.65420666,-2.029388122,,,
0.3227,60.65300168,-2.030666398,,,
0.3228,60.65173547,-2.031890129,,,
0.3229,60.65036647,-2.03290915,,,
0.323,60.64878421,-2.033636524,,,
0.3231,60.64686993,-2.034089377,,,
0.3232,60.64456787,-2.034370706,,,
0.3233,60.64191682,-2.03460854,,,
0.3234,60.63901789,-2.034893331,,,
0.3235,60.63596056,-2.035250113,,,
0.3236,60.6327613,-2.035654883,,,
0.3237,60.62936187,-2.036075337,,,
0.3238,60.62569317,-2.036503704,,,
0.3239,60.62176124,-2.036960285,,,
0.324,60.61768378,-2.037470238,,,
0.3241,60.61364984,-2.038035389,,,
0.3242,60.60981712,-2.038624221,,,
0.3243,60.60621444,-2.03918772,,,
0.3244,60.602718,-2.039689087,,,
0.3245,60.59912322,-2.040125821,,,
0.3246,60.59526943,-2.040529446,,,
0.3247,60.59113689,-2.040944993,,,
0.3248,60.58685273,-2.041406179,,,
0.3249,60.58260452,-2.041922937,,,
0.325,60.57852426,-2.042486372,,,
0.3251,60.5746265,-2.043082609,,,
0.3252,60.57084352,-2.04370193,,,
0.3253,60.56713943,-2.044336421,,,
0.3254,60.5636028,-2.044971329,,,
0.3255,60.56045564,-2.045581943,,,
0.3256,60.55795262,-2.046142983,,,
0.3257,60.55623235,-2.046645098,,,
0.3258,60.55522143,-2.047103903,,,
0.3259,60.55466311,-2.047549925,,,
0.326,60.55426036,-2.048002353,,,
0.3261,60.55384411,-2.048444877,,,
0.3262,60.55345526,-2.048824737,,,
0.3263,60.55328394,-2.049081565,,,
0.3264,60.55350501,-2.049190037,,,
0.3265,60.55412177,-2.049186651,,,
0.3266,60.55492729,-2.049158279,,,
0.3267,60.55561461,-2.049195961,,,
0.3268,60.55596431,-2.049344743,,,
0.3269,60.55598031,-2.049587884,,,
0.327,60.55587524,-2.049882318,,,
0.3271,60.55590671,-2.050224348,,,
0.3272,60.55617082,-2.050697269,,,
0.3273,60.55649472,-2.051457873,,,
0.3274,60.55651123,-2.052657134,,,
0.3275,60.55587971,-2.054338422,,,
0.3276,60.5545174,-2.05638025,,,
0.3277,60.55269152,-2.058528979,,,
0.3278,60.55090799,-2.060510758,,,
0.3279,60.54966202,-2.062158557,,,
0.328,60.54920538,-2.063476464,,,
0.3281,60.54947405,-2.064600189,,,
0.3282,60.55021533,-2.0656785,,,
0.3283,60.55122423,-2.066753385,,,
0.3284,60.55252782,-2.067720406,,,
0.3285,60.55439238,-2.068399019,,,
0.3286,60.55714608,-2.068668036,,,
0.3287,60.56093415,-2.068574316,,,
0.3288,60.56556977,-2.06833596,,,
0.3289,60.57058403,-2.068228213,,,
0.329,60.57545026,-2.06841915,,,
0.3291,60.57984509,-2.068860714,,,
0.3292,60.58379188,-2.069310371,,,
0.3293,60.58758661,-2.069476982,,,
0.3294,60.59157467,-2.069204332,,,
0.3295,60.59591319,-2.068579805,,,
0.3296,60.60046783,-2.067900796,,,
0.3297,60.60489999,-2.0675196,,,
0.3298,60.6088777,-2.067662788,,,
0.3299,60.61226973,-2.068335157,,,
0.33,60.61520103,-2.06936186,,,
0.3301,60.61794367,-2.070532812,,,
0.3302,60.62072471,-2.071749408,,,
0.3303,60.62358077,-2.073075708,,,
0.3304,60.62635075,-2.074661872,,,
0.3305,60.6288031,-2.076593147,,,
0.3306,60.63080741,-2.078767573,,,
0.3307,60.63243574,-2.08088779,,,
0.3308,60.6339352,-2.082579716,,,
0.3309,60.6355906,-2.083570347,,,
0.331,60.63757379,-2.083819683,,,
0.3311,60.63986898,-2.083530461,,,
0.3312,60.642309,-2.083034875,,,
0.3313,60.64468526,-2.082630913,,,
0.3314,60.64685396,-2.08246573,,,
0.3315,60.64877585,-2.082526554,,,
0.3316,60.65048037,-2.082728122,,,
0.3317,60.65199633,-2.083026737,,,
0.3318,60.65330645,-2.083480669,,,
0.3319,60.65435535,-2.084218381,,,
0.332,60.655096,-2.08534024,,,
0.3321,60.65553129,-2.08682318,,,
0.3322,60.65571569,-2.088494172,,,
0.3323,60.65571632,-2.090092555,,,
0.3324,60.6555653,-2.09138466,,,
0.3325,60.6552409,-2.092262575,,,
0.3326,60.65469005,-2.092771251,,,
0.3327,60.65387106,-2.093054738,,,
0.3328,60.6527792,-2.093261836,,,
0.3329,60.6514337,-2.093471384,,,
0.333,60.64983787,-2.093677752,,,
0.3331,60.64794974,-2.093834254,,,
0.3332,60.64569518,-2.093915887,,,
0.3333,60.64302297,-2.093955448,,,
0.3334,60.63996458,-2.094030607,,,
0.3335,60.63665095,-2.094215597,,,
0.3336,60.63326464,-2.094534465,,,
0.3337,60.62995171,-2.094948819,,,
0.3338,60.62674905,-2.095387074,,,
