Time/s,A/V
0.0000,-43.215427687737595
0.0001,-45.779621098554017
0.0002,-47.707981364772266
0.0003,-48.955457457436992
0.0004,-49.705408959568778
0.0005,-50.326020355194871
0.0006,-51.253332372732118
0.0007,-52.841640716296268
0.0008,-55.236619894876284
0.0009,-58.319606395499306
0.0010,-61.745245054003625
0.0011,-65.059294336436480
0.0012,-67.852797273035890
0.0013,-69.895237440550048
0.0014,-71.198102606020328
0.0015,-71.987860260282517
0.0016,-72.602580586573737
0.0017,-73.355240106707456
0.0018,-74.417810966243195
0.0019,-75.769635405304498
0.0020,-77.226178366366653
0.0021,-78.531587069363127
0.0022,-79.473912056643698
0.0023,-79.974997858484002
0.0024,-80.119999873049053
0.0025,-80.118087513530838
0.0026,-80.214598427893478
0.0027,-80.593727025074571
0.0028,-81.312370032747111
0.0029,-82.290172578605805
0.0030,-83.355516129649260
0.0031,-84.323412651858476
0.0032,-85.069179990395810
0.0033,-85.566104417418813
0.0034,-85.873456989631194
0.0035,-86.084634901208574
0.0036,-86.263182624357739
0.0037,-86.399024495618804
0.0038,-86.406609955363862
0.0039,-86.165947362847859
0.0040,-85.586357583626778
0.0041,-84.661077047847201
0.0042,-83.484171219428973
0.0043,-82.218333331127454
0.0044,-81.025427632008274
0.0045,-79.990452096208941
0.0046,-79.075021260637243
0.0047,-78.125372082382611
0.0048,-76.936509823116921
0.0049,-75.348387255415730
0.0050,-73.333385584444699
0.0051,-71.034758022695115
0.0052,-68.733897947358827
0.0053,-66.753357312838261
0.0054,-65.330513434796998
0.0055,-64.511668975322110
0.0056,-64.111261185840959
0.0057,-63.757020550093060
0.0058,-63.008504192966413
0.0059,-61.506834848960672
0.0060,-59.099865399044894
0.0061,-55.895225286205104
0.0062,-52.220835946952313
0.0063,-48.507850604753258
0.0064,-45.140521938393420
0.0065,-42.329497619860909
0.0066,-40.054859953239855
0.0067,-38.097187227993395
0.0068,-36.140467539972562
0.0069,-33.903670047379663
