0,93.2611791334824
0.0001,90.1627173815864
0.0002,86.5847759576044
0.0003,82.707896714176
0.0004,78.7250413268782
0.0005,74.7591995010085
0.0006,70.8409249351559
0.0007,66.9472271172869
0.0008,63.0585606094926
0.0009,59.1842764748936
0.001,55.3411729812393
0.0011,51.5138312420091
0.0012,47.6414954741914
0.0013,43.6512794683902
0.0014,39.513668226563
0.0015,35.2721639237178
0.0016,31.0166465235126
0.0017,26.8162442651011
0.0018,22.6639511774409
0.0019,18.4803141418473
0.002,14.1790336376882
0.0021,9.74787841130615
0.0022,5.28364329249474
0.0023,0.952557556476888
0.0024,-3.09750797823066
0.0025,-6.8122363811672
0.0026,-10.2448543624179
0.0027,-13.5080210946614
0.0028,-16.7071939956851
0.0029,-19.9056823774352
0.003,-23.1377735732545
0.0031,-26.442550491472
0.0032,-29.8748775181719
0.0033,-33.4746148335621
0.0034,-37.2183172429954
0.0035,-41.0010052705676
0.0036,-44.6769208594504
0.0037,-48.1409452665
0.0038,-51.3951870484006
0.0039,-54.5502030439245
0.004,-57.7559436633733
0.0041,-61.1090971199087
0.0042,-64.6006393723627
0.0043,-68.1365492666072
0.0044,-71.6101528598733
0.0045,-74.9690093992597
0.0046,-78.2292903065102
0.0047,-81.4359651980626
0.0048,-84.6097960163773
0.0049,-87.7279214763917
0.005,-90.7510356332028
0.0051,-93.6671094163511
0.0052,-96.5065982644446
0.0053,-99.310031351815
0.0054,-102.073436965334
0.0055,-104.721396962155
0.0056,-107.139135864459
0.0057,-109.247243140864
0.0058,-111.064284217024
0.0059,-112.706333721597
0.006,-114.317525197122
0.0061,-115.977580385688
0.0062,-117.650254496696
0.0063,-119.206526119331
0.0064,-120.501911735498
0.0065,-121.450942876953
0.0066,-122.050637169459
0.0067,-122.349106834665
0.0068,-122.397803868233
0.0069,-122.232206909393
0.007,-121.893126777177
0.0071,-121.459149302218
0.0072,-121.047051371878
0.0073,-120.764013437629
0.0074,-120.640557913203
0.0075,-120.597290534257
0.0076,-120.479002258034
0.0077,-120.13987604462
0.0078,-119.522817225098
0.0079,-118.677775720342
0.008,-117.708309206899
0.0081,-116.688397497606
0.0082,-115.6116001011
0.0083,-114.40700307092
0.0084,-113.003853275197
0.0085,-111.391254020635
0.0086,-109.627859847747
0.0087,-107.799963987325
0.0088,-105.967709587166
0.0089,-104.144551581016
0.009,-102.321728448338
0.0091,-100.507282602971
0.0092,-98.7351736749219
0.0093,-97.0270542585767
0.0094,-95.3347426210018
0.0095,-93.5160039408041
0.0096,-91.37687001609
0.0097,-88.7635570759374
0.0098,-85.645645311291
0.0099,-82.1335857518909
0.01,-78.4183284452277
0.0101,-74.6749686369636
0.0102,-70.9943418088067
0.0103,-67.3806076394492
0.0104,-63.8010730401233
0.0105,-60.2383780594879
0.0106,-56.7019960265515
0.0107,-53.1972142600245
0.0108,-49.6890327005927
0.0109,-46.102378377369
0.011,-42.3660528605762
0.0111,-38.465858647049
0.0112,-34.4594546826551
0.0113,-30.4343550653095
0.0114,-26.4381912163577
0.0115,-22.436973292375
0.0116,-18.3388462692326
0.0117,-14.0704746481214
0.0118,-9.65038124695572
0.0119,-5.20298933579491
0.012,-0.900166388398042
0.0121,3.12960653995939
0.0122,6.86211422188421
0.0123,10.371247577455
0.0124,13.7699703088649
0.0125,17.1486376573761
0.0126,20.5544136833866
0.0127,24.0147495679431
0.0128,27.5688048081691
0.0129,31.2665609838379
0.013,35.1288896626146
0.0131,39.103139885226
0.0132,43.0608687975538
0.0133,46.8544848586836
0.0134,50.4008936856612
