1PV_P_Bus1,2PV_P_Bus2,3PV_P_Bus3,1PV_Q_Bus1,2PV_Q_Bus2,3PV_Q_Bus3,1Line_Ps_FB1_TB2,2Line_Ps_FB1_TB3,3Line_Ps_FB2_TB4,4Line_Ps_FB3_TB4,1Line_Qs_FB1_TB2,2Line_Qs_FB1_TB3,3Line_Qs_FB2_TB4,4Line_Qs_FB3_TB4,Vm_Bus1,Vm_Bus2,Vm_Bus3,Vm_Bus4,Va_Bus1,Va_Bus2,Va_Bus3,Va_Bus4,1PV_Pmax_Bus1,2PV_Pmax_Bus2,3PV_Pmax_Bus3,Margin
179.17,121.23,159.48,194.49,4.9326,58.731,69.494,62.902,34.49,38.903,92.113,77.932,5.863,30.746,1.0275,0.97397,0.99414,0.96908,0,-0.025696,-0.017223,-0.038826,559.96,316.36,349.19,1.6544
31.887,62.193,61.965,-66.628,27.781,99.812,6.6138,9.5701,15.839,9.1096,-13.398,-54.898,-9.9298,15.588,0.97375,0.98,0.99381,0.98256,0,-0.0049116,-0.0079054,-0.011799,498.49,266.03,303.13,5.7936
196.34,78.105,152.62,188.25,80.681,-30.051,89.896,62.842,23.169,44.94,45.036,120.18,42.431,-9.1136,1.0284,0.99692,0.97909,0.97918,0,-0.039761,-0.014323,-0.045351,521.27,231.95,387.46,1.6629
237.79,114.95,47.965,-169.84,146.82,248.46,71.075,125.34,50.451,13.226,-65.258,-128.59,4.05,25.609,0.98224,1.0082,1.0208,1.0029,0,-0.042844,-0.056086,-0.061107,446.28,350.22,355.17,1.8778
165.11,42.524,142.65,41.119,63.17,78.59,85.56,44.193,9.0191,46.99,15.321,11.262,12.251,12.738,1.0237,1.0076,1.0164,1.0024,0,-0.040311,-0.014993,-0.042729,362.89,156.99,262.45,1.2276
8.6317,73.534,115.43,-94.459,54.48,126.85,4.8269,-16.14,11.326,20.245,-27.825,-71.231,-6.2626,15.803,0.98045,0.99419,1.0083,0.99569,0,-0.0053803,0.00070438,-0.010108,195.83,265.62,326.1,2.985
131.77,259.8,158.42,168.68,124.68,18.151,5.5992,70.703,78.699,9.3173,34.576,105.96,50.912,-4.7983,1.0225,1.0047,0.97779,0.97971,0,0.00065469,-0.01841,-0.025235,357.21,373.84,343.68,0.95149
63.905,52.271,35.601,-129.98,18.656,172.02,16.954,31.371,17.972,6.2127,-22.088,-110.89,-26.601,31.57,0.98767,0.99719,1.0264,1.0057,0,-0.010942,-0.019663,-0.019584,245.57,195.61,390.82,4.4983
208.52,271.29,33.08,-21.836,126.01,187.74,6.2276,150.37,103.67,-21.562,-8.6892,-40.333,16.677,26.231,0.99702,1.0008,1.0008,0.98676,0,-0.0040254,-0.059102,-0.041825,412.5,384.55,375.83,1.287
119.2,121.19,13.645,-135.36,177.97,85.148,14.189,79.002,49.075,-8.5689,-93.813,-52.362,37.13,-21.558,0.97437,1.0205,0.98825,1.0032,0,-0.016728,-0.034577,-0.031858,327.3,334.33,337.23,2.94
137.19,99.813,254.87,34.252,198.76,41.219,80.934,6.7716,13.607,65.249,-38.98,49.604,63.058,-22.439,1.0107,1.022,0.99171,0.99774,0,-0.043315,0.0011743,-0.043671,505.84,315.02,367.95,1.4071
55.971,135.1,224.13,-47.781,220.1,53.152,28.891,-14.652,22.797,43.759,-76.75,10.422,62.694,-30.047,0.98259,1.0184,0.97974,0.99353,0,-0.022302,0.0064683,-0.026066,290.84,312.55,372.26,1.3468
85.265,136.01,173,269.46,2.6605,-52.1,29.094,15.678,31.475,31.26,98.374,149.07,24.459,5.3438,1.03,0.9775,0.97335,0.96571,0,-0.0046884,0.0052617,-0.015161,555.8,251.66,285.81,1.7638
205.01,3.3783,220.62,-91.048,166.67,164.35,130.85,30.426,-11.581,80.145,-54.392,-59.546,26.708,7.0564,1.0057,1.0198,1.0253,1.0109,0,-0.069708,-0.015278,-0.063599,569.14,196.64,397.55,1.7006
198.82,64.237,66.155,66.953,108.43,-1.579,76.485,88.864,28.995,23.546,-6.909,58.906,39.579,-16.332,1.0057,1.0015,0.97693,0.9845,0,-0.038969,-0.02918,-0.046917,414.43,172.93,308.31,1.7138
69.2,150.44,189.24,-85.347,103.19,200.19,21.166,6.9527,32.791,32.645,-23.678,-79.253,2.1624,28.595,0.99718,1.007,1.0259,1.0038,0,-0.013006,-0.0083007,-0.024915,327.16,335.96,339.43,1.4455
138.79,29.321,80.953,49.442,-2.4214,71.555,65.258,48.357,9.9212,29.878,38.301,3.3415,-8.6156,23.199,1.0298,1.0043,1.0251,1.0067,0,-0.028059,-0.016805,-0.032344,526.6,235.84,289.64,3.2021
122.73,210.41,42.077,-60.741,188.15,75.858,-6.5911,91.409,76.327,-16.24,-67.712,-10.329,47.944,-19.139,0.97374,1.0089,0.97069,0.98531,0,-0.0035845,-0.036796,-0.028554,432.87,372.76,311.41,1.9704
219,99.775,192.14,-91.687,307.2,80.584,101.64,65.281,27.54,54.166,-117.71,-3.5084,84.232,-41.108,0.9768,1.0259,0.97315,0.99282,0,-0.063023,-0.025823,-0.066919,551.76,387.2,388.32,1.5921
195.06,22.446,224.41,127.97,59.202,62.436,122.58,27.539,-5.1423,75.801,48.237,56.171,19.029,16.927,1.0077,0.97058,0.98468,0.96365,0,-0.058205,-0.0061056,-0.054644,499.88,166.87,377.47,1.3551
130.33,165.01,11.505,57.438,119.44,-19.31,3.8702,95.436,64.836,-15.711,-17.823,63.156,45.497,-24.22,1.021,1.0294,0.99056,1.008,0,-0.0035693,-0.030453,-0.023545,565.63,355.87,243.5,2.7794
9.3194,47.116,206.12,-23.779,156.21,-1.6958,33.384,-50.538,-8.6293,50.751,-58.718,25.846,49.863,-32.429,0.98647,1.0128,0.9805,0.99491,0,-0.022781,0.021429,-0.015908,534.04,183.26,335.17,2.9834
169.1,206.98,148.22,75.852,23.105,195.77,34.757,81.555,63.654,20.326,67.878,-18.008,-12.553,56.239,1.0175,0.97963,1.0181,0.97956,0,-0.010691,-0.030585,-0.036343,500.16,386.55,275.65,1.2071
168.37,72.385,80.021,-102.72,122.86,147.74,63.534,72.202,27.022,24.126,-49.2,-68.071,13.375,8.5405,0.97792,0.9966,0.99814,0.98955,0,-0.037963,-0.032717,-0.047146,377.99,175.74,254.89,1.514
108.54,136.15,105.7,17.455,68.64,94.411,24.206,49.22,41.269,14.821,7.4756,-3.2492,10.88,14.097,1.0062,1,1.0038,0.99288,0,-0.011372,-0.018367,-0.026017,346.51,326.52,369.38,1.9659
42.557,105,101.7,77.931,96.175,-54.013,6.2188,11.244,26.649,13.261,-9.006,79.263,43.365,-27.939,1.0041,1.008,0.97341,0.98986,0,-0.0039955,0.001763,-0.010692,522.08,391.34,373.26,4.1389
66.506,88.895,86.113,-87.989,10.189,194.65,17.177,24.891,24.29,14.35,3.2392,-99.328,-28.863,43.449,0.98359,0.98015,1.0187,0.98924,0,-0.0086393,-0.016627,-0.020176,244.25,374.29,217.61,2.4614
12.438,71.158,135.51,-39.001,132.53,6.8578,11.793,-21.381,8.4611,26.642,-55.248,10.728,39.248,-27.06,0.98911,1.0158,0.98667,1.0006,0,-0.011473,0.0089687,-0.011692,408.6,205.21,319.95,3.2415
39.758,23.437,93.866,-16.895,136.41,-55.145,29.475,-5.6109,-0.43243,25.642,-60.989,41.773,49.996,-43.323,0.98687,1.0147,0.9714,0.99619,0,-0.02099,0.0054239,-0.017146,429.02,266.45,383.75,5.8677
146.41,198.59,105.45,-6.9642,138.67,113.05,20.109,81.068,65.637,6.4776,-21.223,-5.9549,30.663,4.6547,1.003,1.0116,0.99919,0.99538,0,-0.012101,-0.030537,-0.034081,308.43,315.84,375.56,1.2159
20.628,295.61,94.063,156.27,88.201,-19.375,-66.371,45.465,89.886,-24.196,33.505,103.15,41.932,-9.6823,1.0298,1.0198,0.98839,0.99773,0,0.035078,-0.0090648,0.0052843,266.63,396.29,266.75,1.2694
40.981,81.537,147.12,159.32,58.917,-82.684,22.918,-9.3519,13.164,29.892,29.323,119.48,40.173,-22.787,1.021,1.0041,0.97719,0.98811,0,-0.0083746,0.012409,-0.010293,231.03,245.79,334.47,2.0137
251.77,56.264,133.99,-44.704,254.43,42.818,116.53,89.992,22.488,48.104,-90.179,20.125,74.46,-38.714,0.98759,1.0212,0.9731,0.99201,0,-0.067316,-0.033279,-0.070097,591.95,209.25,302.31,1.4852
219.58,216.98,48.358,-17.767,162.92,126,32.125,138.38,84.582,-7.0417,-31.889,-10.628,36.544,2.5007,1.0093,1.022,1.003,1.0023,0,-0.018821,-0.051656,-0.046884,573.98,343.47,386.47,1.6771
214.97,55.406,185.31,-7.5906,187.89,72.733,112,56.8,12.467,60.41,-46.261,15.738,51.46,-15.296,1.0173,1.029,1.0073,1.0093,0,-0.05842,-0.019477,-0.059194,391.74,344.6,320.49,1.3192
75.608,63.633,83.805,77.796,82.484,-57.523,29.347,23.756,17.319,18.368,-5.4969,77.348,38.929,-26.543,1.0204,1.0202,0.98999,1.0046,0,-0.01474,-0.0030426,-0.018196,267.64,231.09,359.84,2.8471
59.843,114.53,9.2925,152.94,-82.75,12.225,-10.541,51.53,41.554,-12.272,93.674,53.9,-21.181,29.945,1.0267,0.98059,1.0031,0.98547,0,0.01468,-0.014713,-0.0029494,554.96,318.92,167.82,4.6611
115.84,156.44,5.9949,50.027,80.619,8.7526,-0.79032,88.553,61.243,-16.703,-2.1444,42.132,28.223,-9.7816,1.0023,1.0035,0.97985,0.98837,0,0.00018051,-0.030347,-0.020669,489.06,346.54,376.07,3.3405
76.203,40.171,66.158,160.31,-1.3103,-77.96,33.005,24.462,11.365,17.675,50.216,104.83,18.672,-10.367,1.0189,0.99032,0.97796,0.98241,0,-0.011455,-0.0012934,-0.01437,589.77,349.67,278.79,5.6558
108.07,36.543,117.53,103.57,13.55,12.659,58.587,22.975,6.057,35.825,42.486,51.708,8.266,8.4084,1.0002,0.97246,0.97904,0.96882,0,-0.025943,-0.0047931,-0.02768,589.67,289.94,289.63,3.4304
214.19,192.21,24.936,-0.038948,22.904,217.31,31.035,139.35,77.163,-8.1613,39.689,-61.81,-20.514,54.785,1.0174,0.99432,1.0297,0.99622,0,-0.011496,-0.0539,-0.04202,496.25,367.73,167.15,1.3836
85.517,200.77,175.79,101.42,30.405,120.13,8.9452,30.22,52.624,21.382,60.199,20.589,0.87207,35.885,1.0178,0.98651,1.008,0.98219,0,0.0015695,-0.0094623,-0.018567,318.97,361.48,378.25,1.2868
220.82,101.91,79.249,-71.782,87.466,206.17,74.891,105,40.537,23.592,-13.161,-79.516,-3.1569,33.745,0.97868,0.97774,1.0007,0.97585,0,-0.040843,-0.045945,-0.056894,535.54,236.46,255.03,1.5416
125.44,95.67,99.963,98.358,35.108,29.951,42.901,50.175,29.489,21.825,37.313,48.813,13.13,8.7193,1.0272,1.0044,1.0057,0.99732,0,-0.0173,-0.014547,-0.027274,429.23,336.52,206.02,2.0145
322.69,106.02,13.556,103.92,128.62,20.707,102.63,174.42,58.954,11.378,4.1914,72.705,46.127,-11.694,1.0261,1.0139,0.98628,0.99236,0,-0.049327,-0.05879,-0.067708,569.29,262.55,264.51,1.4765
79.808,61.251,37.226,-28.393,91.813,9.3358,21.726,40.145,22.375,6.1462,-37.385,6.4679,25.656,-18.253,1.0106,1.027,1.0053,1.016,0,-0.014189,-0.014224,-0.020333,401.48,341.18,150.41,3.9862
12.878,93.956,71.042,68.857,2.9668,2.4945,-9.3607,4.3743,24.13,4.3148,29.737,36.34,3.5824,4.3813,0.99252,0.97823,0.97845,0.97502,0,0.0079541,0.0011126,-0.0011769,279.89,375.1,244.29,4.044
78.753,38.684,83.726,-80.64,113.08,55.41,38.372,20.061,8.6441,23.501,-55.845,-29.337,23.116,-13.549,1.0044,1.0283,1.0137,1.0193,0,-0.024191,-0.0094765,-0.025616,535.2,194.69,361.66,4.386
232.24,36.356,281.64,65.922,162.21,92.718,146.32,30.065,-4.331,92.435,-3.7512,38.453,45.899,2.0311,0.99037,0.97727,0.9735,0.95995,0,-0.076653,-0.008628,-0.07129,518.95,240.5,395.55,1.0942
195.81,195.36,113.14,-4.2429,85.806,200.49,42.251,102.73,66.452,14.248,15.078,-44.381,2.3952,38.823,0.99757,0.98558,1.0064,0.97963,0,-0.020108,-0.041368,-0.045528,515.78,302.65,364.11,1.3334
111.2,78.136,266.77,-7.3836,78.567,180.95,78.347,-12.99,1.6265,71.503,12.413,-41.115,2.2372,34.916,0.99139,0.97697,1.0077,0.97599,0,-0.03948,0.0017706,-0.039939,509.15,228.37,396.71,1.4722
201.05,37.556,231.23,80.879,25.492,159.45,120.68,32.713,-1.4279,76.644,61.075,-4.8533,-7.6595,46.477,1.0189,0.97576,1.0183,0.97879,0,-0.05499,-0.012076,-0.055032,501.2,229.14,388.46,1.3752
43.354,179.7,239.55,60.339,66.286,122.47,12.41,-15.334,34.889,39.232,32.266,8.4967,9.9143,26.336,1.0278,1.0106,1.0259,1.0044,0,-0.0028813,0.0060099,-0.01494,203.77,363.89,358.47,0.99989
49.169,123.82,210.87,-52.134,107.8,144.84,26.267,-15.568,19.687,41.783,-22.968,-44.328,12.94,15.148,1.0098,1.0186,1.0271,1.0124,0,-0.015127,0.0023991,-0.021294,582.42,334.27,378.55,2.3471
14.009,140.11,137.81,-75.493,42.505,179.4,-9.3275,-6.0317,31.739,14.982,-4.8275,-81.169,-15.198,34.6,0.98185,0.98528,1.0126,0.98863,0,0.0043547,-0.0038261,-0.0089285,391.31,353.75,241.21,2.3641
100.72,192.57,118.3,35.327,40.327,143.82,5.3518,54.111,58.054,7.8842,34.736,-16.566,-3.4075,34.893,1.0152,0.99723,1.0173,0.99416,0,0.00080349,-0.020686,-0.021236,596.79,301.49,267.74,1.8089
2.4675,134.96,114.17,-15.049,14.787,119.4,-17.407,-5.3334,32.062,8.233,16.66,-38.73,-12.98,28.166,0.99755,0.99085,1.0123,0.99332,0,0.010579,-0.00089301,-0.002522,350.06,332.05,232.92,2.6229
53.319,102.59,17.081,-34.44,-4.3284,111.19,-7.1731,43.076,36.727,-9.0214,12.631,-49.908,-19.771,27.505,0.9831,0.97732,0.99862,0.98205,0,0.005091,-0.020111,-0.010679,241.4,396.36,358.14,4.7593
50.189,195.2,154.77,115.67,99.93,-0.9878,-8.0808,18.063,51.2,12.86,17.036,81.377,40.833,-10.157,1.0039,0.9961,0.97185,0.97682,0,0.0057941,-0.00067229,-0.010653,337.24,342.49,303.63,1.4519
71.653,79.177,73.705,-69.859,108.61,65.523,20.431,28.615,23.262,12.634,-47.867,-28.266,21.379,-8.8329,0.97128,0.99379,0.97988,0.98399,0,-0.015679,-0.013397,-0.022899,476.21,389.34,347.83,4.3761
19.366,97.789,80.901,16.889,96.688,-26.396,-5.596,5.0934,24.894,6.8397,-27.96,40.865,35.446,-25.229,0.98798,1.0027,0.97205,0.98761,0,-5.66E-06,0.0011976,-0.0066894,322.1,273.25,353.69,3.7794
114.41,117.53,98.451,78.023,148.7,-53.431,31.653,49.39,37.111,15.798,-26.054,90.342,61.206,-37.196,1.0093,1.0191,0.97157,0.99369,0,-0.01807,-0.011872,-0.027199,471.03,286.45,346.63,2.3307
41.711,159.56,220.88,-109.78,203.77,133.72,14.11,-14.916,30.13,37.406,-79.977,-48.911,42.244,-10.1,0.99044,1.0291,1.0098,1.0114,0,-0.014907,0.0019039,-0.022652,208.38,334.9,379.54,1.1849
135.29,91.314,176.85,-67.428,178.99,105.81,65.285,29.34,19.404,45.146,-60.624,-25.029,40.347,-9.6883,0.9902,1.0142,0.99739,0.99781,0,-0.038872,-0.012939,-0.043034,498.32,211.73,320.91,1.5388
139.89,79.476,167.19,-17.25,85.873,135.67,68.409,32.614,16.531,45.332,-3.5913,-29.838,8.9497,19.67,1.0124,1.0074,1.021,1.0028,0,-0.034164,-0.013888,-0.039591,389.15,269.19,376.03,1.6675
89.67,98.344,65.644,-19.852,107.52,33.024,20.145,44.055,32.26,8.3351,-33.752,6.4785,28.807,-13.537,0.99853,1.0135,0.99281,1.0004,0,-0.013403,-0.016044,-0.023122,350.96,277.84,222.5,2.3444
53.356,60.303,219.83,178.16,132.16,-128.14,51.071,-31.839,-1.2148,54.586,2.4913,158.98,72.838,-47.544,1.0299,1.0237,0.97314,0.99688,0,-0.024176,0.023638,-0.018415,308.65,355.65,346.93,2.0466
208.94,55.102,167.41,81.187,123.51,33.647,105.72,59.484,14.238,54.719,2.1488,57.539,41.168,-7.342,1.0164,1.0048,0.99064,0.98831,0,-0.05198,-0.017718,-0.054225,502.46,238.81,323.5,1.4593
30.502,98.754,93.498,-83.84,94.73,90.738,1.3346,6.7557,24.373,11.235,-43.737,-45.896,12.487,-0.52931,0.98366,1.0057,1.0004,0.99929,0,-0.0051477,-0.0060288,-0.013243,570.38,301.13,213.73,3.8251
67.193,37.752,124.97,-118.01,135.86,89.912,42.555,1.3069,2.147,34.565,-71.35,-53.945,23.77,-11.201,0.99489,1.0263,1.0148,1.0175,0,-0.028069,-0.0044625,-0.027137,253.73,309.32,238.29,2.4875
63.85,109.7,28.539,5.2134,3.7997,79.456,-2.6119,46.181,38.433,-6.0745,19.859,-18.669,-10.286,20.503,1.004,0.99421,1.0075,0.99518,0,0.0033293,-0.018359,-0.011895,444.89,255.48,208.34,3.4715
23.461,288.43,213.19,-97.89,174.15,217.39,-36.083,6.7595,73.864,10.194,-47.577,-76.097,22.941,20.209,0.97064,0.99876,0.99892,0.98459,0,0.013798,-0.0084409,-0.012407,547.54,394.77,326.6,1.399
85.608,80.857,44.89,-74.632,-16.322,190.16,18.622,45.527,27.977,5.85,16.191,-97.344,-36.298,48.154,0.98466,0.97439,1.0175,0.98605,0,-0.008076,-0.024145,-0.021723,480.45,375.88,251.58,4.2291
116.64,60.017,87.325,-136.77,206.03,64.949,48.332,41.29,18.497,23.611,-107.21,-41.078,48.781,-32.142,0.97596,1.0252,0.98841,1.006,0,-0.035178,-0.019096,-0.038326,529.55,281.31,348.37,3.3779
129.04,7.2763,34.118,-9.4142,60.218,20.766,58.512,53.251,7.8687,19.331,-17.325,4.5565,14.812,-7.6273,0.98295,0.98584,0.97717,0.97963,0,-0.032241,-0.02027,-0.034129,429.16,254.76,205.99,4.2036
277.48,134.44,74.385,59.585,65.376,150.2,86.784,141.18,56.264,21.323,36.09,-3.1941,5.683,33.299,1.0163,0.98941,1.0071,0.98301,0,-0.039876,-0.05156,-0.060961,440.58,282.75,374.22,1.2553
68.65,20.214,77.627,-121.87,96.744,92.433,38.465,13.214,2.1253,24.409,-60.03,-64.954,9.8585,-3.9453,0.99895,1.0251,1.0219,1.0213,0,-0.024857,-0.009556,-0.024911,577.51,209.75,283.5,5.3872
50.213,149.25,163.21,182.33,19.066,-7.6866,8.3008,5.1839,34.421,23.484,68.372,97.472,18.552,8.0897,1.0131,0.9776,0.97626,0.96786,0,0.0027529,0.0053929,-0.0093186,386.77,398.54,374.31,2.1929
80.559,122.27,48.984,7.047,93.627,20.174,5.0732,50.216,41.773,-1.4544,-21.052,20.597,27.858,-12.313,0.98648,0.99669,0.97484,0.98306,0,-0.0047641,-0.017829,-0.018505,385.37,298.05,369.47,3.1657
79.677,201.81,82.42,-160.09,133.45,222.24,-13.595,56.258,64.824,-6.7358,-60.706,-117,3.7537,22.606,0.97923,1.0114,1.0187,1.0053,0,0.00072307,-0.029722,-0.02272,591.89,386.08,345.54,2.6166
47.164,28.499,195.63,82.717,-7.1156,58.212,52.904,-33.083,-10.735,54.19,50.587,23.018,-5.7666,23.378,1.024,0.99338,1.018,0.99634,0,-0.021185,0.01345,-0.017584,407.28,308.4,320.88,2.8147
268.15,60.176,188.13,160.56,121.87,17.508,133.41,81.92,18.269,64.122,30.541,99.347,47.998,-4.9277,1.0147,0.98578,0.97127,0.96606,0,-0.064171,-0.023411,-0.067552,599.92,339.15,306.45,1.4052
100.83,54.315,140.46,19.917,136.54,-6.1612,55.269,15.804,9.1348,38.22,-35.274,44.253,46.613,-26.21,0.99113,1.0034,0.97314,0.98525,0,-0.031597,-0.0026764,-0.031521,455,334.33,256.91,2.526
6.9864,236.69,269.78,105.85,104.35,73.308,-14.213,-30.257,47.996,34.236,27.97,54.217,32.408,9.4435,1.0113,0.9987,0.99344,0.98291,0,0.0098903,0.015224,-0.0058382,285.89,396.2,397.51,1.0993
177.1,98.957,172.14,65.349,35.011,145.12,78.369,53.545,25.022,46.697,48.751,-4.4334,-3.5458,38.829,1.0249,0.99265,1.0226,0.9921,0,-0.033983,-0.01932,-0.043702,450.13,390.22,361.53,1.6746
202.67,138.84,93.239,30.268,95.484,111.64,59.409,99.38,50.618,18.869,7.0756,2.6039,18.72,14.939,1.005,0.99544,0.99665,0.98459,0,-0.029215,-0.036721,-0.047004,363.72,273.63,246.42,1.0289
101.09,30.685,108.95,-93.542,170.74,39.496,55.795,20.834,4.5586,33.922,-83.149,-18.857,43.544,-29.245,0.98925,1.0254,0.99477,1.0091,0,-0.036012,-0.0093031,-0.034516,594.88,201.87,308.36,3.5579
98.946,61.386,92.616,6.3538,19.605,93.161,41.137,32.41,16.563,23.912,18.3,-19.043,-6.6675,21.579,1.0194,1.0062,1.024,1.0075,0,-0.018408,-0.012908,-0.024976,260.47,244.63,207.63,1.8131
82.476,171.94,19.001,77.576,-11.52,68.893,-17.254,72.154,61.807,-18.028,52.322,15.964,-8.8859,26.573,1.0263,1.002,1.0152,1.0007,0,0.013597,-0.024619,-0.0099944,362.98,301.76,280.34,2.454
67.625,226.09,78.751,-227.88,194.46,240.04,-26.746,55.971,73.07,-13.806,-105.43,-143.85,16.432,10.603,0.97104,1.0271,1.0207,1.0157,0,0.0028317,-0.031826,-0.022051,245.46,372.25,268.9,1.387
15.482,43.404,138.89,23.764,-37.625,100.76,22.505,-26.909,-1.2485,32.953,45.349,-25.597,-25.674,35.804,1.0104,0.98514,1.0217,0.99489,0,-0.0067896,0.0078487,-0.0082674,577.26,207.68,398.7,4.9402
98.236,102.85,150.87,-9.3425,142.54,50.713,40.798,22.129,23.984,32.382,-36.709,13.42,39.439,-13.672,0.98228,0.99685,0.97548,0.98018,0,-0.024788,-0.0075473,-0.030912,376,235.82,291.07,1.5545
81.576,112.4,91.2,-24.605,87.716,75.629,17.669,35.332,33.123,12.518,-20.028,-13.483,16.449,1.6479,1.0076,1.0158,1.0099,1.0073,0,-0.010678,-0.013904,-0.021522,500.6,222.34,327.32,2.6542
99.784,184.54,73.02,-63.633,40.525,213.57,-2.391,66.137,60.999,-3.7688,7.7547,-86.956,-18.882,45.625,0.98112,0.97736,1.0087,0.97991,0,0.0020738,-0.03141,-0.02309,388.93,397.81,207.82,1.7744
274.36,71.54,91.834,8.9187,145.25,91.15,110.69,118.99,33.587,36.192,-23.058,8.0376,35.775,-1.7491,0.99894,0.99941,0.987,0.98344,0,-0.058241,-0.044298,-0.06824,496.06,319.85,328.62,1.6111
54.788,40.015,169.52,-114.93,127.87,116.58,46.12,-18.098,-3.6405,45.885,-61.865,-62.494,18.239,-2.0465,0.99488,1.0213,1.0193,1.0149,0,-0.029033,0.0020469,-0.026415,259.96,153.63,343.89,1.8621
57.239,72.648,47.829,112.35,-108.99,74.86,10.366,28.721,22.531,5.8964,99.287,8.6539,-40.894,49.398,1.026,0.97485,1.0208,0.98866,0,0.004809,-0.0095846,-0.0070485,502.87,273.5,256.61,4.8111
35.32,55.704,177.38,29.478,127.23,-25.281,35.467,-27.134,0.058972,42.978,-32.494,53.399,46.764,-29.393,1.0127,1.0253,0.99494,1.0082,0,-0.020376,0.013966,-0.017027,546.82,321.61,342.46,3.4884
183.94,189.97,89.357,32.457,53.563,168.95,33.879,103.37,66.594,7.5448,33.981,-23.516,-2.1082,38.939,1.0175,0.99702,1.0185,0.99282,0,-0.013445,-0.038805,-0.038632,443.4,359.81,281.14,1.3336
220.8,54.967,147.87,105.87,13.215,116.65,105.14,72.559,16.135,51.521,65.728,18.142,-5.0121,38.253,1.0171,0.97306,1.0051,0.97374,0,-0.046841,-0.025082,-0.053569,376.88,271.67,300.26,1.2401
172.08,60.124,187.5,166.44,24.64,41.735,92.78,36.63,10.316,56.706,70.625,74.293,12.634,20.186,1.0217,0.97659,0.99149,0.97097,0,-0.039718,-0.0079864,-0.042772,399.53,336.88,348.94,1.5857
65.662,124.69,10.723,78.563,-35.642,46.113,-10.775,56.13,45.589,-13.417,55.558,18.454,-14.373,24.56,1.0251,0.99848,1.0143,1.0004,0,0.01079,-0.018758,-0.0072593,423.35,266.94,114.07,2.9852
92.966,65.883,32.136,-19.379,89.755,12.363,24.6,49.137,25.583,4.9622,-32.521,9.2733,25.365,-16.193,0.9887,1.0027,0.98148,0.99132,0,-0.015821,-0.018125,-0.023493,592.22,197.83,254.3,4.4134
196.53,188.47,138.35,120.38,11.689,163.8,49.759,93.878,60.457,23.273,82.718,10.634,-9.5728,52.986,1.0265,0.97984,1.0158,0.97888,0,-0.01662,-0.032735,-0.040813,397.76,399.62,332.3,1.1558
7.4833,135.98,101.54,-35.446,119.65,32.569,-18.191,1.0999,34.44,4.7934,-43.992,1.4242,31.884,-16.988,0.97226,0.99671,0.97163,0.98211,0,0.004872,-0.00032078,-0.0057887,597.35,293.84,391.6,4.1865
121.79,75.452,47.642,-4.1515,-25.911,148.36,35.846,61.193,28.218,10.976,39.975,-52.097,-29.51,44.438,1.006,0.98207,1.0207,0.99109,0,-0.014196,-0.02595,-0.027239,460.57,334.95,261.83,3.3052
48.095,267.52,153.14,-82.248,66.844,277.66,-32.754,33.61,75.786,-0.65573,5.4176,-110.77,-19.054,57.663,0.97189,0.97248,1.011,0.97397,0,0.018045,-0.021126,-0.013223,327.38,388.34,291.9,1.1463
17.671,140.15,249.89,128.06,61.633,28.73,16.893,-40.224,18.638,46.612,40.569,69.831,24.938,6.1312,1.0227,1.0008,0.99998,0.99006,0,-0.0043118,0.019719,-0.0094334,403.42,325.77,384.7,1.7243
99.513,100.62,96.658,25.415,54.39,65.585,29.921,39.841,29.659,17.834,9.1476,6.7763,10.01,9.1051,1.0258,1.0183,1.0204,1.0125,0,-0.01355,-0.013676,-0.023527,426.67,230.71,296.21,2.1958
277.14,46.067,165.16,-9.0636,245.92,45.127,137.1,90.077,17.135,60.868,-72.355,34.727,73.836,-33.425,1.0034,1.0258,0.98366,0.99736,0,-0.074295,-0.03133,-0.075148,444.94,174.56,274.99,0.8302
69.454,29.554,136.16,43.942,-27.862,95.223,48.564,-2.7894,-1.8009,39.477,49.443,-12.249,-20.282,34.342,1.0091,0.97906,1.0138,0.98689,0,-0.019715,0.00012214,-0.020585,521.01,277.55,392.88,4.0419
96.361,1.7466,154.79,85.693,41.867,-2.5306,73.185,-2.4067,-10.96,51.424,22.702,54.096,18.623,-2.4315,0.99758,0.97848,0.97735,0.97221,0,-0.035441,0.0050522,-0.029696,287.26,162.69,263.6,1.8218
35.421,242.84,50.343,-25.972,163.36,35.111,-51.577,53.899,79.485,-26.767,-53.462,14.134,47.134,-22.876,0.98705,1.0192,0.97761,0.99587,0,0.020468,-0.019687,-0.005205,578.65,364.33,231.56,2.552
18.358,162.32,260.95,20.993,138.59,79.705,12.415,-38.251,24.696,46.085,-16.681,18.608,37.234,-2.2416,0.98369,0.99096,0.97954,0.97498,0,-0.0081478,0.016206,-0.014784,479.61,349.95,389.25,1.744
261.14,108.93,5.035,74.147,-27.945,162.41,72.224,150.38,54.092,5.7163,74.41,-20.917,-26.378,54.746,1.0242,0.97942,1.0209,0.98532,0,-0.02879,-0.055016,-0.051679,451,264.75,237.55,1.5444
35.112,52.887,73.427,179.97,-30.795,-80.985,13.37,5.0643,11.603,14.026,67.091,108.66,10.296,-4.2203,1.0225,0.98744,0.98175,0.98267,0,4.20E-05,0.0061882,-0.0036154,562.54,313.73,254.58,5.9974
