1PV_P_Bus1,2PV_P_Bus2,3PV_P_Bus3,1PV_Q_Bus1,2PV_Q_Bus2,3PV_Q_Bus3,1Line_Ps_FB1_TB2,2Line_Ps_FB1_TB3,3Line_Ps_FB2_TB4,4Line_Ps_FB3_TB4,1Line_Qs_FB1_TB2,2Line_Qs_FB1_TB3,3Line_Qs_FB2_TB4,4Line_Qs_FB3_TB4,Vm_Bus1,Vm_Bus2,Vm_Bus3,Vm_Bus4,Va_Bus1,Va_Bus2,Va_Bus3,Va_Bus4,1PV_Pmax_Bus1,2PV_Pmax_Bus2,3PV_Pmax_Bus3,Margin
0.91939,146.25,83.679,65.866,71.693,-30.299,-28.305,6.0196,39.524,-2.5668,-0.63441,60.384,30.98,-17.712,1.0067,1.0098,0.9836,0.99536,0,0.01397,0.0022824,0.001639,364.86,323.6,275.68,3.1659
123.7,159.33,34.085,-54.19,128.39,88.895,7.9599,83.75,59.592,-8.8656,-43.047,-23.73,26.505,-4.5424,0.98908,1.01,0.9917,0.99576,0,-0.0083702,-0.03357,-0.028448,482.54,378.59,374.43,2.8816
80.487,173.69,161.25,-88.952,109.92,203.23,12.436,26.283,45.081,21.392,-26.798,-80.744,3.8463,28.026,0.97378,0.98631,1.0022,0.98144,0,-0.0093449,-0.016183,-0.026373,554.15,292.44,304.62,1.7478
22.602,77.215,75.234,-106.07,198.09,-13.914,1.2012,3.4817,18.781,9.2446,-108.52,-2.4105,58.584,-50.164,0.97528,1.0299,0.97594,1.0071,0,-0.011522,-0.0015494,-0.01405,574.01,326.81,230.58,5.4482
53.177,148.47,223.04,160.84,128.71,-56.293,23.259,-13.004,27.793,40.171,13.321,127.27,61.137,-27.632,1.0226,1.0136,0.97609,0.98882,0,-0.01001,0.014347,-0.01578,331.32,293.59,357.46,1.3115
319.58,110.98,37.045,-161.68,243.29,192.36,104.92,165.99,57.42,16.758,-105.6,-87.9,43.014,-6.6007,0.98446,1.027,1.005,1.007,0,-0.062893,-0.069085,-0.080448,579.49,214.95,330.98,1.4028
103.96,194.04,67.391,-65.566,78.914,180.84,-4.5926,71.75,65.452,-6.9619,-12.188,-69.117,-2.1532,29.352,0.98025,0.98699,1.0008,0.98285,0,0.0011191,-0.032459,-0.024147,408.34,309.43,200.55,1.5031
156.3,137.87,74.406,-76.775,202.92,71.861,37.471,81.491,50.049,8.8719,-79.998,-13.89,51.82,-24.48,0.98413,1.0207,0.98322,0.99785,0,-0.026851,-0.032403,-0.04134,540.99,308.16,228.96,1.9077
139.68,150.92,53.348,14.513,105.64,59.585,21.242,83.826,55.352,-0.31944,-13.643,14.152,27.661,-2.8115,0.99039,0.99517,0.97869,0.98056,0,-0.01226,-0.031087,-0.031249,547.08,363.8,273.97,2.4228
27.191,68.174,148.71,-55.487,10.155,162.75,21.248,-18.625,6.6731,32.424,10.216,-73.254,-22.525,37.507,0.98157,0.97409,1.0104,0.98216,0,-0.01012,0.0014822,-0.014468,453.34,206.98,356.26,3.1422
165.56,87.096,127.71,-22.608,104.21,120.62,68.164,59.062,26.009,34.805,-15.211,-23.975,16.547,11.574,0.99505,0.99585,0.99959,0.98768,0,-0.036225,-0.023887,-0.044808,382.46,314.16,381.17,1.8267
196.21,62.893,274.86,-0.08919,261.28,47.014,121.93,20.176,3.2947,82.308,-72.186,42.985,80.494,-34.372,1.0028,1.0266,0.98518,0.99672,0,-0.066823,-0.004355,-0.062159,535.09,301.8,383.1,1.2794
87.569,86.507,177.13,-16.808,94.345,102.53,46.908,5.4649,14.047,42.195,-13.054,-16.789,16.038,8.8064,1.0166,1.0184,1.0223,1.0115,0,-0.024109,-0.0031595,-0.028021,415.71,342.24,285.22,1.9575
233.9,62.936,143.4,-55.296,147.85,152.4,107.39,81.75,20.747,49.517,-36.522,-41.84,24.511,9.7817,0.99181,0.99945,1.0013,0.9887,0,-0.058351,-0.033765,-0.064313,407.31,388.43,387.21,1.6869
356.35,2.8041,91.563,-74.25,252.38,90.961,167.27,141.95,16.884,54.658,-93.309,-13.146,64.071,-27.841,0.97765,1.0081,0.97182,0.98287,0,-0.095239,-0.056639,-0.09676,550.09,285.41,237.23,1.3865
76.538,240.26,69.886,-154.4,148.56,216.26,-29.593,66.829,79.478,-17.699,-64.302,-109.2,9.9667,18.97,0.98377,1.0192,1.0194,1.0097,0,0.0083929,-0.032907,-0.019618,323.25,343.43,356.41,1.6468
57.495,157.14,198.81,-26.924,28.211,221.82,16.089,-0.083983,32.929,33.353,29.221,-74.069,-21.314,53.625,0.99459,0.97797,1.022,0.98357,0,-0.0052999,-0.0053987,-0.019685,222.42,261.52,324.54,0.95374
155.31,171.39,27.737,83.707,137.51,-31.678,15.752,103.64,67.025,-10.306,-15.905,83.612,55.222,-28.865,1.0206,1.0269,0.98182,1.0017,0,-0.009107,-0.03226,-0.029345,375.57,390.73,221.86,1.7871
101.53,56.818,133.2,165.9,27.126,-43.511,52.954,18.906,10.883,35.625,50.927,102.74,24.447,-5.0546,1.0226,0.99178,0.98307,0.98173,0,-0.021239,0.00061847,-0.023526,266.9,292.88,253.16,1.792
74.879,158.02,231.46,-136.27,199.64,192.72,30.333,-2.3338,30.591,43.644,-77.388,-81.644,31.673,4.784,0.97942,1.0155,1.0102,1.0016,0,-0.023234,-0.005271,-0.032101,444.64,276.42,359.35,1.3148
80.627,19.905,149.55,-111.61,91.557,142.84,58.693,-3.4477,-6.2646,46.216,-43.481,-77.295,3.0471,12.18,0.97649,0.99278,1.0058,0.99211,0,-0.03505,-0.0045579,-0.032454,487.96,274.28,381.24,3.5552
114.22,177.31,111.83,-12.493,154.01,74.566,15.211,58.537,55.399,9.1977,-36.57,6.832,40.2,-9.2692,0.98429,1.0014,0.97725,0.98209,0,-0.011527,-0.02211,-0.029437,470.92,368.38,394.41,2.0434
98.617,275.61,147.01,74.051,133.76,80.734,-15.446,61.826,82.978,0.56029,7.3499,42.631,39.146,3.6947,1.0199,1.0178,0.99961,0.99717,0,0.0082145,-0.019444,-0.019328,343.56,395.73,351.38,1.0883
271.89,187.92,43.854,134.12,14.914,140.87,59.894,160.54,77.075,3.2981,80.683,24.318,-4.588,46.061,1.0265,0.97986,1.0058,0.97573,0,-0.021903,-0.05611,-0.052253,584.72,397.02,230.57,1.3999
165.59,72.277,155.26,121.23,24.41,68.009,78.909,46.881,17.585,45.234,58.17,44.449,6.2378,23.76,1.0096,0.97192,0.98957,0.96817,0,-0.034541,-0.01414,-0.040999,478.83,340.61,390.2,2.0685
25.917,235.96,200.24,126.93,106.73,17.767,-21.359,0.8681,57.587,16.395,23.792,82.433,41.515,-5.086,1.0288,1.0192,0.99843,0.99958,0,0.01256,0.0056651,-0.0054324,368.85,346.83,308.39,1.2102
70.887,193.39,158.91,-56.795,81.308,204.06,1.6539,26.778,51.351,16.43,-3.9136,-71.432,-3.4672,36.395,0.97917,0.98102,1.004,0.97843,0,-0.0012794,-0.015547,-0.02145,469.71,345.83,325.55,1.681
58.48,192.84,82.96,-37.047,-26.653,241.79,-20.08,44.79,59.486,-5.8335,46.473,-97.915,-43.164,68.417,0.99696,0.9752,1.0297,0.98708,0,0.01524,-0.023339,-0.011092,547.12,377.38,372.09,2.8669
117.61,89.76,124.05,17.132,25.012,126.84,46.455,37.864,23.604,29.447,28.283,-23.435,-8.1004,31.124,1.0204,1.0016,1.0262,1.0029,0,-0.02011,-0.015119,-0.029452,595.55,385.2,380.4,3.079
152.95,129.38,93.696,-163.13,159.36,206.7,41.91,72.668,43.747,16.171,-73.73,-108.34,13.914,13.005,0.99066,1.0234,1.0253,1.0152,0,-0.028184,-0.034566,-0.04285,303.21,322.45,237.89,1.2966
180.86,133.59,51.861,-101.97,192.3,108.36,43.946,99.623,53.112,5.3436,-79.779,-40.405,41.725,-14.755,0.9737,1.0099,0.98151,0.99037,0,-0.030726,-0.041938,-0.047372,494.68,394.7,374.35,2.442
95.329,143.51,146.9,51.818,-33.118,188.72,24.625,31.881,37.11,24.736,74.603,-39.524,-32.723,62.56,1.0149,0.97448,1.027,0.9841,0,-0.0049245,-0.014204,-0.021862,450.7,333.52,313.47,1.8365
66.107,160.06,5.4957,106.73,12.414,-7.8431,-23.1,65.747,58.345,-21.295,39.665,59.596,11.077,2.8208,1.0028,0.98495,0.97537,0.97631,0,0.015846,-0.020466,-0.0058673,488.81,325.87,209.72,3.4072
248.31,72.578,88.762,214.85,52.442,-34.613,98.805,107.2,32.604,32.501,62.959,127.24,34.928,-3.6037,1.028,0.98646,0.97259,0.97068,0,-0.042841,-0.030408,-0.052789,495.41,317.48,221.69,1.5256
67.812,105.5,62.552,1.0795,-7.1052,117.23,7.5927,36.542,32.98,4.7991,29.743,-35.212,-18.85,32.906,0.98932,0.97322,0.99977,0.9779,0,-0.0008522,-0.016396,-0.015219,360.74,389.72,258.5,3.2642
207.08,67.553,39.501,143.83,-11.418,33.512,71.906,102.97,32.857,17.142,70.629,57.991,-0.29422,21.657,1.0284,0.98576,0.99954,0.98338,0,-0.028708,-0.033063,-0.041339,463.19,222.71,251.03,1.9792
96.713,149.75,155.1,149.25,48.935,16.946,25.719,30.517,39.075,25.119,50.893,80.592,23.333,6.9124,1.0265,0.9985,0.9945,0.98681,0,-0.0076278,-0.005238,-0.020615,395.41,362.08,337.14,1.7192
265.48,157.31,74.313,-128.42,143.52,270.23,74.439,140.11,63.46,15.737,-42.171,-115.75,3.746,36.031,0.99008,1.0039,1.0226,0.99779,0,-0.042042,-0.060034,-0.065332,484.64,314.14,193.08,0.99031
98.207,139.16,240.84,-99.629,199.93,163.16,48.227,1.8414,24.845,51.687,-68.28,-54.123,38.222,-0.17754,0.9911,1.0206,1.0111,1.0047,0,-0.030855,-0.0047076,-0.037091,330.32,269.01,384.75,1.0526
15.57,53.65,112.92,-188.38,105.75,163.49,13.092,-16.39,5.1019,23.802,-76.205,-118.42,-0.78793,8.1431,0.98362,1.0207,1.0287,1.0206,0,-0.014242,-0.0026944,-0.01612,593.32,337.19,362.15,6.0805
158.1,227.08,156.02,-52.887,153.95,202.33,26.485,77.223,69.734,16.902,-26.035,-53.495,21.613,23.153,0.98511,0.99569,0.99939,0.98229,0,-0.016291,-0.033232,-0.041168,519.87,337.76,381.58,1.2762
79.1,19.24,70.771,2.9639,88.803,-23.862,42.134,19.929,3.9068,23.165,-30.677,31.522,31.116,-24.345,1.0131,1.0242,0.99998,1.0125,0,-0.023454,-0.0049989,-0.02262,553.8,297.06,372.27,6.1919
30.774,82.096,105.62,-117.12,91.763,124.88,9.1762,-0.50844,17.092,17.785,-49.537,-73.702,4.7421,6.5136,0.98881,1.0129,1.0162,1.0099,0,-0.0096157,-0.0052766,-0.015486,268.1,190.15,334.52,2.6212
51.331,63.741,54.92,-0.98778,54.707,14.528,12.85,21.457,18.802,8.4052,-12.994,10.116,14.597,-7.6247,0.99019,0.99549,0.98475,0.9886,0,-0.0079017,-0.0074126,-0.013903,302.82,193.37,330.2,3.8415
267.59,229.29,31.564,80.93,132.08,91.444,43.727,170.09,93.985,-9.5634,10.121,40.917,37.986,6.2518,1.0061,0.99657,0.97795,0.97511,0,-0.02096,-0.061244,-0.054029,432.09,364.41,237.23,0.95561
143.06,251.23,76.612,97.47,156.32,8.0592,-4.4245,99.981,87.016,-11.578,-7.1011,81.728,57.822,-19.462,1.0238,1.0277,0.98606,1.0001,0,0.0014371,-0.030814,-0.025868,464.52,390.84,313.43,1.4761
9.7786,61.27,154.49,35.102,28.861,40.361,17.966,-30.784,2.6267,33.49,15.625,13.801,5.4526,7.537,0.98391,0.97399,0.98101,0.9717,0,-0.0078001,0.012929,-0.0084032,445.32,397.66,295.6,4.0224
176.15,139.2,62.556,-92.402,235.23,64.96,43.009,94.654,53.751,6.6324,-98.676,-12.998,62.266,-33.466,0.97306,1.0188,0.97079,0.9917,0,-0.031929,-0.038307,-0.047128,367.92,310.7,372.67,1.7822
138.78,79.665,257.13,-188.31,225.66,233.8,86.447,3.7362,4.6804,71.209,-99.414,-116.17,31.225,6.8682,0.97549,1.0171,1.0186,1.0053,0,-0.054058,-0.010109,-0.053486,451.17,215.12,384.88,1.2035
91.472,77.969,16.556,149.83,-67.33,0.80649,15.914,56.476,30.702,-1.0865,84.761,59.61,-14.705,23.445,1.0232,0.97881,0.99705,0.98206,0,0.00054514,-0.016239,-0.012476,460.4,328.1,265.72,4.6694
270.14,23.437,38.692,-91.684,170.72,103.95,112.73,122.96,23.372,29.382,-70.616,-40.444,34.827,-11.621,0.9795,1.004,0.98551,0.98922,0,-0.065073,-0.050525,-0.071215,480.57,224.05,381.21,2.2708
25.36,79.231,244.53,-66.095,66.788,183.55,37.522,-47.306,-1.5916,57.526,-8.0555,-72.621,-6.2829,32.092,0.98067,0.98095,1.0114,0.98346,0,-0.020504,0.012287,-0.020376,526.04,263.88,375.12,2.3162
148.86,162.8,149.03,110.28,64.57,77.476,41.643,60.864,47.911,25.786,43.125,45.77,18.371,18.062,1.016,0.99006,0.99451,0.97949,0,-0.016531,-0.019033,-0.033498,487.17,365.68,279.22,1.4455
59.61,112.14,133.65,139.17,-3.8502,19.709,17.678,11.107,26.041,22.758,64.414,63.11,4.0689,16.515,1.0206,0.98642,0.9965,0.98291,0,-0.0023829,0.00056102,-0.012061,509.2,285.41,336.71,2.6854
178.99,90.415,63.341,-96.509,172.99,100.65,59.223,85.876,36.582,16.488,-72.841,-39.546,36.456,-12.976,0.97067,1.0019,0.97921,0.98551,0,-0.038267,-0.036716,-0.049298,455.2,327.81,386.06,2.5064
58.455,142.51,65.623,7.1941,77.422,42.685,-7.0302,38.79,44.851,-2.1585,-10.647,10.214,19.44,-3.0169,1.0114,1.0174,1.0048,1.007,0,0.0023973,-0.01345,-0.012474,281.87,294.8,332.55,2.4031
204.08,177.76,72.868,159.8,12.765,83.022,42.161,115.67,65.597,6.9935,80.306,55.292,3.5531,32.793,1.0172,0.9721,0.98804,0.96569,0,-0.01328,-0.038722,-0.038994,497.89,349.44,216.16,1.3317
61.202,141.64,134.09,-2.8446,20.693,156.36,8.7872,18.654,35.978,18.012,27.757,-43.342,-14.345,38.69,0.98702,0.97179,1.0019,0.97453,0,-0.0016922,-0.010283,-0.016953,269.13,320.47,334.6,1.7382
39.848,71.475,74.351,49.071,-12.527,40.473,9.6801,11.548,18.024,11.687,34.933,11.467,-7.9856,16.244,1.0173,0.99883,1.0123,1.0005,0,-0.0013265,-0.0033418,-0.0086313,504.1,330.76,322.71,5.1958
166.63,68.196,249.6,1.0113,91.69,178.63,100.7,17.107,4.3387,73.269,11.161,-34.102,7.2326,32.738,0.99515,0.97912,1.0066,0.97604,0,-0.050946,-0.0088894,-0.052071,504.71,260.56,361.06,1.3147
37.162,107.35,39.797,-13.76,-40.162,133.95,-10.543,29.137,34.263,-4.7064,37.679,-55.05,-33.272,42.391,0.99429,0.97604,1.0126,0.98607,0,0.0093989,-0.01484,-0.0064199,528.79,282.18,311.06,5.0587
343.98,15.236,46.904,-37.002,126.03,146.07,146.7,154.97,24.224,40.171,-25.725,-38.279,18.273,12.563,0.98015,0.97828,0.98292,0.96944,0,-0.079898,-0.062837,-0.087964,575.63,224.68,328,1.7787
16.299,88.002,124.3,-55.448,155.02,8.0456,5.6535,-12.38,15.896,20.722,-68.961,6.9408,45.432,-32.064,0.9794,1.0138,0.9777,0.99577,0,-0.0098887,0.0053494,-0.012393,591.6,374.26,391.03,4.897
184.3,12.278,39.813,-106.07,149.52,73.99,81.062,78.873,13.002,24.59,-75.09,-41.314,30.712,-17.174,0.97984,1.0097,0.9895,0.99738,0,-0.048979,-0.033442,-0.051509,558.88,217.69,226.64,3.2284
109.99,245.07,98.991,-198.72,194.81,260.21,-11.109,74.7,80.006,-7.5941,-88.883,-135.4,16.734,18.799,0.97309,1.0193,1.0182,1.0073,0,-0.003412,-0.038237,-0.031187,342.24,364.82,306.76,1.2328
240.6,63.905,32.968,-5.3509,141.19,45.743,86.668,119.41,36.056,17.715,-37.497,15.188,39.201,-15.215,0.99225,1.0025,0.97747,0.98507,0,-0.047737,-0.044644,-0.058361,577.94,370.07,156.56,2.2581
136.17,110.2,47.983,-50.058,61.914,136.83,31.184,75.277,41.501,5.5447,-9.8727,-51.382,-1.6056,21.112,0.9871,0.98896,1.0007,0.98644,0,-0.017121,-0.032228,-0.033069,580.57,233.67,169.51,2.3102
316.81,41.354,43.076,-117.24,131.23,215.36,125.74,149.31,31.236,32.391,-45.86,-97.361,6.0181,23.666,0.99243,1.0029,1.0175,0.99836,0,-0.068374,-0.062228,-0.079531,486.68,292.14,327.32,1.7642
240.57,104.27,80.79,99.609,16.522,119.61,82.605,114.63,42.381,25.532,62.258,15.268,-4.4504,37.297,1.026,0.9864,1.012,0.98488,0,-0.034925,-0.039984,-0.051494,485.38,370.31,283.82,1.6728
153.81,191.88,132.28,84.819,86.494,92.649,30.736,75.041,60.223,16.275,28.883,33.439,22.316,16.246,0.99801,0.98012,0.97976,0.96697,0,-0.012851,-0.026002,-0.034736,520.33,334.55,313.54,1.4303
244.11,260.53,44.292,132.83,154.51,29.922,27.013,161.27,101.61,-13.839,11.044,90.779,57.263,-10.731,1.0287,1.0206,0.98316,0.99189,0,-0.011903,-0.052648,-0.045029,508.64,369.05,361.6,1.2553
34.699,176.2,37.059,-78.884,159.31,41.305,-33.356,42.983,58.469,-18.755,-72.952,-14.511,40.792,-25.185,0.97422,1.0147,0.97648,0.99522,0,0.009547,-0.017944,-0.0089817,311.61,312.12,365.79,2.9912
291.91,99.089,145.26,-126.89,189.26,250.56,119.41,117.46,36.594,48.794,-59.971,-100.31,20.957,22.991,0.97569,0.99421,1.0046,0.98356,0,-0.068335,-0.052224,-0.080658,568.36,320.48,318.33,1.2444
77.916,48.902,36.717,91.909,-21.207,-3.8531,24.401,36.956,17.745,8.3518,45.338,43.921,-2.3144,8.8527,0.99848,0.97273,0.97914,0.97226,0,-0.0079433,-0.010714,-0.015105,238.35,397.51,312.79,4.8033
109.29,164.48,39.504,147.59,8.884,6.5847,0.52612,76.981,58.688,-8.6559,60.476,73.759,10.929,10.88,1.0164,0.98579,0.98315,0.97719,0,0.0058354,-0.023159,-0.015983,556.54,275.14,233.5,2.3824
121.69,71.076,62.04,160.67,-26.775,-6.9719,40.708,54.962,25.267,15.318,74.23,76.251,0.90425,14.695,1.0175,0.97575,0.98506,0.97348,0,-0.013107,-0.01473,-0.022931,431.51,245.27,289.36,2.7864
53.689,150.89,49.239,-48.205,18.042,154.27,-15.508,43.651,49.261,-8.6014,8.9641,-65.467,-18.357,34.497,0.97641,0.97337,0.99782,0.97662,0,0.0091765,-0.021674,-0.01154,222.84,341.39,260.59,2.2501
16.282,260.9,220.98,3.1016,75.337,196.8,-28.884,-4.7004,62.703,17.153,21.755,-41.425,-0.22497,41.112,0.98351,0.97526,0.99943,0.97055,0,0.017468,-0.0013613,-0.0071931,547.18,384.46,338.6,1.5315
250.9,99.294,195.04,-193.86,222.14,291.23,112.79,82.017,27.187,59.602,-89.621,-138.96,22.078,22.562,0.97717,1.0113,1.0228,1.0011,0,-0.066737,-0.040894,-0.075102,561.73,312.46,347.99,1.2349
289.34,93.364,46.581,-24.551,57.027,210.95,98.164,147.11,46.143,22.237,16.262,-65.723,-10.762,44.238,0.99503,0.97663,1.0085,0.97721,0,-0.049235,-0.059446,-0.068061,479.31,231.56,340.53,1.4481
58.751,69.131,104.28,-39.548,25.514,121.01,24.541,10.912,14.832,22.331,3.3011,-48.796,-11.293,24.366,0.99916,0.995,1.0164,0.99811,0,-0.012105,-0.0075771,-0.018507,507.92,290.24,247.26,3.4702
77.277,119.09,258.84,38.104,123.14,85.165,50.248,-18.563,14.679,58.282,-3.4106,21.857,32.367,3.6069,1.0175,1.0141,1.0108,1.0011,0,-0.024878,0.0082978,-0.02788,368.32,246.49,387.19,1.1936
191.83,47.747,187.04,-35.956,205.75,67.357,105.27,43.309,7.9138,60.34,-64.789,7.2431,56.168,-22.264,0.99018,1.0123,0.98418,0.99077,0,-0.059495,-0.015978,-0.058257,356.87,280.34,291.52,1.1776
98.193,3.9597,73.643,29.601,-27.327,69.862,55.019,25.419,-0.78513,28.905,37.892,-10.991,-18.275,25.603,1.0274,1.003,1.0295,1.0099,0,-0.023192,-0.0097138,-0.024248,340.99,318.2,316.08,4.5457
219.05,38.827,95.706,111.7,0.62937,79.29,98.314,84.618,17.004,39.369,63.829,30.116,-4.367,30.187,1.016,0.97364,0.99865,0.974,0,-0.043576,-0.028814,-0.050589,506.46,227.87,326.68,1.9938
88.842,160.19,239.15,2.0976,39.478,228.12,36.719,3.1622,31.182,47.1,39.183,-59.557,-16.064,56.037,1.0065,0.98285,1.0281,0.98657,0,-0.014704,-0.0054253,-0.027901,373.18,306.81,341.5,1.0861
173.21,154.21,224.56,-56.657,254.57,116.26,71.821,45.746,38.287,50.094,-78.092,-7.2368,65.518,-18.873,0.97516,1.0076,0.97443,0.98022,0,-0.044881,-0.018476,-0.054358,426.92,380.76,387.26,1.1591
40.459,4.2233,134.53,-51.754,59.196,69.156,44.251,-21.841,-12.387,41.081,-23.803,-31.316,5.715,2.6581,0.97523,0.98294,0.98876,0.98172,0,-0.025776,0.0060056,-0.02056,548.71,277.69,368.41,5.6236
68.713,23.882,153.86,49.088,86.579,-16.003,54.447,-10.549,-5.3517,44.835,-9.4942,50.806,33.116,-17.576,0.99015,0.98943,0.97165,0.97729,0,-0.028991,0.0080133,-0.024381,596.01,361.63,382.68,4.4065
297.58,70.118,176.87,-18.594,163.89,172.21,138.6,103.39,23.712,63.173,-22.867,-28.24,29.949,15.855,0.97349,0.97097,0.97638,0.95757,0,-0.076413,-0.042688,-0.083499,478.06,192.98,389.29,0.94223
116.96,286.03,104.91,51.353,162.37,69.234,-20.141,86.102,93.303,-11.872,-13.966,41.245,48.749,-6.6464,1.0105,1.0195,0.98875,0.99456,0,0.0084821,-0.028983,-0.02217,549.39,387.91,313.11,1.4486
88.609,9.3466,140.95,43.084,29.686,38.708,64.253,0.30953,-7.5993,45.844,18.443,18.111,6.1146,7.6723,1.0265,1.0109,1.0198,1.0092,0,-0.029412,0.001179,-0.026195,460.06,307.4,304.98,3.4734
170.09,117.77,260.6,150.05,126.58,34.596,90.038,24.667,21.576,66.195,29.697,91.945,47.668,-1.6819,1.03,1.0063,0.99434,0.98689,0,-0.040892,-0.00227,-0.045397,473.88,306.44,392.36,1.1321
414.15,0.878,92.451,-24.912,168.96,162.49,190.23,170.78,18.888,61.539,-31.763,-30.651,30.613,10.681,0.99166,0.98845,0.99034,0.97541,0,-0.10125,-0.067063,-0.10617,564.38,106.46,340.25,0.9925
91.684,191.15,185.74,-15.07,95.545,174.84,16.872,27.913,48.797,26.276,2.893,-38.635,8.0262,29.362,0.98916,0.98595,1.0015,0.97921,0,-0.0084185,-0.013387,-0.026601,246.44,321.49,339.49,0.93325
59.801,232.82,84.536,-6.8251,126.66,79.631,-31.104,53.091,73.462,-13.008,-24.102,1.9511,30.692,-2.2486,0.99237,1.0077,0.98764,0.99077,0,0.013239,-0.020002,-0.011843,216.32,354.94,377.11,1.5139
182,161.04,175.9,-37.648,209.62,119.05,62.502,67.23,47.111,35.935,-55.415,-8.1333,51.421,-8.7499,0.98438,1.0062,0.98236,0.98338,0,-0.037465,-0.026491,-0.051304,461.69,291.86,279.73,0.98159
87.479,36.735,120.97,-33.929,46.384,105.15,50.358,12.468,3.7963,35.44,-4.5408,-36.885,-1.8103,16.739,0.97729,0.97443,0.99031,0.97483,0,-0.027134,-0.0076316,-0.028763,414.71,207.32,368.53,3.0196
10.696,184.82,221.4,128.5,9.9158,86.7,-6.7186,-24.51,36.395,30.328,70.338,39.696,-0.14715,32.39,1.0123,0.97722,0.99938,0.9745,0,0.010609,0.011936,-0.0036192,426.44,309.85,345.98,1.5864
282.99,64.097,30.164,9.5834,189.1,12.858,104.16,139.96,40.328,19.745,-54.669,42.511,60.383,-31.922,0.99869,1.0157,0.97204,0.99025,0,-0.057225,-0.050387,-0.067667,595.37,252.88,331.26,2.1202
23.022,89.925,145.37,35.46,72.687,14.444,12.38,-15.217,14.532,26.833,-3.699,31.982,23.534,-7.7918,1.0072,1.0078,0.99643,0.99798,0,-0.0065147,0.0080148,-0.010146,407.18,250.98,377.2,2.9875
208.7,129.27,175.44,-86.763,241.31,135.15,83.581,73.105,38.272,43.784,-82.727,-31.167,55.956,-14.229,0.99612,1.0291,1.0023,1.0058,0,-0.049266,-0.029567,-0.058993,412.61,388.61,327.31,1.1949
38.73,87.265,41.556,146.68,-5.4874,-69.995,-3.1663,24.762,27.333,-0.65114,47.968,94.847,15.42,-8.45,1.0077,0.98372,0.97015,0.97578,0,0.0064997,-0.0021931,-0.0028958,274.25,340.04,326.07,4.6266
50.981,178.87,125.64,99.77,67.371,18.226,-8.9278,24.227,49.14,7.7582,25.288,60.457,26.022,-0.13669,1.0059,0.99407,0.98146,0.98054,0,0.007055,-0.0045654,-0.0097099,509.25,378.24,285.54,2.2801
189.08,117.86,201.46,-59.038,92.409,253.3,82.938,54.779,28.303,53.046,1.5316,-86.762,-5.9333,47.792,0.99127,0.98199,1.0194,0.98209,0,-0.042792,-0.026566,-0.054168,521.32,242.91,386.8,1.2516
267.59,27.93,245.81,114.22,131.22,71.488,155.9,56.444,-0.12136,86.635,20.92,61.201,40.981,5.5032,1.0052,0.97861,0.97792,0.96289,0,-0.077802,-0.016722,-0.074514,493.86,132.61,393.18,0.87814
141.31,76.849,231.8,73.808,80.674,94.061,84.313,11.709,8.2616,63.802,26.525,26.044,19.175,17.162,0.99461,0.97231,0.98392,0.9643,0,-0.041176,-0.002468,-0.04293,461.92,300.94,336.83,1.435
70.429,182.2,32.041,17.961,111.09,13.194,-21.949,63.762,63.543,-17.915,-23.631,31.802,35.559,-16.423,1.0003,1.0144,0.98358,0.99649,0,0.0085476,-0.0217,-0.012217,401.41,338.53,224.48,2.3779
106.34,201.77,60.909,99.726,-16.916,113.94,-8.1784,77.288,68.21,-9.1153,72.976,10.777,-14.635,42.39,1.0251,0.98934,1.0156,0.98971,0,0.011336,-0.026847,-0.015694,257.01,335.72,318.67,1.4723
99.503,187.66,114.37,73.192,36.792,103.27,5.608,53.614,56.786,7.5106,42.738,13.807,3.0669,27.308,1.0197,0.99768,1.0107,0.99228,0,0.0014676,-0.018356,-0.01964,370.08,332.76,279.05,1.4381
149.76,252.1,33.515,115.31,59.116,68.472,-12.299,118.01,92.089,-22.392,44.341,49.24,18.594,16.715,1.0003,0.97888,0.97276,0.9647,0,0.010907,-0.041357,-0.023908,534.8,357.81,305.46,1.743
283.82,107.68,35.662,-67.278,196.52,113.01,91.19,148.73,53.976,14.02,-67.203,-25.179,44.796,-11.783,0.98303,1.0079,0.9813,0.98712,0,-0.053263,-0.059332,-0.07009,557.5,338.7,311.41,1.8224
9.6719,284.98,14.589,33.915,117.04,13.005,-83.974,62.366,95.865,-46.195,-18.762,39.59,38.732,-15.489,0.99119,1.0092,0.97142,0.98754,0,0.040423,-0.021032,0.0075309,160.56,387.96,150.44,1.268
56.788,88.59,128.26,17.616,148.65,-31.003,23.332,5.9478,18.967,24.902,-45.378,53.943,53.794,-35.763,1.0014,1.0218,0.98072,1.0006,0,-0.015974,0.0018396,-0.018954,490.64,226.7,333.31,2.8175
75.209,49.146,64.612,-34.731,95.806,21.149,29.579,26.625,14.467,15.764,-38.781,0.19152,25.202,-15.987,0.97262,0.98955,0.97051,0.97891,0,-0.019561,-0.010477,-0.023178,531.69,238.48,206.7,4.1246
17.561,63.492,109.64,-147.55,190.11,44.838,10.601,-12.635,9.161,21.253,-110.7,-43.202,45.268,-36.014,0.97357,1.0284,0.99092,1.0112,0,-0.016511,0.0015352,-0.016544,501.43,263.64,345.32,4.8142
