时间/s,基波幅值(有效值)/V,基波相角/rad,基波频率/Hz
0.148,53.3595,2.8211,52.8331
0.1481,53.3677,2.8203,52.8411
0.1482,53.3759,2.8195,52.849
0.1483,53.3843,2.8187,52.8569
0.1484,53.3926,2.8179,52.8649
0.1485,53.401,2.8172,52.8727
0.1486,53.4095,2.8164,52.8806
0.1487,53.418,2.8157,52.8884
0.1488,53.4266,2.8149,52.8962
0.1489,53.4353,2.8142,52.904
0.149,53.444,2.8135,52.9117
0.1491,53.4527,2.8128,52.9194
0.1492,53.4615,2.8122,52.9271
0.1493,53.4704,2.8115,52.9347
0.1494,53.4793,2.8109,52.9424
0.1495,53.4882,2.8102,52.95
0.1496,53.4972,2.8096,52.9575
0.1497,53.5063,2.809,52.9651
0.1498,53.5154,2.8084,52.9726
0.1499,53.5246,2.8078,52.9801
0.15,53.5338,2.8072,52.9876
0.1501,53.543,2.8067,52.995
0.1502,53.5524,2.8061,53.0024
0.1503,53.5617,2.8056,53.0098
0.1504,53.5711,2.8051,53.0171
0.1505,53.5806,2.8046,53.0244
0.1506,53.5901,2.8041,53.0317
0.1507,53.5997,2.8036,53.039
0.1508,53.6093,2.8031,53.0463
0.1509,53.619,2.8026,53.0535
0.151,53.6287,2.8022,53.0607
0.1511,53.6385,2.8018,53.0678
0.1512,53.6483,2.8013,53.0749
0.1513,53.6582,2.8009,53.0821
0.1514,53.6681,2.8005,53.0891
0.1515,53.678,2.8002,53.0962
0.1516,53.6881,2.7998,53.1032
0.1517,53.6981,2.7994,53.1102
0.1518,53.7082,2.7991,53.1172
0.1519,53.7184,2.7988,53.1241
0.152,53.7286,2.7985,53.131
0.1521,53.7389,2.7982,53.1379
0.1522,53.7492,2.7979,53.1448
0.1523,53.7595,2.7976,53.1516
0.1524,53.7699,2.7973,53.1584
0.1525,53.7804,2.7971,53.1652
0.1526,53.7909,2.7968,53.1719
0.1527,53.8014,2.7966,53.1786
0.1528,53.812,2.7964,53.1853
0.1529,53.8226,2.7962,53.192
0.153,53.8333,2.796,53.1986
0.1531,53.8441,2.7959,53.2053
0.1532,53.8548,2.7957,53.2118
0.1533,53.8657,2.7956,53.2184
0.1534,53.8765,2.7954,53.2249
0.1535,53.8875,2.7953,53.2315
0.1536,53.8984,2.7952,53.2379
0.1537,53.9094,2.7951,53.2444
0.1538,53.9205,2.795,53.2508
0.1539,53.9316,2.795,53.2572
0.154,53.9427,2.7949,53.2636
0.1541,53.9539,2.7949,53.27
0.1542,53.9651,2.7949,53.2763
0.1543,53.9764,2.7949,53.2826
0.1544,53.9877,2.7949,53.2889
0.1545,53.9991,2.7949,53.2951
0.1546,54.0105,2.7949,53.3014
0.1547,54.0219,2.795,53.3076
0.1548,54.0334,2.795,53.3138
0.1549,54.0449,2.7951,53.3199
0.155,54.0565,2.7952,53.326
0.1551,54.0681,2.7953,53.3322
0.1552,54.0797,2.7954,53.3382
0.1553,54.0914,2.7955,53.3443
0.1554,54.1031,2.7957,53.3503
0.1555,54.1149,2.7958,53.3564
0.1556,54.1267,2.796,53.3624
0.1557,54.1385,2.7961,53.3683
0.1558,54.1504,2.7963,53.3743
0.1559,54.1623,2.7965,53.3802
0.156,54.1742,2.7967,53.3861
0.1561,54.1862,2.7969,53.392
0.1562,54.1982,2.7972,53.3978
0.1563,54.2102,2.7974,53.4037
0.1564,54.2223,2.7977,53.4095
0.1565,54.2344,2.7979,53.4153
0.1566,54.2465,2.7982,53.4211
0.1567,54.2587,2.7985,53.4268
0.1568,54.2709,2.7988,53.4325
0.1569,54.2831,2.7991,53.4383
0.157,54.2954,2.7994,53.4439
0.1571,54.3077,2.7998,53.4496
0.1572,54.32,2.8001,53.4553
0.1573,54.3323,2.8005,53.4609
0.1574,54.3447,2.8008,53.4665
0.1575,54.3571,2.8012,53.4721
0.1576,54.3695,2.8016,53.4777
0.1577,54.3819,2.802,53.4832
0.1578,54.3944,2.8024,53.4888
0.1579,54.4069,2.8028,53.4943
0.158,54.4194,2.8032,53.4998
0.1581,54.432,2.8036,53.5053
0.1582,54.4445,2.8041,53.5107
0.1583,54.4571,2.8045,53.5162
0.1584,54.4697,2.8049,53.5216
0.1585,54.4824,2.8054,53.527
0.1586,54.495,2.8059,53.5324
0.1587,54.5077,2.8064,53.5377
0.1588,54.5204,2.8068,53.5431
0.1589,54.5332,2.8073,53.5484
0.159,54.5459,2.8078,53.5537
0.1591,54.5587,2.8084,53.559
0.1592,54.5715,2.8089,53.5643
0.1593,54.5843,2.8094,53.5696
0.1594,54.5971,2.8099,53.5748
0.1595,54.61,2.8105,53.5801
0.1596,54.6229,2.811,53.5853
0.1597,54.6358,2.8116,53.5905
0.1598,54.6487,2.8122,53.5957
0.1599,54.6616,2.8127,53.6008
0.16,54.6746,2.8133,53.606
0.1601,54.6876,2.8139,53.6111
0.1602,54.7006,2.8145,53.6162
0.1603,54.7136,2.8151,53.6213
0.1604,54.7266,2.8157,53.6264
0.1605,54.7397,2.8164,53.6314
0.1606,54.7528,2.817,53.6365
0.1607,54.7659,2.8176,53.6415
0.1608,54.779,2.8183,53.6465
0.1609,54.7921,2.8189,53.6515
0.161,54.8053,2.8196,53.6565
0.1611,54.8185,2.8202,53.6615
0.1612,54.8317,2.8209,53.6664
0.1613,54.8449,2.8216,53.6714
0.1614,54.8581,2.8223,53.6763
0.1615,54.8714,2.823,53.6812
0.1616,54.8847,2.8237,53.6861
0.1617,54.898,2.8244,53.6909
0.1618,54.9113,2.8251,53.6958
0.1619,54.9247,2.8259,53.7006
0.162,54.938,2.8266,53.7054
0.1621,54.9514,2.8274,53.7102
0.1622,54.9648,2.8281,53.715
0.1623,54.9782,2.8289,53.7198
0.1624,54.9917,2.8297,53.7245
0.1625,55.0051,2.8305,53.7293
0.1626,55.0186,2.8313,53.734
0.1627,55.0321,2.8321,53.7387
0.1628,55.0457,2.8329,53.7434
0.1629,55.0592,2.8337,53.7481
0.163,55.0728,2.8345,53.7527
0.1631,55.0863,2.8354,53.7573
0.1632,55.0999,2.8362,53.762
0.1633,55.1136,2.8371,53.7666
0.1634,55.1272,2.8379,53.7712
0.1635,55.1408,2.8388,53.7757
0.1636,55.1545,2.8397,53.7803
0.1637,55.1682,2.8406,53.7848
0.1638,55.1819,2.8415,53.7893
0.1639,55.1956,2.8424,53.7938
0.164,55.2094,2.8433,53.7983
0.1641,55.2231,2.8443,53.8028
0.1642,55.2369,2.8452,53.8072
0.1643,55.2507,2.8462,53.8117
0.1644,55.2645,2.8471,53.8161
0.1645,55.2783,2.8481,53.8205
0.1646,55.2922,2.8491,53.8249
0.1647,55.306,2.8501,53.8292
0.1648,55.3199,2.851,53.8336
0.1649,55.3338,2.8521,53.8379
0.165,55.3477,2.8531,53.8423
0.1651,55.3616,2.8541,53.8466
0.1652,55.3755,2.8551,53.8508
0.1653,55.3894,2.8562,53.8551
0.1654,55.4034,2.8572,53.8594
0.1655,55.4173,2.8583,53.8636
0.1656,55.4313,2.8594,53.8678
0.1657,55.4453,2.8604,53.872
0.1658,55.4593,2.8615,53.8762
0.1659,55.4733,2.8626,53.8804
0.166,55.4873,2.8637,53.8845
0.1661,55.5013,2.8648,53.8886
0.1662,55.5153,2.8659,53.8927
0.1663,55.5294,2.8671,53.8968
0.1664,55.5434,2.8682,53.9009
0.1665,55.5575,2.8694,53.905
0.1666,55.5716,2.8705,53.909
0.1667,55.5856,2.8717,53.9131
0.1668,55.5997,2.8728,53.9171
0.1669,55.6138,2.874,53.9211
0.167,55.6279,2.8752,53.9251
0.1671,55.642,2.8764,53.929
0.1672,55.6561,2.8776,53.933
0.1673,55.6702,2.8788,53.9369
0.1674,55.6844,2.88,53.9408
0.1675,55.6985,2.8812,53.9447
0.1676,55.7127,2.8824,53.9486
0.1677,55.7268,2.8837,53.9524
0.1678,55.741,2.8849,53.9563
0.1679,55.7551,2.8861,53.9601
0.168,55.7693,2.8874,53.9639
0.1681,55.7835,2.8887,53.9677
0.1682,55.7976,2.8899,53.9715
0.1683,55.8118,2.8912,53.9753
0.1684,55.826,2.8925,53.979
0.1685,55.8402,2.8938,53.9827
0.1686,55.8544,2.895,53.9864
0.1687,55.8687,2.8963,53.9901
0.1688,55.8829,2.8976,53.9938
0.1689,55.8971,2.899,53.9974
0.169,55.9114,2.9003,54.0011
0.1691,55.9256,2.9016,54.0047
0.1692,55.9399,2.9029,54.0083
0.1693,55.9541,2.9043,54.0118
0.1694,55.9684,2.9056,54.0154
0.1695,55.9827,2.907,54.0189
0.1696,55.997,2.9083,54.0225
0.1697,56.0113,2.9097,54.026
0.1698,56.0256,2.911,54.0294
0.1699,56.0399,2.9124,54.0329
0.17,56.0542,2.9138,54.0364
0.1701,56.0686,2.9152,54.0398
0.1702,56.0829,2.9166,54.0432
0.1703,56.0973,2.918,54.0466
0.1704,56.1117,2.9194,54.0499
0.1705,56.1261,2.9208,54.0533
0.1706,56.1405,2.9222,54.0566
0.1707,56.1549,2.9237,54.0599
0.1708,56.1693,2.9251,54.0631
0.1709,56.1837,2.9266,54.0664
0.171,56.1982,2.928,54.0696
0.1711,56.2126,2.9295,54.0728
0.1712,56.2271,2.931,54.076
0.1713,56.2416,2.9325,54.0792
0.1714,56.2561,2.934,54.0823
0.1715,56.2706,2.9355,54.0854
0.1716,56.2851,2.937,54.0885
0.1717,56.2997,2.9385,54.0916
0.1718,56.3142,2.94,54.0946
0.1719,56.3288,2.9416,54.0977
0.172,56.3434,2.9431,54.1007
0.1721,56.358,2.9447,54.1036
0.1722,56.3726,2.9462,54.1066
0.1723,56.3872,2.9478,54.1095
0.1724,56.4019,2.9494,54.1124
0.1725,56.4165,2.951,54.1153
0.1726,56.4312,2.9526,54.1181
0.1727,56.4459,2.9542,54.1209
0.1728,56.4606,2.9558,54.1237
0.1729,56.4753,2.9575,54.1264
0.173,56.49,2.9591,54.1292
0.1731,56.5048,2.9608,54.1319
0.1732,56.5195,2.9625,54.1346
0.1733,56.5343,2.9642,54.1372
0.1734,56.5491,2.9659,54.1398
0.1735,56.5639,2.9676,54.1424
0.1736,56.5787,2.9693,54.145
0.1737,56.5935,2.971,54.1475
0.1738,56.6083,2.9728,54.15
0.1739,56.6232,2.9745,54.1525
0.174,56.638,2.9763,54.1549
0.1741,56.6529,2.9781,54.1573
0.1742,56.6678,2.9798,54.1597
0.1743,56.6827,2.9817,54.1621
0.1744,56.6976,2.9835,54.1644
0.1745,56.7125,2.9853,54.1667
0.1746,56.7275,2.9871,54.1689
0.1747,56.7424,2.989,54.1712
0.1748,56.7574,2.9908,54.1734
0.1749,56.7723,2.9927,54.1755
0.175,56.7873,2.9946,54.1777
0.1751,56.8023,2.9965,54.1798
0.1752,56.8173,2.9984,54.1818
0.1753,56.8323,3.0003,54.1839
0.1754,56.8473,3.0022,54.1859
0.1755,56.8623,3.0042,54.1878
0.1756,56.8774,3.0061,54.1898
0.1757,56.8924,3.0081,54.1917
0.1758,56.9075,3.0101,54.1936
0.1759,56.9225,3.0121,54.1954
0.176,56.9376,3.0141,54.1972
0.1761,56.9527,3.0161,54.199
0.1762,56.9678,3.0181,54.2007
0.1763,56.9829,3.0202,54.2024
0.1764,56.998,3.0222,54.2041
0.1765,57.0131,3.0243,54.2057
0.1766,57.0282,3.0263,54.2073
0.1767,57.0434,3.0284,54.2088
0.1768,57.0585,3.0305,54.2104
0.1769,57.0737,3.0326,54.2119
0.177,57.0889,3.0347,54.2133
0.1771,57.104,3.0368,54.2147
0.1772,57.1192,3.039,54.2161
0.1773,57.1344,3.0411,54.2175
0.1774,57.1496,3.0433,54.2188
0.1775,57.1649,3.0454,54.22
0.1776,57.1801,3.0476,54.2213
0.1777,57.1953,3.0498,54.2225
0.1778,57.2106,3.052,54.2236
0.1779,57.2259,3.0542,54.2248
0.178,57.2411,3.0564,54.2259
0.1781,57.2564,3.0587,54.2269
0.1782,57.2717,3.0609,54.2279
0.1783,57.2871,3.0632,54.2289
0.1784,57.3024,3.0654,54.2298
0.1785,57.3178,3.0677,54.2307
0.1786,57.3331,3.07,54.2316
0.1787,57.3485,3.0723,54.2324
0.1788,57.3639,3.0746,54.2332
0.1789,57.3793,3.0769,54.2339
0.179,57.3947,3.0793,54.2346
0.1791,57.4102,3.0816,54.2353
0.1792,57.4256,3.084,54.2359
0.1793,57.4411,3.0863,54.2365
0.1794,57.4566,3.0887,54.237
0.1795,57.4721,3.0911,54.2375
0.1796,57.4876,3.0935,54.238
0.1797,57.5032,3.0959,54.2384
0.1798,57.5188,3.0983,54.2388
0.1799,57.5344,3.1008,54.2391
0.18,57.55,3.1032,54.2394
0.1801,57.5656,3.1057,54.2397
0.1802,57.5812,3.1081,54.2399
0.1803,57.5969,3.1106,54.24
0.1804,57.6126,3.1131,54.2402
0.1805,57.6283,3.1156,54.2402
0.1806,57.644,3.1182,54.2403
0.1807,57.6598,3.1207,54.2403
0.1808,57.6755,3.1232,54.2402
0.1809,57.6913,3.1258,54.2402
0.181,57.7071,3.1284,54.24
0.1811,57.723,3.131,54.2398
0.1812,57.7388,3.1336,54.2396
0.1813,57.7547,3.1362,54.2394
0.1814,57.7706,3.1388,54.2391
0.1815,57.7865,3.1415,54.2387
0.1816,57.8024,-3.1391,54.2383
0.1817,57.8184,-3.1364,54.2379
0.1818,57.8343,-3.1337,54.2374
0.1819,57.8503,-3.131,54.2369
0.182,57.8663,-3.1283,54.2363
0.1821,57.8824,-3.1256,54.2357
0.1822,57.8984,-3.1228,54.235
0.1823,57.9145,-3.1201,54.2343
0.1824,57.9306,-3.1173,54.2336
0.1825,57.9467,-3.1145,54.2328
0.1826,57.9628,-3.1117,54.2319
0.1827,57.9789,-3.1089,54.231
0.1828,57.9951,-3.1061,54.2301
0.1829,58.0112,-3.1032,54.2291
0.183,58.0274,-3.1004,54.2281
0.1831,58.0436,-3.0975,54.2271
0.1832,58.0598,-3.0946,54.226
0.1833,58.0761,-3.0917,54.2248
0.1834,58.0923,-3.0888,54.2236
0.1835,58.1086,-3.0859,54.2224
0.1836,58.1248,-3.0829,54.2211
0.1837,58.1411,-3.08,54.2198
0.1838,58.1574,-3.077,54.2184
0.1839,58.1737,-3.074,54.217
0.184,58.19,-3.071,54.2155
0.1841,58.2063,-3.068,54.214
0.1842,58.2227,-3.065,54.2125
0.1843,58.239,-3.0619,54.2109
0.1844,58.2554,-3.0589,54.2092
0.1845,58.2718,-3.0558,54.2075
0.1846,58.2881,-3.0527,54.2058
0.1847,58.3045,-3.0496,54.204
0.1848,58.3209,-3.0465,54.2022
0.1849,58.3373,-3.0434,54.2003
0.185,58.3537,-3.0402,54.1984
0.1851,58.3702,-3.0371,54.1965
0.1852,58.3866,-3.0339,54.1945
0.1853,58.403,-3.0307,54.1925
0.1854,58.4195,-3.0276,54.1904
0.1855,58.4359,-3.0243,54.1882
0.1856,58.4524,-3.0211,54.1861
0.1857,58.4689,-3.0179,54.1839
0.1858,58.4853,-3.0147,54.1816
0.1859,58.5018,-3.0114,54.1793
0.186,58.5183,-3.0081,54.1769
0.1861,58.5348,-3.0049,54.1746
0.1862,58.5513,-3.0016,54.1721
0.1863,58.5678,-2.9983,54.1696
0.1864,58.5843,-2.9949,54.1671
0.1865,58.6008,-2.9916,54.1646
0.1866,58.6174,-2.9883,54.1619
0.1867,58.6339,-2.9849,54.1593
0.1868,58.6504,-2.9816,54.1566
0.1869,58.667,-2.9782,54.1539
0.187,58.6835,-2.9748,54.1511
0.1871,58.7001,-2.9714,54.1482
0.1872,58.7167,-2.968,54.1454
0.1873,58.7332,-2.9646,54.1425
0.1874,58.7498,-2.9612,54.1395
0.1875,58.7664,-2.9577,54.1365
0.1876,58.783,-2.9543,54.1335
0.1877,58.7996,-2.9508,54.1304
0.1878,58.8162,-2.9474,54.1273
0.1879,58.8328,-2.9439,54.1241
0.188,58.8495,-2.9404,54.1209
0.1881,58.8661,-2.9369,54.1176
0.1882,58.8827,-2.9334,54.1143
0.1883,58.8994,-2.9299,54.111
0.1884,58.916,-2.9263,54.1076
0.1885,58.9327,-2.9228,54.1042
0.1886,58.9494,-2.9192,54.1007
0.1887,58.966,-2.9157,54.0972
0.1888,58.9827,-2.9121,54.0937
0.1889,58.9994,-2.9085,54.0901
0.189,59.0161,-2.9049,54.0865
0.1891,59.0328,-2.9013,54.0828
0.1892,59.0495,-2.8977,54.0791
0.1893,59.0662,-2.8941,54.0754
0.1894,59.083,-2.8905,54.0716
0.1895,59.0997,-2.8868,54.0678
0.1896,59.1164,-2.8832,54.0639
0.1897,59.1332,-2.8795,54.06
0.1898,59.1499,-2.8759,54.0561
0.1899,59.1667,-2.8722,54.0521
0.19,59.1834,-2.8685,54.0481
0.1901,59.2002,-2.8648,54.0441
0.1902,59.2169,-2.8611,54.04
0.1903,59.2337,-2.8574,54.0358
0.1904,59.2504,-2.8537,54.0317
0.1905,59.2672,-2.85,54.0275
0.1906,59.284,-2.8462,54.0233
0.1907,59.3007,-2.8425,54.019
0.1908,59.3175,-2.8387,54.0147
0.1909,59.3342,-2.835,54.0103
0.191,59.351,-2.8312,54.006
0.1911,59.3678,-2.8274,54.0016
0.1912,59.3845,-2.8236,53.9971
0.1913,59.4013,-2.8198,53.9926
0.1914,59.418,-2.816,53.9881
0.1915,59.4348,-2.8122,53.9836
0.1916,59.4515,-2.8083,53.979
0.1917,59.4682,-2.8045,53.9744
0.1918,59.485,-2.8006,53.9698
0.1919,59.5017,-2.7968,53.9651
0.192,59.5184,-2.7929,53.9604
0.1921,59.5351,-2.7891,53.9557
0.1922,59.5518,-2.7852,53.9509
0.1923,59.5685,-2.7813,53.9461
0.1924,59.5852,-2.7774,53.9413
0.1925,59.6018,-2.7735,53.9364
0.1926,59.6185,-2.7696,53.9315
0.1927,59.6351,-2.7657,53.9266
0.1928,59.6517,-2.7617,53.9217
0.1929,59.6683,-2.7578,53.9167
0.193,59.6849,-2.7538,53.9117
0.1931,59.7015,-2.7499,53.9067
0.1932,59.7181,-2.7459,53.9016
0.1933,59.7346,-2.742,53.8965
0.1934,59.7511,-2.738,53.8914
0.1935,59.7676,-2.734,53.8863
0.1936,59.7841,-2.73,53.8811
0.1937,59.8006,-2.726,53.8759
0.1938,59.8171,-2.722,53.8707
0.1939,59.8335,-2.718,53.8654
0.194,59.8499,-2.714,53.8602
0.1941,59.8663,-2.71,53.8549
0.1942,59.8827,-2.706,53.8495
0.1943,59.8991,-2.7019,53.8442
0.1944,59.9154,-2.6979,53.8388
0.1945,59.9317,-2.6939,53.8334
0.1946,59.948,-2.6898,53.828
0.1947,59.9643,-2.6858,53.8225
0.1948,59.9806,-2.6817,53.8171
0.1949,59.9968,-2.6776,53.8116
0.195,60.013,-2.6736,53.806
0.1951,60.0292,-2.6695,53.8005
0.1952,60.0453,-2.6654,53.7949
0.1953,60.0615,-2.6613,53.7893
0.1954,60.0776,-2.6572,53.7837
0.1955,60.0937,-2.6531,53.778
0.1956,60.1098,-2.649,53.7724
0.1957,60.1258,-2.6449,53.7667
0.1958,60.1418,-2.6408,53.761
0.1959,60.1578,-2.6367,53.7552
0.196,60.1738,-2.6326,53.7495
0.1961,60.1898,-2.6285,53.7437
0.1962,60.2057,-2.6244,53.7379
0.1963,60.2216,-2.6203,53.732
0.1964,60.2375,-2.6161,53.7262
0.1965,60.2533,-2.612,53.7203
0.1966,60.2692,-2.6079,53.7144
0.1967,60.285,-2.6037,53.7085
0.1968,60.3007,-2.5996,53.7025
0.1969,60.3165,-2.5955,53.6966
0.197,60.3322,-2.5913,53.6906
0.1971,60.3479,-2.5872,53.6846
0.1972,60.3636,-2.583,53.6785
0.1973,60.3793,-2.5789,53.6725
0.1974,60.3949,-2.5747,53.6664
0.1975,60.4105,-2.5706,53.6603
0.1976,60.4261,-2.5664,53.6542
0.1977,60.4416,-2.5623,53.6481
0.1978,60.4572,-2.5581,53.6419
0.1979,60.4727,-2.5539,53.6357
0.198,60.4881,-2.5498,53.6295
0.1981,60.5036,-2.5456,53.6233
0.1982,60.519,-2.5414,53.6171
0.1983,60.5344,-2.5373,53.6108
0.1984,60.5497,-2.5331,53.6045
0.1985,60.5651,-2.5289,53.5982
0.1986,60.5804,-2.5248,53.5919
0.1987,60.5957,-2.5206,53.5856
0.1988,60.6109,-2.5164,53.5792
0.1989,60.6261,-2.5122,53.5729
0.199,60.6413,-2.5081,53.5665
0.1991,60.6565,-2.5039,53.5601
0.1992,60.6716,-2.4997,53.5536
0.1993,60.6867,-2.4955,53.5472
0.1994,60.7017,-2.4913,53.5407
0.1995,60.7168,-2.4872,53.5342
0.1996,60.7318,-2.483,53.5278
0.1997,60.7467,-2.4788,53.5212
0.1998,60.7616,-2.4746,53.5147
0.1999,60.7765,-2.4704,53.5082
0.2,60.7914,-2.4662,53.5016
0.2001,60.8062,-2.462,53.495
0.2002,60.821,-2.4578,53.4884
0.2003,60.8357,-2.4536,53.4818
0.2004,60.8504,-2.4495,53.4752
0.2005,60.8651,-2.4453,53.4686
0.2006,60.8797,-2.4411,53.4619
0.2007,60.8943,-2.4369,53.4552
0.2008,60.9088,-2.4327,53.4486
0.2009,60.9233,-2.4285,53.4419
0.201,60.9378,-2.4243,53.4351
0.2011,60.9522,-2.4201,53.4284
0.2012,60.9666,-2.4159,53.4217
0.2013,60.9809,-2.4117,53.4149
0.2014,60.9952,-2.4074,53.4082
0.2015,61.0095,-2.4032,53.4014
0.2016,61.0237,-2.399,53.3946
0.2017,61.0378,-2.3948,53.3878
0.2018,61.052,-2.3906,53.381
0.2019,61.066,-2.3864,53.3741
0.202,61.08,-2.3822,53.3673
0.2021,61.094,-2.378,53.3605
0.2022,61.1079,-2.3738,53.3536
0.2023,61.1218,-2.3696,53.3467
0.2024,61.1356,-2.3653,53.3398
0.2025,61.1494,-2.3611,53.3329
0.2026,61.1631,-2.3569,53.326
0.2027,61.1768,-2.3527,53.3191
0.2028,61.1904,-2.3485,53.3122
0.2029,61.204,-2.3443,53.3052
0.203,61.2175,-2.3401,53.2983
0.2031,61.231,-2.3358,53.2913
0.2032,61.2444,-2.3316,53.2843
0.2033,61.2578,-2.3274,53.2773
0.2034,61.2711,-2.3232,53.2703
0.2035,61.2844,-2.319,53.2633
0.2036,61.2976,-2.3148,53.2563
0.2037,61.3108,-2.3105,53.2493
0.2038,61.3239,-2.3063,53.2422
0.2039,61.337,-2.3021,53.2352
0.204,61.35,-2.2979,53.2281
0.2041,61.363,-2.2937,53.2211
0.2042,61.3759,-2.2895,53.214
0.2043,61.3887,-2.2853,53.2069
0.2044,61.4016,-2.281,53.1998
0.2045,61.4143,-2.2768,53.1927
0.2046,61.427,-2.2726,53.1856
0.2047,61.4397,-2.2684,53.1784
0.2048,61.4523,-2.2642,53.1713
0.2049,61.4648,-2.26,53.1641
0.205,61.4773,-2.2558,53.157
0.2051,61.4898,-2.2516,53.1498
0.2052,61.5022,-2.2474,53.1426
0.2053,61.5145,-2.2432,53.1354
0.2054,61.5268,-2.239,53.1282
0.2055,61.5391,-2.2348,53.121
0.2056,61.5513,-2.2306,53.1137
0.2057,61.5634,-2.2264,53.1065
0.2058,61.5755,-2.2222,53.0992
0.2059,61.5875,-2.218,53.092
0.206,61.5995,-2.2138,53.0847
0.2061,61.6115,-2.2096,53.0774
0.2062,61.6234,-2.2054,53.0701
0.2063,61.6352,-2.2013,53.0628
0.2064,61.647,-2.1971,53.0555
0.2065,61.6587,-2.1929,53.0481
0.2066,61.6704,-2.1887,53.0408
0.2067,61.6821,-2.1845,53.0334
0.2068,61.6937,-2.1804,53.0261
0.2069,61.7052,-2.1762,53.0187
0.207,61.7167,-2.172,53.0113
0.2071,61.7281,-2.1678,53.0039
0.2072,61.7395,-2.1637,52.9965
0.2073,61.7509,-2.1595,52.989
0.2074,61.7622,-2.1553,52.9816
0.2075,61.7734,-2.1512,52.9741
0.2076,61.7846,-2.147,52.9667
0.2077,61.7958,-2.1429,52.9592
0.2078,61.8069,-2.1387,52.9517
0.2079,61.8179,-2.1345,52.9442
0.208,61.8289,-2.1304,52.9367
0.2081,61.8399,-2.1262,52.9291
0.2082,61.8508,-2.1221,52.9216
0.2083,61.8616,-2.1179,52.914
0.2084,61.8724,-2.1138,52.9065
0.2085,61.8832,-2.1097,52.8989
0.2086,61.8939,-2.1055,52.8913
0.2087,61.9045,-2.1014,52.8837
0.2088,61.9151,-2.0972,52.8761
0.2089,61.9256,-2.0931,52.8684
0.209,61.9361,-2.089,52.8608
0.2091,61.9466,-2.0848,52.8531
0.2092,61.957,-2.0807,52.8454
0.2093,61.9673,-2.0766,52.8377
0.2094,61.9776,-2.0724,52.83
0.2095,61.9878,-2.0683,52.8223
0.2096,61.998,-2.0642,52.8146
0.2097,62.0081,-2.06,52.8069
0.2098,62.0182,-2.0559,52.7991
0.2099,62.0282,-2.0518,52.7913
0.21,62.0382,-2.0476,52.7836
0.2101,62.0481,-2.0435,52.7758
0.2102,62.058,-2.0394,52.768
0.2103,62.0678,-2.0353,52.7601
0.2104,62.0776,-2.0311,52.7523
0.2105,62.0873,-2.027,52.7445
0.2106,62.0969,-2.0229,52.7366
0.2107,62.1065,-2.0188,52.7287
0.2108,62.116,-2.0147,52.7208
0.2109,62.1255,-2.0105,52.7129
0.211,62.1349,-2.0064,52.705
0.2111,62.1443,-2.0023,52.6971
0.2112,62.1536,-1.9982,52.6892
0.2113,62.1629,-1.9941,52.6812
0.2114,62.1721,-1.9899,52.6732
0.2115,62.1813,-1.9858,52.6653
0.2116,62.1904,-1.9817,52.6573
0.2117,62.1994,-1.9776,52.6493
0.2118,62.2084,-1.9735,52.6412
0.2119,62.2173,-1.9693,52.6332
0.212,62.2262,-1.9652,52.6252
0.2121,62.235,-1.9611,52.6171
0.2122,62.2438,-1.957,52.609
0.2123,62.2525,-1.9529,52.6009
0.2124,62.2611,-1.9488,52.5928
0.2125,62.2697,-1.9446,52.5847
0.2126,62.2783,-1.9405,52.5766
0.2127,62.2868,-1.9364,52.5684
0.2128,62.2952,-1.9323,52.5603
0.2129,62.3036,-1.9282,52.5521
0.213,62.3119,-1.9241,52.5439
0.2131,62.3202,-1.92,52.5357
0.2132,62.3284,-1.9158,52.5275
0.2133,62.3366,-1.9117,52.5193
0.2134,62.3447,-1.9076,52.5111
0.2135,62.3527,-1.9035,52.5028
0.2136,62.3608,-1.8994,52.4945
0.2137,62.3687,-1.8953,52.4863
0.2138,62.3766,-1.8912,52.478
0.2139,62.3845,-1.8871,52.4696
0.214,62.3923,-1.883,52.4613
0.2141,62.4,-1.8789,52.453
0.2142,62.4077,-1.8747,52.4446
0.2143,62.4154,-1.8706,52.4363
0.2144,62.423,-1.8665,52.4279
0.2145,62.4305,-1.8624,52.4195
0.2146,62.438,-1.8583,52.4111
0.2147,62.4455,-1.8542,52.4026
0.2148,62.4529,-1.8501,52.3942
0.2149,62.4602,-1.846,52.3857
0.215,62.4675,-1.8419,52.3772
0.2151,62.4748,-1.8378,52.3687
0.2152,62.482,-1.8337,52.3602
0.2153,62.4892,-1.8296,52.3517
0.2154,62.4963,-1.8255,52.3432
0.2155,62.5034,-1.8214,52.3346
0.2156,62.5104,-1.8173,52.326
0.2157,62.5174,-1.8132,52.3174
0.2158,62.5243,-1.8091,52.3088
0.2159,62.5312,-1.805,52.3002
0.216,62.5381,-1.801,52.2915
0.2161,62.5449,-1.7969,52.2829
0.2162,62.5517,-1.7928,52.2742
0.2163,62.5584,-1.7887,52.2655
0.2164,62.5651,-1.7846,52.2568
0.2165,62.5717,-1.7805,52.248
0.2166,62.5783,-1.7764,52.2393
0.2167,62.5849,-1.7723,52.2305
0.2168,62.5914,-1.7683,52.2217
0.2169,62.5979,-1.7642,52.2129
0.217,62.6044,-1.7601,52.2041
0.2171,62.6108,-1.756,52.1952
0.2172,62.6171,-1.7519,52.1864
0.2173,62.6234,-1.7478,52.1775
