时间/s,基波幅值(有效值)/V,基波相角/rad,基波频率/Hz
0.4991,55.8014,-1.3317,48.6179
0.4992,55.7887,-1.3288,48.6061
0.4993,55.776,-1.326,48.5944
0.4994,55.7632,-1.3231,48.5826
0.4995,55.7505,-1.3202,48.5709
0.4996,55.7378,-1.3174,48.5591
0.4997,55.7251,-1.3146,48.5474
0.4998,55.7124,-1.3117,48.5357
0.4999,55.6997,-1.3089,48.524
0.5,55.687,-1.3061,48.5123
0.5001,55.6743,-1.3033,48.5006
0.5002,55.6617,-1.3005,48.489
0.5003,55.649,-1.2977,48.4773
0.5004,55.6363,-1.295,48.4657
0.5005,55.6236,-1.2922,48.4541
0.5006,55.6109,-1.2895,48.4425
0.5007,55.5983,-1.2868,48.4309
0.5008,55.5856,-1.284,48.4193
0.5009,55.5729,-1.2813,48.4078
0.501,55.5602,-1.2786,48.3962
0.5011,55.5476,-1.2759,48.3847
0.5012,55.5349,-1.2733,48.3732
0.5013,55.5222,-1.2706,48.3617
0.5014,55.5096,-1.2679,48.3502
0.5015,55.4969,-1.2653,48.3388
0.5016,55.4842,-1.2627,48.3273
0.5017,55.4716,-1.2601,48.3159
0.5018,55.4589,-1.2575,48.3045
0.5019,55.4462,-1.2549,48.2931
0.502,55.4336,-1.2523,48.2817
0.5021,55.4209,-1.2497,48.2703
0.5022,55.4083,-1.2472,48.259
0.5023,55.3956,-1.2446,48.2477
0.5024,55.383,-1.2421,48.2363
0.5025,55.3703,-1.2396,48.225
0.5026,55.3577,-1.2371,48.2138
0.5027,55.3451,-1.2346,48.2025
0.5028,55.3324,-1.2321,48.1913
0.5029,55.3198,-1.2296,48.18
0.503,55.3072,-1.2271,48.1688
0.5031,55.2945,-1.2247,48.1576
0.5032,55.2819,-1.2223,48.1464
0.5033,55.2693,-1.2198,48.1353
0.5034,55.2567,-1.2174,48.1241
0.5035,55.2441,-1.215,48.113
0.5036,55.2315,-1.2127,48.1019
0.5037,55.2189,-1.2103,48.0908
0.5038,55.2063,-1.2079,48.0797
0.5039,55.1937,-1.2056,48.0687
0.504,55.1811,-1.2032,48.0576
0.5041,55.1686,-1.2009,48.0466
0.5042,55.156,-1.1986,48.0356
0.5043,55.1434,-1.1963,48.0246
0.5044,55.1309,-1.194,48.0136
0.5045,55.1184,-1.1918,48.0026
0.5046,55.1058,-1.1895,47.9917
0.5047,55.0933,-1.1872,47.9807
0.5048,55.0808,-1.185,47.9698
0.5049,55.0683,-1.1828,47.9589
0.505,55.0558,-1.1806,47.948
0.5051,55.0433,-1.1784,47.9371
0.5052,55.0308,-1.1762,47.9262
0.5053,55.0184,-1.174,47.9154
0.5054,55.0059,-1.1718,47.9045
0.5055,54.9935,-1.1697,47.8937
0.5056,54.981,-1.1675,47.8829
0.5057,54.9686,-1.1654,47.8721
0.5058,54.9562,-1.1633,47.8613
0.5059,54.9438,-1.1611,47.8505
0.506,54.9314,-1.159,47.8398
0.5061,54.9191,-1.157,47.829
0.5062,54.9067,-1.1549,47.8183
0.5063,54.8944,-1.1528,47.8076
0.5064,54.882,-1.1507,47.7968
0.5065,54.8697,-1.1487,47.7861
0.5066,54.8574,-1.1467,47.7755
0.5067,54.8451,-1.1446,47.7648
0.5068,54.8328,-1.1426,47.7541
0.5069,54.8206,-1.1406,47.7435
0.507,54.8083,-1.1386,47.7328
0.5071,54.7961,-1.1366,47.7222
0.5072,54.7838,-1.1347,47.7116
0.5073,54.7716,-1.1327,47.701
0.5074,54.7594,-1.1307,47.6904
0.5075,54.7472,-1.1288,47.6798
0.5076,54.7351,-1.1269,47.6692
0.5077,54.7229,-1.1249,47.6587
0.5078,54.7108,-1.123,47.6481
0.5079,54.6986,-1.1211,47.6376
0.508,54.6865,-1.1192,47.6271
0.5081,54.6744,-1.1173,47.6165
0.5082,54.6623,-1.1155,47.606
0.5083,54.6502,-1.1136,47.5956
0.5084,54.6382,-1.1117,47.5851
0.5085,54.6261,-1.1099,47.5746
0.5086,54.6141,-1.1081,47.5642
0.5087,54.602,-1.1062,47.5538
0.5088,54.59,-1.1044,47.5433
0.5089,54.578,-1.1026,47.5329
0.509,54.566,-1.1008,47.5226
0.5091,54.554,-1.099,47.5122
0.5092,54.542,-1.0973,47.5018
0.5093,54.5301,-1.0955,47.4915
0.5094,54.5181,-1.0938,47.4812
0.5095,54.5062,-1.092,47.4708
0.5096,54.4943,-1.0903,47.4605
0.5097,54.4823,-1.0886,47.4503
0.5098,54.4704,-1.0869,47.44
0.5099,54.4585,-1.0852,47.4298
0.51,54.4466,-1.0835,47.4195
0.5101,54.4348,-1.0818,47.4093
0.5102,54.4229,-1.0801,47.3991
0.5103,54.411,-1.0785,47.3889
0.5104,54.3992,-1.0768,47.3788
0.5105,54.3873,-1.0752,47.3686
0.5106,54.3755,-1.0736,47.3585
0.5107,54.3637,-1.072,47.3484
0.5108,54.3518,-1.0704,47.3384
0.5109,54.34,-1.0688,47.3283
0.511,54.3282,-1.0672,47.3183
0.5111,54.3164,-1.0657,47.3082
0.5112,54.3046,-1.0641,47.2982
0.5113,54.2929,-1.0626,47.2883
0.5114,54.2811,-1.0611,47.2783
0.5115,54.2693,-1.0596,47.2684
0.5116,54.2576,-1.0581,47.2585
0.5117,54.2458,-1.0566,47.2486
0.5118,54.2341,-1.0551,47.2387
0.5119,54.2224,-1.0537,47.2289
0.512,54.2107,-1.0522,47.219
0.5121,54.199,-1.0508,47.2092
0.5122,54.1873,-1.0494,47.1995
0.5123,54.1756,-1.048,47.1897
0.5124,54.1639,-1.0466,47.18
0.5125,54.1523,-1.0452,47.1703
0.5126,54.1406,-1.0438,47.1606
0.5127,54.129,-1.0425,47.1509
0.5128,54.1174,-1.0412,47.1413
0.5129,54.1058,-1.0398,47.1317
0.513,54.0942,-1.0385,47.1221
0.5131,54.0826,-1.0372,47.1125
0.5132,54.071,-1.036,47.103
0.5133,54.0595,-1.0347,47.0934
0.5134,54.0479,-1.0334,47.0839
0.5135,54.0364,-1.0322,47.0744
0.5136,54.0249,-1.031,47.065
0.5137,54.0135,-1.0298,47.0555
0.5138,54.002,-1.0286,47.0461
0.5139,53.9906,-1.0274,47.0367
0.514,53.9792,-1.0262,47.0274
0.5141,53.9678,-1.025,47.018
0.5142,53.9564,-1.0239,47.0087
0.5143,53.945,-1.0228,46.9993
0.5144,53.9337,-1.0217,46.9901
0.5145,53.9224,-1.0205,46.9808
0.5146,53.9111,-1.0195,46.9715
0.5147,53.8999,-1.0184,46.9623
0.5148,53.8887,-1.0173,46.9531
0.5149,53.8775,-1.0163,46.9439
0.515,53.8663,-1.0152,46.9347
0.5151,53.8552,-1.0142,46.9255
0.5152,53.8441,-1.0132,46.9163
0.5153,53.833,-1.0122,46.9072
0.5154,53.822,-1.0112,46.8981
0.5155,53.811,-1.0102,46.889
0.5156,53.8,-1.0092,46.8799
0.5157,53.7891,-1.0083,46.8708
0.5158,53.7782,-1.0073,46.8618
0.5159,53.7674,-1.0064,46.8527
0.516,53.7566,-1.0055,46.8437
0.5161,53.7458,-1.0045,46.8347
0.5162,53.735,-1.0036,46.8257
0.5163,53.7244,-1.0027,46.8167
0.5164,53.7137,-1.0019,46.8077
0.5165,53.7031,-1.001,46.7987
0.5166,53.6925,-1.0001,46.7898
0.5167,53.682,-0.99927,46.7808
0.5168,53.6715,-0.99843,46.7719
0.5169,53.6611,-0.9976,46.7629
0.517,53.6507,-0.99677,46.754
0.5171,53.6403,-0.99596,46.7451
0.5172,53.63,-0.99516,46.7362
0.5173,53.6198,-0.99436,46.7273
0.5174,53.6096,-0.99358,46.7185
0.5175,53.5994,-0.9928,46.7096
0.5176,53.5893,-0.99203,46.7008
0.5177,53.5792,-0.99127,46.6919
0.5178,53.5692,-0.99052,46.6831
0.5179,53.5593,-0.98978,46.6743
0.518,53.5493,-0.98904,46.6654
0.5181,53.5395,-0.98832,46.6566
0.5182,53.5296,-0.9876,46.6478
0.5183,53.5199,-0.9869,46.6391
0.5184,53.5101,-0.9862,46.6303
0.5185,53.5005,-0.98551,46.6215
0.5186,53.4908,-0.98482,46.6128
0.5187,53.4812,-0.98415,46.604
0.5188,53.4717,-0.98348,46.5953
0.5189,53.4622,-0.98283,46.5866
0.519,53.4528,-0.98218,46.5779
0.5191,53.4434,-0.98154,46.5692
0.5192,53.434,-0.98091,46.5605
0.5193,53.4247,-0.98029,46.5518
0.5194,53.4155,-0.97967,46.5431
0.5195,53.4063,-0.97907,46.5345
0.5196,53.3971,-0.97847,46.5259
0.5197,53.388,-0.97789,46.5172
0.5198,53.3789,-0.97731,46.5086
0.5199,53.3699,-0.97674,46.5
0.52,53.3609,-0.97618,46.4915
0.5201,53.352,-0.97563,46.4829
0.5202,53.3431,-0.97509,46.4744
0.5203,53.3342,-0.97456,46.4658
0.5204,53.3254,-0.97404,46.4573
0.5205,53.3167,-0.97353,46.4488
0.5206,53.3079,-0.97303,46.4403
0.5207,53.2993,-0.97254,46.4319
0.5208,53.2906,-0.97206,46.4234
0.5209,53.282,-0.97159,46.415
0.521,53.2735,-0.97113,46.4066
0.5211,53.2649,-0.97069,46.3982
0.5212,53.2565,-0.97025,46.3899
0.5213,53.248,-0.96983,46.3815
0.5214,53.2396,-0.96941,46.3732
0.5215,53.2313,-0.96901,46.3649
0.5216,53.2229,-0.96862,46.3566
0.5217,53.2146,-0.96824,46.3484
0.5218,53.2064,-0.96788,46.3401
0.5219,53.1982,-0.96752,46.3319
0.522,53.19,-0.96718,46.3237
0.5221,53.1819,-0.96685,46.3156
0.5222,53.1738,-0.96653,46.3074
0.5223,53.1657,-0.96623,46.2993
0.5224,53.1577,-0.96594,46.2912
0.5225,53.1498,-0.96566,46.2832
0.5226,53.1418,-0.96539,46.2751
0.5227,53.1339,-0.96514,46.2671
0.5228,53.1261,-0.9649,46.2591
0.5229,53.1182,-0.96467,46.2511
0.523,53.1105,-0.96446,46.2432
0.5231,53.1027,-0.96426,46.2353
0.5232,53.095,-0.96407,46.2274
0.5233,53.0874,-0.9639,46.2195
0.5234,53.0798,-0.96374,46.2117
0.5235,53.0722,-0.96359,46.2039
0.5236,53.0647,-0.96346,46.1961
0.5237,53.0572,-0.96334,46.1883
0.5238,53.0497,-0.96323,46.1805
0.5239,53.0424,-0.96314,46.1728
0.524,53.035,-0.96306,46.1651
0.5241,53.0277,-0.96299,46.1574
0.5242,53.0205,-0.96294,46.1498
0.5243,53.0133,-0.9629,46.1422
0.5244,53.0061,-0.96287,46.1346
0.5245,52.999,-0.96286,46.127
0.5246,52.992,-0.96286,46.1194
0.5247,52.985,-0.96287,46.1119
0.5248,52.9781,-0.96289,46.1043
0.5249,52.9712,-0.96293,46.0968
0.525,52.9644,-0.96298,46.0894
0.5251,52.9576,-0.96305,46.0819
0.5252,52.9509,-0.96312,46.0745
0.5253,52.9443,-0.96321,46.0671
0.5254,52.9377,-0.96331,46.0596
0.5255,52.9312,-0.96342,46.0523
0.5256,52.9247,-0.96354,46.0449
0.5257,52.9184,-0.96367,46.0375
0.5258,52.912,-0.96382,46.0302
0.5259,52.9058,-0.96397,46.0229
0.526,52.8996,-0.96414,46.0156
0.5261,52.8935,-0.96432,46.0083
0.5262,52.8875,-0.96451,46.001
0.5263,52.8815,-0.96471,45.9938
0.5264,52.8756,-0.96491,45.9865
0.5265,52.8698,-0.96513,45.9793
0.5266,52.8641,-0.96536,45.9721
0.5267,52.8584,-0.9656,45.9649
0.5268,52.8529,-0.96585,45.9577
0.5269,52.8474,-0.9661,45.9505
0.527,52.8419,-0.96637,45.9433
0.5271,52.8366,-0.96664,45.9362
0.5272,52.8313,-0.96692,45.929
0.5273,52.8262,-0.96721,45.9219
0.5274,52.8211,-0.96751,45.9147
0.5275,52.8161,-0.96782,45.9076
0.5276,52.8112,-0.96814,45.9005
0.5277,52.8063,-0.96846,45.8934
0.5278,52.8016,-0.96879,45.8863
0.5279,52.7969,-0.96913,45.8792
0.528,52.7923,-0.96948,45.8721
0.5281,52.7878,-0.96983,45.8651
0.5282,52.7834,-0.97019,45.858
0.5283,52.7791,-0.97056,45.8509
0.5284,52.7749,-0.97093,45.8439
0.5285,52.7707,-0.97132,45.8369
0.5286,52.7667,-0.97171,45.8298
0.5287,52.7627,-0.9721,45.8228
0.5288,52.7588,-0.97251,45.8158
0.5289,52.755,-0.97292,45.8088
0.529,52.7513,-0.97333,45.8018
0.5291,52.7477,-0.97376,45.7948
0.5292,52.7442,-0.97419,45.7879
0.5293,52.7407,-0.97463,45.7809
0.5294,52.7373,-0.97507,45.7739
0.5295,52.734,-0.97553,45.767
0.5296,52.7308,-0.97599,45.7601
0.5297,52.7277,-0.97645,45.7532
0.5298,52.7247,-0.97693,45.7463
0.5299,52.7217,-0.97741,45.7394
0.53,52.7188,-0.9779,45.7325
0.5301,52.716,-0.9784,45.7256
0.5302,52.7133,-0.9789,45.7188
0.5303,52.7106,-0.97941,45.7119
0.5304,52.7081,-0.97994,45.7051
0.5305,52.7056,-0.98046,45.6983
0.5306,52.7031,-0.981,45.6915
0.5307,52.7008,-0.98155,45.6848
0.5308,52.6985,-0.9821,45.678
0.5309,52.6963,-0.98267,45.6713
0.531,52.6942,-0.98324,45.6646
0.5311,52.6921,-0.98382,45.6579
0.5312,52.6901,-0.98441,45.6512
0.5313,52.6882,-0.98501,45.6445
0.5314,52.6863,-0.98562,45.6379
0.5315,52.6845,-0.98624,45.6313
0.5316,52.6828,-0.98687,45.6247
0.5317,52.6811,-0.98752,45.6181
0.5318,52.6795,-0.98817,45.6116
0.5319,52.678,-0.98883,45.6051
0.532,52.6765,-0.9895,45.5986
0.5321,52.6751,-0.99019,45.5921
0.5322,52.6737,-0.99088,45.5856
0.5323,52.6725,-0.99159,45.5792
0.5324,52.6712,-0.99231,45.5728
0.5325,52.67,-0.99304,45.5665
0.5326,52.6689,-0.99378,45.5601
0.5327,52.6679,-0.99454,45.5538
0.5328,52.6668,-0.99531,45.5475
0.5329,52.6659,-0.99609,45.5413
0.533,52.665,-0.99688,45.5351
0.5331,52.6642,-0.99769,45.5289
0.5332,52.6634,-0.9985,45.5227
0.5333,52.6627,-0.99934,45.5166
0.5334,52.662,-1.0002,45.5104
0.5335,52.6614,-1.001,45.5044
0.5336,52.6608,-1.0019,45.4983
0.5337,52.6603,-1.0028,45.4923
0.5338,52.6599,-1.0037,45.4863
0.5339,52.6595,-1.0046,45.4803
0.534,52.6592,-1.0055,45.4744
0.5341,52.6589,-1.0065,45.4685
0.5342,52.6587,-1.0074,45.4626
0.5343,52.6586,-1.0084,45.4568
0.5344,52.6585,-1.0094,45.451
0.5345,52.6584,-1.0104,45.4452
0.5346,52.6585,-1.0114,45.4394
0.5347,52.6586,-1.0124,45.4337
0.5348,52.6587,-1.0134,45.428
0.5349,52.6589,-1.0145,45.4223
0.535,52.6592,-1.0155,45.4167
0.5351,52.6596,-1.0166,45.4111
0.5352,52.66,-1.0177,45.4055
0.5353,52.6605,-1.0188,45.3999
0.5354,52.661,-1.0199,45.3944
0.5355,52.6617,-1.021,45.3889
0.5356,52.6624,-1.0222,45.3834
0.5357,52.6631,-1.0233,45.3779
0.5358,52.664,-1.0245,45.3725
0.5359,52.6649,-1.0257,45.3671
0.536,52.6659,-1.0269,45.3617
0.5361,52.667,-1.028,45.3563
0.5362,52.6681,-1.0293,45.351
0.5363,52.6694,-1.0305,45.3456
0.5364,52.6707,-1.0317,45.3403
0.5365,52.6721,-1.033,45.335
0.5366,52.6735,-1.0342,45.3298
0.5367,52.6751,-1.0355,45.3245
0.5368,52.6768,-1.0368,45.3193
0.5369,52.6785,-1.038,45.3141
0.537,52.6803,-1.0393,45.3089
0.5371,52.6822,-1.0406,45.3037
0.5372,52.6843,-1.042,45.2986
0.5373,52.6864,-1.0433,45.2934
0.5374,52.6885,-1.0446,45.2883
0.5375,52.6908,-1.046,45.2832
0.5376,52.6932,-1.0473,45.2781
0.5377,52.6957,-1.0487,45.273
0.5378,52.6982,-1.05,45.2679
0.5379,52.7009,-1.0514,45.2629
0.538,52.7037,-1.0528,45.2578
0.5381,52.7065,-1.0542,45.2528
0.5382,52.7095,-1.0556,45.2478
0.5383,52.7125,-1.057,45.2428
0.5384,52.7157,-1.0584,45.2378
0.5385,52.7189,-1.0599,45.2328
0.5386,52.7223,-1.0613,45.2279
0.5387,52.7257,-1.0627,45.2229
0.5388,52.7293,-1.0642,45.218
0.5389,52.7329,-1.0656,45.2131
0.539,52.7367,-1.0671,45.2082
0.5391,52.7405,-1.0685,45.2033
0.5392,52.7444,-1.07,45.1984
0.5393,52.7485,-1.0715,45.1935
0.5394,52.7526,-1.073,45.1887
0.5395,52.7568,-1.0745,45.1838
0.5396,52.7611,-1.076,45.179
0.5397,52.7655,-1.0775,45.1742
0.5398,52.77,-1.079,45.1694
0.5399,52.7746,-1.0805,45.1646
0.54,52.7793,-1.082,45.1598
0.5401,52.7841,-1.0836,45.1551
0.5402,52.789,-1.0851,45.1504
0.5403,52.7939,-1.0867,45.1456
0.5404,52.799,-1.0882,45.1409
0.5405,52.8041,-1.0898,45.1363
0.5406,52.8093,-1.0914,45.1316
0.5407,52.8146,-1.0929,45.127
0.5408,52.82,-1.0945,45.1223
0.5409,52.8254,-1.0961,45.1177
0.541,52.831,-1.0977,45.1132
0.5411,52.8366,-1.0993,45.1086
0.5412,52.8423,-1.1009,45.1041
0.5413,52.848,-1.1026,45.0995
0.5414,52.8538,-1.1042,45.0951
0.5415,52.8598,-1.1058,45.0906
0.5416,52.8657,-1.1075,45.0862
0.5417,52.8718,-1.1092,45.0817
0.5418,52.8779,-1.1108,45.0774
0.5419,52.884,-1.1125,45.073
0.542,52.8903,-1.1142,45.0687
0.5421,52.8966,-1.1159,45.0644
0.5422,52.9029,-1.1176,45.0601
0.5423,52.9093,-1.1194,45.0558
0.5424,52.9158,-1.1211,45.0516
0.5425,52.9223,-1.1228,45.0475
0.5426,52.9289,-1.1246,45.0433
0.5427,52.9355,-1.1264,45.0392
0.5428,52.9422,-1.1281,45.0351
0.5429,52.9489,-1.1299,45.0311
0.543,52.9557,-1.1317,45.0271
0.5431,52.9625,-1.1336,45.0231
0.5432,52.9694,-1.1354,45.0191
0.5433,52.9763,-1.1372,45.0152
0.5434,52.9833,-1.1391,45.0114
0.5435,52.9903,-1.141,45.0075
0.5436,52.9973,-1.1428,45.0037
0.5437,53.0044,-1.1447,45
0.5438,53.0116,-1.1467,44.9963
0.5439,53.0188,-1.1486,44.9926
0.544,53.026,-1.1505,44.9889
0.5441,53.0332,-1.1525,44.9853
0.5442,53.0406,-1.1544,44.9817
0.5443,53.0479,-1.1564,44.9782
0.5444,53.0553,-1.1584,44.9747
0.5445,53.0627,-1.1604,44.9713
0.5446,53.0702,-1.1624,44.9678
0.5447,53.0777,-1.1645,44.9645
0.5448,53.0852,-1.1665,44.9611
0.5449,53.0928,-1.1686,44.9578
0.545,53.1005,-1.1707,44.9546
0.5451,53.1081,-1.1728,44.9513
0.5452,53.1158,-1.1749,44.9481
0.5453,53.1236,-1.177,44.945
0.5454,53.1314,-1.1791,44.9419
0.5455,53.1393,-1.1813,44.9388
0.5456,53.1472,-1.1835,44.9357
0.5457,53.1551,-1.1856,44.9327
0.5458,53.1631,-1.1878,44.9298
0.5459,53.1711,-1.19,44.9268
0.546,53.1792,-1.1923,44.9239
0.5461,53.1874,-1.1945,44.921
0.5462,53.1956,-1.1967,44.9182
0.5463,53.2038,-1.199,44.9154
0.5464,53.2121,-1.2013,44.9126
0.5465,53.3574,-1.2062,44.9342
0.5466,53.3669,-1.2083,44.9308
0.5467,53.3764,-1.2104,44.9275
0.5468,53.386,-1.2125,44.9242
0.5469,53.3957,-1.2146,44.921
0.547,53.4054,-1.2167,44.9177
0.5471,53.4151,-1.2188,44.9145
0.5472,53.425,-1.221,44.9113
0.5473,53.4348,-1.2231,44.9081
0.5474,53.4447,-1.2253,44.905
0.5475,53.4547,-1.2274,44.9019
0.5476,53.4648,-1.2296,44.8988
0.5477,53.4748,-1.2318,44.8958
0.5478,53.485,-1.234,44.8927
0.5479,53.4952,-1.2362,44.8897
0.548,53.5054,-1.2384,44.8867
0.5481,53.5157,-1.2406,44.8838
0.5482,53.526,-1.2428,44.8809
0.5483,53.5364,-1.245,44.878
0.5484,53.5468,-1.2473,44.8751
0.5485,53.5573,-1.2495,44.8723
0.5486,53.5678,-1.2518,44.8694
0.5487,53.5784,-1.254,44.8666
0.5488,53.589,-1.2563,44.8639
0.5489,53.5996,-1.2586,44.8611
0.549,53.6104,-1.2609,44.8584
0.5491,53.6211,-1.2632,44.8557
0.5492,53.6319,-1.2655,44.853
0.5493,53.6427,-1.2678,44.8504
0.5494,53.6536,-1.2702,44.8478
0.5495,53.6646,-1.2725,44.8452
0.5496,53.6755,-1.2748,44.8426
0.5497,53.6866,-1.2772,44.8401
0.5498,53.6976,-1.2796,44.8376
0.5499,53.7087,-1.282,44.8351
0.55,53.7199,-1.2843,44.8326
0.5501,53.7311,-1.2867,44.8302
0.5502,53.7423,-1.2892,44.8278
0.5503,53.7536,-1.2916,44.8254
0.5504,53.7649,-1.294,44.8231
0.5505,53.7762,-1.2965,44.8207
0.5506,53.7876,-1.2989,44.8184
0.5507,53.7991,-1.3014,44.8161
0.5508,53.8106,-1.3038,44.8139
0.5509,53.8221,-1.3063,44.8117
0.551,53.8336,-1.3088,44.8095
0.5511,53.8453,-1.3113,44.8073
0.5512,53.8569,-1.3139,44.8051
0.5513,53.8686,-1.3164,44.803
0.5514,53.8803,-1.3189,44.8009
0.5515,53.8921,-1.3215,44.7989
0.5516,53.9039,-1.3241,44.7968
0.5517,53.9158,-1.3266,44.7948
0.5518,53.9277,-1.3292,44.7928
0.5519,53.9396,-1.3318,44.7909
0.552,53.9516,-1.3344,44.789
0.5521,53.9636,-1.3371,44.7871
0.5522,53.9756,-1.3397,44.7852
0.5523,53.9877,-1.3423,44.7833
0.5524,53.9999,-1.345,44.7815
0.5525,54.012,-1.3477,44.7797
0.5526,54.0243,-1.3504,44.778
0.5527,54.0365,-1.3531,44.7763
0.5528,54.0488,-1.3558,44.7746
0.5529,54.0612,-1.3585,44.7729
0.553,54.0735,-1.3612,44.7713
0.5531,54.0859,-1.364,44.7697
0.5532,54.0984,-1.3667,44.7681
0.5533,54.1109,-1.3695,44.7665
0.5534,54.1234,-1.3723,44.765
0.5535,54.136,-1.3751,44.7635
0.5536,54.1486,-1.3779,44.7621
0.5537,54.1613,-1.3807,44.7607
0.5538,54.174,-1.3835,44.7593
0.5539,54.1867,-1.3864,44.7579
0.554,54.1994,-1.3892,44.7566
0.5541,54.2122,-1.3921,44.7553
0.5542,54.2251,-1.3949,44.754
0.5543,54.2379,-1.3978,44.7528
0.5544,54.2509,-1.4007,44.7516
0.5545,54.2638,-1.4036,44.7504
0.5546,54.2768,-1.4065,44.7493
0.5547,54.2898,-1.4095,44.7482
0.5548,54.3028,-1.4124,44.7471
0.5549,54.3159,-1.4154,44.7461
0.555,54.329,-1.4183,44.7451
0.5551,54.3422,-1.4213,44.7441
0.5552,54.3554,-1.4243,44.7431
0.5553,54.3686,-1.4273,44.7422
0.5554,54.3818,-1.4303,44.7414
0.5555,54.3951,-1.4333,44.7405
0.5556,54.4084,-1.4363,44.7397
0.5557,54.4218,-1.4394,44.739
0.5558,54.4351,-1.4424,44.7382
0.5559,54.4485,-1.4455,44.7375
0.556,54.462,-1.4486,44.7369
0.5561,54.4754,-1.4516,44.7362
0.5562,54.4889,-1.4547,44.7356
0.5563,54.5024,-1.4578,44.7351
0.5564,54.5159,-1.4609,44.7345
0.5565,54.5295,-1.464,44.734
0.5566,54.5431,-1.4672,44.7336
0.5567,54.5567,-1.4703,44.7331
0.5568,54.5703,-1.4735,44.7327
0.5569,54.584,-1.4766,44.7324
0.557,54.5977,-1.4798,44.7321
0.5571,54.6114,-1.483,44.7318
0.5572,54.6251,-1.4861,44.7315
0.5573,54.6388,-1.4893,44.7313
0.5574,54.6526,-1.4925,44.7311
0.5575,54.6664,-1.4957,44.7309
0.5576,54.6802,-1.499,44.7308
0.5577,54.694,-1.5022,44.7307
0.5578,54.7078,-1.5054,44.7307
0.5579,54.7217,-1.5087,44.7307
0.558,54.7355,-1.5119,44.7307
0.5581,54.7494,-1.5152,44.7307
0.5582,54.7633,-1.5185,44.7308
0.5583,54.7772,-1.5218,44.7309
0.5584,54.7911,-1.525,44.7311
0.5585,54.8051,-1.5283,44.7313
0.5586,54.819,-1.5317,44.7315
0.5587,54.833,-1.535,44.7317
0.5588,54.8469,-1.5383,44.732
0.5589,54.8609,-1.5416,44.7323
0.559,54.8749,-1.545,44.7327
0.5591,54.8889,-1.5483,44.7331
0.5592,54.9029,-1.5517,44.7335
0.5593,54.917,-1.5551,44.7339
0.5594,54.931,-1.5585,44.7344
0.5595,54.945,-1.5619,44.735
0.5596,54.9591,-1.5653,44.7355
0.5597,54.9731,-1.5687,44.7361
0.5598,54.9872,-1.5721,44.7367
0.5599,55.0012,-1.5755,44.7374
0.56,55.0153,-1.579,44.7381
0.5601,55.0294,-1.5824,44.7388
0.5602,55.0435,-1.5859,44.7396
0.5603,55.0575,-1.5894,44.7404
0.5604,55.0716,-1.5929,44.7412
0.5605,55.0857,-1.5964,44.742
0.5606,55.0998,-1.5999,44.7429
0.5607,55.1139,-1.6034,44.7439
0.5608,55.128,-1.6069,44.7448
0.5609,55.1421,-1.6104,44.7458
0.561,55.1562,-1.614,44.7469
0.5611,55.1704,-1.6176,44.7479
0.5612,55.1845,-1.6211,44.749
0.5613,55.1986,-1.6247,44.7502
0.5614,55.2127,-1.6283,44.7513
0.5615,55.2268,-1.6319,44.7526
0.5616,55.2409,-1.6355,44.7538
0.5617,55.2551,-1.6392,44.7551
0.5618,55.2692,-1.6428,44.7564
0.5619,55.2833,-1.6464,44.7577
0.562,55.2974,-1.6501,44.7591
0.5621,55.3116,-1.6538,44.7605
0.5622,55.3257,-1.6575,44.762
0.5623,55.3398,-1.6612,44.7635
0.5624,55.354,-1.6649,44.765
0.5625,55.3681,-1.6686,44.7666
0.5626,55.3822,-1.6724,44.7682
0.5627,55.3964,-1.6761,44.7698
0.5628,55.4105,-1.6799,44.7715
0.5629,55.4246,-1.6836,44.7732
0.563,55.4388,-1.6874,44.7749
0.5631,55.4529,-1.6912,44.7767
0.5632,55.467,-1.695,44.7785
0.5633,55.4812,-1.6989,44.7804
0.5634,55.4953,-1.7027,44.7823
0.5635,55.5094,-1.7066,44.7842
0.5636,55.5236,-1.7104,44.7862
0.5637,55.5377,-1.7143,44.7882
0.5638,55.5519,-1.7182,44.7902
0.5639,55.566,-1.7221,44.7923
0.564,55.5801,-1.726,44.7944
0.5641,55.5943,-1.7299,44.7966
0.5642,55.6084,-1.7338,44.7988
0.5643,55.6226,-1.7378,44.801
0.5644,55.6367,-1.7417,44.8033
0.5645,55.6509,-1.7457,44.8056
0.5646,55.665,-1.7497,44.8079
0.5647,55.6792,-1.7537,44.8103
0.5648,55.6933,-1.7577,44.8127
0.5649,55.7075,-1.7617,44.8152
0.565,55.7216,-1.7657,44.8177
0.5651,55.7358,-1.7698,44.8202
0.5652,55.7499,-1.7738,44.8228
0.5653,55.7641,-1.7779,44.8254
0.5654,55.7783,-1.7819,44.828
0.5655,55.7924,-1.786,44.8307
0.5656,55.8066,-1.7901,44.8334
0.5657,55.8207,-1.7942,44.8362
0.5658,55.8349,-1.7983,44.839
0.5659,55.6557,-1.8348,44.9569
0.566,55.6698,-1.839,44.9606
0.5661,55.6839,-1.8432,44.9643
0.5662,55.698,-1.8475,44.9681
0.5663,55.7121,-1.8517,44.9719
0.5664,55.7261,-1.8559,44.9757
0.5665,55.7401,-1.8602,44.9796
0.5666,55.7541,-1.8645,44.9835
0.5667,55.7681,-1.8688,44.9875
