时间/s,基波幅值(有效值)/V,基波相角/rad, ,谐波频率/Hz,谐波幅值(有效值)/V
0.0739,59.3762,-2.0326,,,
0.074,59.3759,-2.0332,,,
0.0741,59.3756,-2.0338,,,
0.0742,59.3753,-2.0343,,,
0.0743,59.3751,-2.0349,,,
0.0744,59.3748,-2.0355,,,
0.0745,59.3745,-2.0361,,,
0.0746,59.3743,-2.0367,,,
0.0747,59.374,-2.0373,,,
0.0748,59.3738,-2.0379,,,
0.0749,59.3735,-2.0385,,,
0.075,59.3733,-2.0391,,,
0.0751,59.373,-2.0397,,,
0.0752,59.3728,-2.0403,,,
0.0753,59.3726,-2.0409,,,
0.0754,59.3724,-2.0415,,,
0.0755,59.3721,-2.0421,,,
0.0756,59.3719,-2.0427,,,
0.0757,59.3718,-2.0433,,,
0.0758,59.3716,-2.0439,,,
0.0759,59.3714,-2.0445,,,
0.076,59.3713,-2.0451,,,
0.0761,59.3711,-2.0457,,,
0.0762,59.371,-2.0463,,,
0.0763,59.3709,-2.0468,,,
0.0764,59.3708,-2.0474,,,
0.0765,59.3707,-2.048,,,
0.0766,59.3706,-2.0486,,,
0.0767,59.3705,-2.0492,,,
0.0768,59.3705,-2.0498,,,
0.0769,59.3704,-2.0504,,,
0.077,59.3704,-2.0509,,,
0.0771,59.3704,-2.0515,,,
0.0772,59.3704,-2.0521,,,
0.0773,59.3704,-2.0527,,,
0.0774,59.3705,-2.0532,,,
0.0775,59.3705,-2.0538,,,
0.0776,59.3706,-2.0544,,,
0.0777,59.3707,-2.0549,,,
0.0778,59.3707,-2.0555,,,
0.0779,59.3708,-2.0561,,,
0.078,59.371,-2.0566,,,
0.0781,59.3711,-2.0572,,,
0.0782,59.3712,-2.0577,,,
0.0783,59.3714,-2.0583,,,
0.0784,59.3715,-2.0588,,,
0.0785,59.3717,-2.0594,,,
0.0786,59.3719,-2.0599,,,
0.0787,59.3721,-2.0605,,,
0.0788,59.3723,-2.061,,,
0.0789,59.3725,-2.0615,,,
0.079,59.3727,-2.0621,,,
0.0791,59.3729,-2.0626,,,
0.0792,59.3732,-2.0632,,,
0.0793,59.3734,-2.0637,,,
0.0794,59.3737,-2.0642,,,
0.0795,59.3739,-2.0648,,,
0.0796,59.3742,-2.0653,,,
0.0797,59.3744,-2.0658,,,
0.0798,59.3747,-2.0664,,,
0.0799,59.375,-2.0669,,,
0.08,59.3752,-2.0674,,,
0.0801,59.3755,-2.068,,,
0.0802,59.3758,-2.0685,,,
0.0803,59.376,-2.069,,,
0.0804,59.3763,-2.0695,,,
0.0805,59.3766,-2.0701,,,
0.0806,59.3768,-2.0706,,,
0.0807,59.3771,-2.0711,,,
0.0808,59.3773,-2.0717,,,
0.0809,59.3776,-2.0722,,,
0.081,59.3778,-2.0728,,,
0.0811,59.3781,-2.0733,,,
0.0812,59.3783,-2.0738,,,
0.0813,59.3785,-2.0744,,,
0.0814,59.3788,-2.0749,,,
0.0815,59.379,-2.0755,,,
0.0816,59.3792,-2.076,,,
0.0817,59.3794,-2.0766,,,
0.0818,59.3796,-2.0772,,,
0.0819,59.3798,-2.0777,,,
0.082,59.3799,-2.0783,,,
0.0821,59.3801,-2.0788,,,
0.0822,59.3803,-2.0794,,,
0.0823,59.3804,-2.08,,,
0.0824,59.3806,-2.0806,,,
0.0825,59.3807,-2.0811,,,
0.0826,59.3808,-2.0817,,,
0.0827,59.3809,-2.0823,,,
0.0828,59.381,-2.0829,,,
0.0829,59.3811,-2.0835,,,
0.083,59.3812,-2.0841,,,
0.0831,59.3813,-2.0847,,,
0.0832,59.3814,-2.0853,,,
0.0833,59.3815,-2.0859,,,
0.0834,59.3815,-2.0865,,,
0.0835,59.3816,-2.0871,,,
0.0836,59.3816,-2.0877,,,
0.0837,59.3817,-2.0883,,,
0.0838,59.3817,-2.0889,,,
0.0839,59.3817,-2.0896,,,
0.084,59.3818,-2.0902,,,
0.0841,59.3818,-2.0908,,,
0.0842,59.3818,-2.0914,,,
0.0843,59.3818,-2.0921,,,
0.0844,59.3818,-2.0927,,,
0.0845,59.3818,-2.0933,,,
0.0846,59.3819,-2.094,,,
0.0847,59.3819,-2.0946,,,
0.0848,59.3819,-2.0952,,,
0.0849,59.3819,-2.0959,,,
0.085,59.3819,-2.0965,,,
0.0851,59.3819,-2.0972,,,
0.0852,59.3819,-2.0978,,,
0.0853,59.3819,-2.0984,,,
0.0854,59.382,-2.0991,,,
0.0855,59.382,-2.0997,,,
0.0856,59.382,-2.1004,,,
0.0857,59.3821,-2.101,,,
0.0858,59.3821,-2.1017,,,
0.0859,59.3822,-2.1023,,,
0.086,59.3822,-2.103,,,
0.0861,59.3823,-2.1036,,,
0.0862,59.3823,-2.1043,,,
0.0863,59.3824,-2.1049,,,
0.0864,59.3825,-2.1055,,,
0.0865,59.3826,-2.1062,,,
0.0866,59.3827,-2.1068,,,
0.0867,59.3828,-2.1075,,,
0.0868,59.383,-2.1081,,,
0.0869,59.3831,-2.1087,,,
0.087,59.3833,-2.1094,,,
0.0871,59.3834,-2.11,,,
0.0872,59.3836,-2.1106,,,
0.0873,59.3838,-2.1113,,,
0.0874,59.384,-2.1119,,,
0.0875,59.3842,-2.1125,,,
0.0876,59.3844,-2.1131,,,
0.0877,59.3846,-2.1138,,,
0.0878,59.3849,-2.1144,,,
0.0879,59.3852,-2.115,,,
0.088,59.3854,-2.1156,,,
0.0881,59.3857,-2.1162,,,
0.0882,59.386,-2.1168,,,
0.0883,59.3863,-2.1174,,,
0.0884,59.3866,-2.118,,,
0.0885,59.3869,-2.1187,,,
0.0886,59.3873,-2.1193,,,
0.0887,59.3876,-2.1199,,,
0.0888,59.388,-2.1205,,,
0.0889,59.3883,-2.1211,,,
0.089,59.3887,-2.1217,,,
0.0891,59.3891,-2.1222,,,
0.0892,59.3895,-2.1228,,,
0.0893,59.3899,-2.1234,,,
0.0894,59.3903,-2.124,,,
0.0895,59.3907,-2.1246,,,
0.0896,59.3911,-2.1252,,,
0.0897,59.3915,-2.1258,,,
0.0898,59.3919,-2.1264,,,
0.0899,59.3924,-2.127,,,
0.09,59.3928,-2.1275,,,
0.0901,59.3932,-2.1281,,,
0.0902,59.3937,-2.1287,,,
0.0903,59.3941,-2.1293,,,
0.0904,59.3945,-2.1299,,,
0.0905,59.395,-2.1305,,,
0.0906,59.3954,-2.1311,,,
0.0907,59.3958,-2.1317,,,
0.0908,59.3963,-2.1323,,,
0.0909,59.3967,-2.1329,,,
0.091,59.3971,-2.1334,,,
0.0911,59.3976,-2.134,,,
0.0912,59.398,-2.1346,,,
0.0913,59.3984,-2.1352,,,
0.0914,59.3988,-2.1358,,,
0.0915,59.3992,-2.1365,,,
0.0916,59.3996,-2.1371,,,
0.0917,59.4,-2.1377,,,
0.0918,59.4004,-2.1383,,,
0.0919,59.4008,-2.1389,,,
0.092,59.4012,-2.1395,,,
0.0921,59.4016,-2.1402,,,
0.0922,59.4019,-2.1408,,,
0.0923,59.4023,-2.1414,,,
0.0924,59.4026,-2.142,,,
0.0925,59.403,-2.1427,,,
0.0926,59.4033,-2.1433,,,
0.0927,59.4037,-2.144,,,
0.0928,59.404,-2.1446,,,
0.0929,59.4043,-2.1452,,,
0.093,59.4046,-2.1459,,,
0.0931,59.4049,-2.1466,,,
0.0932,59.4052,-2.1472,,,
0.0933,59.4055,-2.1479,,,
0.0934,59.4058,-2.1485,,,
0.0935,59.4061,-2.1492,,,
0.0936,59.4063,-2.1499,,,
0.0937,59.4066,-2.1505,,,
0.0938,59.4069,-2.1512,,,
0.0939,59.4071,-2.1519,,,
0.094,59.4074,-2.1526,,,
0.0941,59.4076,-2.1533,,,
0.0942,59.4079,-2.154,,,
0.0943,59.4081,-2.1546,,,
0.0944,59.4084,-2.1553,,,
0.0945,59.4086,-2.156,,,
0.0946,59.4089,-2.1567,,,
0.0947,59.4091,-2.1574,,,
0.0948,59.4094,-2.1581,,,
0.0949,59.4096,-2.1588,,,
0.095,59.4099,-2.1595,,,
0.0951,59.4101,-2.1602,,,
0.0952,59.4104,-2.1609,,,
0.0953,59.4106,-2.1616,,,
0.0954,59.4109,-2.1623,,,
0.0955,59.4112,-2.163,,,
0.0956,59.4114,-2.1638,,,
0.0957,59.4117,-2.1645,,,
0.0958,59.412,-2.1652,,,
0.0959,59.4123,-2.1659,,,
0.096,59.4126,-2.1666,,,
0.0961,59.4129,-2.1673,,,
0.0962,59.4132,-2.168,,,
0.0963,59.4136,-2.1687,,,
0.0964,59.4139,-2.1694,,,
0.0965,59.4142,-2.1701,,,
0.0966,59.4146,-2.1708,,,
0.0967,59.415,-2.1715,,,
0.0968,59.4153,-2.1722,,,
0.0969,59.4157,-2.1729,,,
0.097,59.4161,-2.1736,,,
0.0971,59.4165,-2.1743,,,
0.0972,59.417,-2.175,,,
0.0973,59.4174,-2.1757,,,
0.0974,59.4179,-2.1764,,,
0.0975,59.4183,-2.177,,,
0.0976,59.4188,-2.1777,,,
0.0977,59.4193,-2.1784,,,
0.0978,59.4198,-2.1791,,,
0.0979,59.4203,-2.1798,,,
0.098,59.4208,-2.1804,,,
0.0981,59.4214,-2.1811,,,
0.0982,59.4219,-2.1818,,,
0.0983,59.4225,-2.1824,,,
0.0984,59.4231,-2.1831,,,
0.0985,59.4237,-2.1838,,,
0.0986,59.4243,-2.1844,,,
0.0987,59.4249,-2.1851,,,
0.0988,59.4255,-2.1857,,,
0.0989,59.4261,-2.1864,,,
0.099,59.4267,-2.187,,,
0.0991,59.4274,-2.1877,,,
0.0992,59.428,-2.1883,,,
0.0993,59.4287,-2.189,,,
0.0994,59.4294,-2.1896,,,
0.0995,59.43,-2.1902,,,
0.0996,59.4307,-2.1909,,,
0.0997,59.4314,-2.1915,,,
0.0998,59.4321,-2.1921,,,
0.0999,59.4327,-2.1928,,,
0.1,59.4334,-2.1934,,,
0.1001,59.4341,-2.194,,,
0.1002,59.4348,-2.1947,,,
0.1003,59.4355,-2.1953,,,
0.1004,59.4362,-2.1959,,,
0.1005,59.4368,-2.1965,,,
0.1006,59.4375,-2.1972,,,
0.1007,59.4382,-2.1978,,,
0.1008,59.4389,-2.1984,,,
0.1009,59.4396,-2.199,,,
0.101,59.4402,-2.1997,,,
0.1011,59.4409,-2.2003,,,
0.1012,59.4415,-2.2009,,,
0.1013,59.4422,-2.2015,,,
0.1014,59.4428,-2.2022,,,
0.1015,59.4434,-2.2028,,,
0.1016,59.444,-2.2034,,,
0.1017,59.4447,-2.2041,,,
0.1018,59.4453,-2.2047,,,
0.1019,59.4458,-2.2053,,,
0.102,59.4464,-2.206,,,
0.1021,59.447,-2.2066,,,
0.1022,59.4475,-2.2072,,,
0.1023,59.4481,-2.2079,,,
0.1024,59.4486,-2.2085,,,
0.1025,59.4491,-2.2092,,,
0.1026,59.4496,-2.2098,,,
0.1027,59.4501,-2.2105,,,
0.1028,59.4506,-2.2111,,,
0.1029,59.4511,-2.2118,,,
0.103,59.4515,-2.2124,,,
0.1031,59.452,-2.2131,,,
0.1032,59.4524,-2.2137,,,
0.1033,59.4528,-2.2144,,,
0.1034,59.4532,-2.2151,,,
0.1035,59.4536,-2.2157,,,
0.1036,59.4539,-2.2164,,,
0.1037,59.4543,-2.2171,,,
0.1038,59.4547,-2.2178,,,
0.1039,59.455,-2.2184,,,
0.104,59.4553,-2.2191,,,
0.1041,59.4556,-2.2198,,,
0.1042,59.4559,-2.2205,,,
0.1043,59.4562,-2.2212,,,
0.1044,59.4565,-2.2219,,,
0.1045,59.4567,-2.2225,,,
0.1046,59.457,-2.2232,,,
0.1047,59.4572,-2.2239,,,
0.1048,59.4575,-2.2246,,,
0.1049,59.4577,-2.2253,,,
0.105,59.4579,-2.226,,,
0.1051,59.4581,-2.2267,,,
0.1052,59.4583,-2.2274,,,
0.1053,59.4585,-2.2281,,,
0.1054,59.4587,-2.2288,,,
0.1055,59.4589,-2.2295,,,
0.1056,59.4591,-2.2302,,,
0.1057,59.4593,-2.2309,,,
0.1058,59.4594,-2.2316,,,
0.1059,59.4596,-2.2323,,,
0.106,59.4598,-2.233,,,
0.1061,59.4599,-2.2337,,,
0.1062,59.4601,-2.2345,,,
0.1063,59.4602,-2.2352,,,
0.1064,59.4604,-2.2359,,,
0.1065,59.4605,-2.2366,,,
0.1066,59.4607,-2.2373,,,
0.1067,59.4608,-2.238,,,
0.1068,59.461,-2.2387,,,
0.1069,59.4611,-2.2394,,,
0.107,59.4613,-2.2401,,,
0.1071,59.4614,-2.2408,,,
0.1072,59.4616,-2.2415,,,
0.1073,59.4617,-2.2422,,,
0.1074,59.4619,-2.2429,,,
0.1075,59.4621,-2.2436,,,
0.1076,59.4622,-2.2442,,,
0.1077,59.4624,-2.2449,,,
0.1078,59.4625,-2.2456,,,
0.1079,59.4627,-2.2463,,,
0.108,59.4629,-2.247,,,
0.1081,59.463,-2.2477,,,
0.1082,59.4632,-2.2484,,,
0.1083,59.4634,-2.249,,,
0.1084,59.4635,-2.2497,,,
0.1085,59.4637,-2.2504,,,
0.1086,59.4639,-2.2511,,,
0.1087,59.464,-2.2517,,,
0.1088,59.4642,-2.2524,,,
0.1089,59.4644,-2.2531,,,
0.109,59.4645,-2.2537,,,
0.1091,59.4647,-2.2544,,,
0.1092,59.4649,-2.2551,,,
0.1093,59.465,-2.2557,,,
0.1094,59.4652,-2.2564,,,
0.1095,59.4653,-2.2571,,,
0.1096,59.4655,-2.2577,,,
0.1097,59.4656,-2.2584,,,
0.1098,59.4657,-2.2591,,,
0.1099,59.4659,-2.2597,,,
0.11,59.466,-2.2604,,,
0.1101,59.4661,-2.261,,,
0.1102,59.4662,-2.2617,,,
0.1103,59.4663,-2.2623,,,
0.1104,59.4664,-2.263,,,
0.1105,59.4664,-2.2637,,,
0.1106,59.4665,-2.2643,,,
0.1107,59.4665,-2.265,,,
0.1108,59.4666,-2.2656,,,
0.1109,59.4666,-2.2663,,,
0.111,59.4666,-2.2669,,,
0.1111,59.4666,-2.2676,,,
0.1112,59.4666,-2.2683,,,
0.1113,59.4665,-2.2689,,,
0.1114,59.4665,-2.2696,,,
0.1115,59.4664,-2.2703,,,
0.1116,59.4663,-2.2709,,,
0.1117,59.4662,-2.2716,,,
0.1118,59.4661,-2.2723,,,
0.1119,59.4659,-2.273,,,
0.112,59.4658,-2.2737,,,
0.1121,59.4656,-2.2743,,,
0.1122,59.4654,-2.275,,,
0.1123,59.4652,-2.2757,,,
0.1124,59.4649,-2.2764,,,
0.1125,59.4647,-2.2771,,,
0.1126,59.4644,-2.2778,,,
0.1127,59.4641,-2.2785,,,
0.1128,59.4637,-2.2792,,,
0.1129,59.4634,-2.2799,,,
0.113,59.463,-2.2807,,,
0.1131,59.4626,-2.2814,,,
0.1132,59.4622,-2.2821,,,
0.1133,59.4618,-2.2828,,,
0.1134,59.4613,-2.2836,,,
0.1135,59.4609,-2.2843,,,
0.1136,59.4604,-2.285,,,
0.1137,59.4599,-2.2858,,,
0.1138,59.4593,-2.2865,,,
0.1139,59.4588,-2.2872,,,
0.114,59.4582,-2.288,,,
0.1141,59.4576,-2.2887,,,
0.1142,59.457,-2.2895,,,
0.1143,59.4564,-2.2902,,,
0.1144,59.4557,-2.291,,,
0.1145,59.4551,-2.2918,,,
0.1146,59.4544,-2.2925,,,
0.1147,59.4537,-2.2933,,,
0.1148,59.453,-2.2941,,,
0.1149,59.4523,-2.2948,,,
0.115,59.4516,-2.2956,,,
0.1151,59.4508,-2.2964,,,
0.1152,59.45,-2.2972,,,
0.1153,59.4493,-2.2979,,,
0.1154,59.4485,-2.2987,,,
0.1155,59.4477,-2.2995,,,
0.1156,59.4469,-2.3003,,,
0.1157,59.4461,-2.3011,,,
0.1158,59.4453,-2.3019,,,
0.1159,59.4444,-2.3027,,,
0.116,59.4436,-2.3034,,,
0.1161,59.4427,-2.3042,,,
0.1162,59.4419,-2.305,,,
0.1163,59.441,-2.3058,,,
0.1164,59.4402,-2.3066,,,
0.1165,59.4393,-2.3074,,,
0.1166,59.4385,-2.3082,,,
0.1167,59.4376,-2.309,,,
0.1168,59.4367,-2.3097,,,
0.1169,59.4359,-2.3105,,,
0.117,59.435,-2.3113,,,
0.1171,59.4341,-2.3121,,,
0.1172,59.4333,-2.3129,,,
0.1173,59.4324,-2.3136,,,
0.1174,59.4315,-2.3144,,,
0.1175,59.4306,-2.3152,,,
0.1176,59.4298,-2.316,,,
0.1177,59.4289,-2.3167,,,
0.1178,59.4281,-2.3175,,,
0.1179,59.4272,-2.3182,,,
0.118,59.4263,-2.319,,,
0.1181,59.4255,-2.3198,,,
0.1182,59.4246,-2.3205,,,
0.1183,59.4238,-2.3213,,,
0.1184,59.4229,-2.322,,,
0.1185,59.4221,-2.3227,,,
0.1186,59.4212,-2.3235,,,
0.1187,59.4204,-2.3242,,,
0.1188,59.4195,-2.3249,,,
0.1189,59.4187,-2.3257,,,
0.119,59.4178,-2.3264,,,
0.1191,59.417,-2.3271,,,
0.1192,59.4162,-2.3278,,,
0.1193,59.4153,-2.3285,,,
0.1194,59.4145,-2.3292,,,
0.1195,59.4136,-2.3299,,,
0.1196,59.4128,-2.3306,,,
0.1197,59.412,-2.3313,,,
0.1198,59.4111,-2.332,,,
0.1199,59.4103,-2.3327,,,
0.12,59.4094,-2.3334,,,
0.1201,59.4086,-2.3341,,,
0.1202,59.4077,-2.3347,,,
0.1203,59.4069,-2.3354,,,
0.1204,59.406,-2.3361,,,
0.1205,59.4051,-2.3367,,,
0.1206,59.4043,-2.3374,,,
0.1207,59.4034,-2.3381,,,
0.1208,59.4025,-2.3387,,,
0.1209,59.4016,-2.3394,,,
0.121,59.4007,-2.34,,,
0.1211,59.3998,-2.3407,,,
0.1212,59.3989,-2.3413,,,
0.1213,59.398,-2.342,,,
0.1214,59.3971,-2.3426,,,
0.1215,59.3962,-2.3432,,,
0.1216,59.3952,-2.3439,,,
0.1217,59.3943,-2.3445,,,
0.1218,59.3933,-2.3452,,,
0.1219,59.3923,-2.3458,,,
0.122,59.3913,-2.3464,,,
0.1221,59.3904,-2.3471,,,
0.1222,59.3894,-2.3477,,,
0.1223,59.3883,-2.3483,,,
0.1224,59.3873,-2.3489,,,
0.1225,59.3863,-2.3496,,,
0.1226,59.3853,-2.3502,,,
0.1227,59.3842,-2.3508,,,
0.1228,59.3831,-2.3514,,,
0.1229,59.3821,-2.3521,,,
0.123,59.381,-2.3527,,,
0.1231,59.3799,-2.3533,,,
0.1232,59.3788,-2.3539,,,
0.1233,59.3777,-2.3545,,,
0.1234,59.3766,-2.3552,,,
0.1235,59.3755,-2.3558,,,
0.1236,59.3743,-2.3564,,,
0.1237,59.3732,-2.357,,,
0.1238,59.372,-2.3576,,,
0.1239,59.3709,-2.3582,,,
0.124,59.3697,-2.3589,,,
0.1241,59.3686,-2.3595,,,
0.1242,59.3674,-2.3601,,,
0.1243,59.3662,-2.3607,,,
0.1244,59.3651,-2.3613,,,
0.1245,59.3639,-2.3619,,,
0.1246,59.3627,-2.3625,,,
0.1247,59.3615,-2.3632,,,
0.1248,59.3604,-2.3638,,,
0.1249,59.3592,-2.3644,,,
0.125,59.358,-2.365,,,
0.1251,59.3568,-2.3656,,,
0.1252,59.3557,-2.3662,,,
0.1253,59.3545,-2.3668,,,
0.1254,59.3534,-2.3674,,,
0.1255,59.3522,-2.368,,,
0.1256,59.3511,-2.3686,,,
0.1257,59.3499,-2.3692,,,
0.1258,59.3488,-2.3698,,,
0.1259,59.3477,-2.3704,,,
0.126,59.3466,-2.371,,,
0.1261,59.3455,-2.3716,,,
0.1262,59.3444,-2.3722,,,
0.1263,59.3434,-2.3728,,,
0.1264,59.3423,-2.3734,,,
0.1265,59.3413,-2.374,,,
0.1266,59.3403,-2.3745,,,
0.1267,59.3393,-2.3751,,,
0.1268,59.3383,-2.3757,,,
0.1269,59.3373,-2.3763,,,
0.127,59.3364,-2.3768,,,
0.1271,59.3355,-2.3774,,,
0.1272,59.3346,-2.378,,,
0.1273,59.3337,-2.3785,,,
0.1274,59.3328,-2.3791,,,
0.1275,59.332,-2.3796,,,
0.1276,59.3312,-2.3802,,,
0.1277,59.3304,-2.3807,,,
0.1278,59.3297,-2.3812,,,
0.1279,59.3289,-2.3818,,,
0.128,59.3282,-2.3823,,,
0.1281,59.3275,-2.3828,,,
0.1282,59.3269,-2.3833,,,
0.1283,59.3263,-2.3838,,,
0.1284,59.3257,-2.3843,,,
0.1285,59.3251,-2.3849,,,
0.1286,59.3246,-2.3854,,,
0.1287,59.324,-2.3859,,,
0.1288,59.3236,-2.3863,,,
0.1289,59.3231,-2.3868,,,
0.129,59.3227,-2.3873,,,
0.1291,59.3223,-2.3878,,,
0.1292,59.3219,-2.3883,,,
0.1293,59.3216,-2.3887,,,
0.1294,59.3212,-2.3892,,,
0.1295,59.321,-2.3897,,,
0.1296,59.3207,-2.3901,,,
0.1297,59.3205,-2.3906,,,
0.1298,59.3203,-2.3911,,,
0.1299,59.3201,-2.3915,,,
0.13,59.32,-2.392,,,
0.1301,59.3198,-2.3924,,,
0.1302,59.3198,-2.3929,,,
0.1303,59.3197,-2.3933,,,
0.1304,59.3196,-2.3937,,,
0.1305,59.3196,-2.3942,,,
0.1306,59.3196,-2.3946,,,
0.1307,59.3197,-2.395,,,
0.1308,59.3197,-2.3955,,,
0.1309,59.3198,-2.3959,,,
0.131,59.3199,-2.3963,,,
0.1311,59.3201,-2.3968,,,
0.1312,59.3202,-2.3972,,,
0.1313,59.3204,-2.3976,,,
0.1314,59.3206,-2.3981,,,
0.1315,59.3208,-2.3985,,,
0.1316,59.3211,-2.3989,,,
0.1317,59.3213,-2.3994,,,
0.1318,59.3216,-2.3998,,,
0.1319,59.3219,-2.4002,,,
0.132,59.3222,-2.4007,,,
0.1321,59.3226,-2.4011,,,
0.1322,59.3229,-2.4015,,,
0.1323,59.3233,-2.402,,,
0.1324,59.3237,-2.4024,,,
0.1325,59.3241,-2.4029,,,
0.1326,59.3245,-2.4033,,,
0.1327,59.325,-2.4038,,,
0.1328,59.3254,-2.4042,,,
0.1329,59.3259,-2.4047,,,
0.133,59.3264,-2.4052,,,
0.1331,59.3269,-2.4056,,,
0.1332,59.3274,-2.4061,,,
0.1333,59.328,-2.4066,,,
0.1334,59.3285,-2.4071,,,
0.1335,59.3291,-2.4075,,,
0.1336,59.3297,-2.408,,,
0.1337,59.3303,-2.4085,,,
0.1338,59.3309,-2.409,,,
0.1339,59.3316,-2.4095,,,
0.134,59.3322,-2.41,,,
0.1341,59.3329,-2.4105,,,
0.1342,59.3336,-2.411,,,
0.1343,59.3343,-2.4115,,,
0.1344,59.335,-2.4121,,,
0.1345,59.3357,-2.4126,,,
0.1346,59.3364,-2.4131,,,
0.1347,59.3372,-2.4136,,,
0.1348,59.338,-2.4142,,,
0.1349,59.3388,-2.4147,,,
0.135,59.3396,-2.4153,,,
0.1351,59.3405,-2.4158,,,
0.1352,59.3413,-2.4164,,,
0.1353,59.3422,-2.4169,,,
0.1354,59.3431,-2.4175,,,
0.1355,59.344,-2.4181,,,
0.1356,59.3449,-2.4186,,,
0.1357,59.3459,-2.4192,,,
0.1358,59.3468,-2.4198,,,
0.1359,59.3478,-2.4204,,,
0.136,59.3488,-2.4209,,,
0.1361,59.3499,-2.4215,,,
0.1362,59.3509,-2.4221,,,
0.1363,59.352,-2.4227,,,
0.1364,59.3531,-2.4233,,,
0.1365,59.3542,-2.4239,,,
0.1366,59.3554,-2.4245,,,
0.1367,59.3565,-2.4251,,,
0.1368,59.3577,-2.4257,,,
0.1369,59.3589,-2.4263,,,
0.137,59.3602,-2.4269,,,
0.1371,59.3614,-2.4275,,,
0.1372,59.3627,-2.4282,,,
0.1373,59.364,-2.4288,,,
0.1374,59.3653,-2.4294,,,
0.1375,59.3667,-2.43,,,
0.1376,59.3681,-2.4306,,,
0.1377,59.3695,-2.4312,,,
0.1378,59.3709,-2.4319,,,
0.1379,59.3723,-2.4325,,,
0.138,59.3738,-2.4331,,,
0.1381,59.3753,-2.4337,,,
0.1382,59.3768,-2.4344,,,
0.1383,59.3783,-2.435,,,
0.1384,59.3799,-2.4356,,,
0.1385,59.3815,-2.4362,,,
0.1386,59.383,-2.4369,,,
0.1387,59.3847,-2.4375,,,
0.1388,59.3863,-2.4381,,,
0.1389,59.3879,-2.4388,,,
0.139,59.3896,-2.4394,,,
0.1391,59.3913,-2.44,,,
0.1392,59.393,-2.4406,,,
0.1393,59.3947,-2.4413,,,
0.1394,59.3964,-2.4419,,,
0.1395,59.3982,-2.4425,,,
0.1396,59.3999,-2.4431,,,
0.1397,59.4017,-2.4438,,,
0.1398,59.4035,-2.4444,,,
0.1399,59.4052,-2.445,,,
0.14,59.407,-2.4457,,,
0.1401,59.4088,-2.4463,,,
0.1402,59.4106,-2.4469,,,
0.1403,59.4124,-2.4476,,,
0.1404,59.4142,-2.4482,,,
0.1405,59.4161,-2.4488,,,
0.1406,59.4179,-2.4495,,,
0.1407,59.4197,-2.4501,,,
0.1408,59.4215,-2.4507,,,
0.1409,59.4233,-2.4514,,,
0.141,59.4251,-2.452,,,
0.1411,59.4269,-2.4526,,,
0.1412,59.4287,-2.4533,,,
0.1413,59.4305,-2.4539,,,
0.1414,59.4322,-2.4546,,,
0.1415,59.434,-2.4552,,,
0.1416,59.4357,-2.4558,,,
0.1417,59.4375,-2.4565,,,
0.1418,59.4392,-2.4571,,,
0.1419,59.4409,-2.4578,,,
0.142,59.4426,-2.4584,,,
0.1421,59.4443,-2.4591,,,
0.1422,59.4459,-2.4598,,,
0.1423,59.4476,-2.4604,,,
0.1424,59.4492,-2.4611,,,
0.1425,59.4508,-2.4618,,,
0.1426,59.4524,-2.4624,,,
0.1427,59.4539,-2.4631,,,
0.1428,59.4554,-2.4638,,,
0.1429,59.4569,-2.4644,,,
0.143,59.4584,-2.4651,,,
0.1431,59.4599,-2.4658,,,
0.1432,59.4613,-2.4665,,,
0.1433,59.4627,-2.4672,,,
0.1434,59.464,-2.4679,,,
0.1435,59.4654,-2.4686,,,
0.1436,59.4667,-2.4693,,,
0.1437,59.4679,-2.47,,,
0.1438,59.4692,-2.4707,,,
0.1439,59.4704,-2.4714,,,
0.144,59.4716,-2.4721,,,
0.1441,59.4727,-2.4728,,,
0.1442,59.4738,-2.4736,,,
0.1443,59.4749,-2.4743,,,
0.1444,59.4759,-2.475,,,
0.1445,59.477,-2.4757,,,
0.1446,59.4779,-2.4765,,,
0.1447,59.4789,-2.4772,,,
0.1448,59.4798,-2.4779,,,
0.1449,59.4807,-2.4787,,,
0.145,59.4815,-2.4794,,,
0.1451,59.4823,-2.4802,,,
0.1452,59.4831,-2.4809,,,
0.1453,59.4838,-2.4816,,,
0.1454,59.4845,-2.4824,,,
0.1455,59.4852,-2.4831,,,
0.1456,59.4858,-2.4839,,,
0.1457,59.4864,-2.4846,,,
0.1458,59.487,-2.4854,,,
0.1459,59.4875,-2.4861,,,
0.146,59.488,-2.4869,,,
0.1461,59.4885,-2.4877,,,
0.1462,59.4889,-2.4884,,,
0.1463,59.4893,-2.4892,,,
0.1464,59.4897,-2.4899,,,
0.1465,59.4901,-2.4907,,,
0.1466,59.4904,-2.4914,,,
0.1467,59.4907,-2.4922,,,
0.1468,59.4909,-2.4929,,,
0.1469,59.4911,-2.4937,,,
0.147,59.4913,-2.4944,,,
0.1471,59.4915,-2.4952,,,
0.1472,59.4916,-2.4959,,,
0.1473,59.4917,-2.4967,,,
0.1474,59.4918,-2.4974,,,
0.1475,59.4918,-2.4982,,,
0.1476,59.4918,-2.4989,,,
0.1477,59.4918,-2.4996,,,
0.1478,59.4918,-2.5004,,,
0.1479,59.4917,-2.5011,,,
0.148,59.4916,-2.5018,,,
0.1481,59.4915,-2.5025,,,
0.1482,59.4913,-2.5033,,,
0.1483,59.4912,-2.504,,,
