时间(微秒),基波幅值(有效值)/V,基波相角/rad,基波频率/Hz, ,谐波频率/Hz,谐波幅值(有效值)/V
753593.75,59.8802,1.9142,49.964,,,
753750,59.88,1.9141,49.9643,,,
753906.25,59.8798,1.9141,49.9647,,,
754062.5,59.8796,1.914,49.9651,,,
754218.75,59.8794,1.9139,49.9655,,,
754375,59.8792,1.9138,49.9659,,,
754531.25,59.879,1.9137,49.9664,,,
754687.5,59.8787,1.9136,49.9669,,,
754843.75,59.8785,1.9135,49.9675,,,
755000,59.8782,1.9134,49.968,,,
755156.25,59.878,1.9132,49.9686,,,
755312.5,59.8778,1.9131,49.9692,,,
755468.75,59.8775,1.9129,49.9697,,,
755625,59.8773,1.9128,49.9703,,,
755781.25,59.8771,1.9126,49.9709,,,
755937.5,59.8769,1.9125,49.9714,,,
756093.75,59.8767,1.9123,49.9719,,,
756250,59.8765,1.9121,49.9724,,,
756406.25,59.8763,1.912,49.9729,,,
756562.5,59.8761,1.9118,49.9734,,,
756718.75,59.876,1.9117,49.9738,,,
756875,59.8758,1.9115,49.9741,,,
757031.25,59.8757,1.9114,49.9744,,,
757187.5,59.8756,1.9112,49.9747,,,
757343.75,59.8756,1.9111,49.9749,,,
757500,59.8755,1.911,49.9751,,,
757656.25,59.8755,1.9109,49.9752,,,
757812.5,59.8755,1.9108,49.9753,,,
757968.75,59.8755,1.9107,49.9753,,,
758125,59.8755,1.9106,49.9752,,,
758281.25,59.8756,1.9105,49.9752,,,
758437.5,59.8756,1.9104,49.975,,,
758593.75,59.8757,1.9104,49.9748,,,
758750,59.8758,1.9104,49.9746,,,
758906.25,59.876,1.9103,49.9743,,,
759062.5,59.8761,1.9103,49.974,,,
759218.75,59.8763,1.9103,49.9737,,,
759375,59.8765,1.9103,49.9733,,,
759531.25,59.8766,1.9104,49.9729,,,
759687.5,59.8768,1.9104,49.9725,,,
759843.75,59.877,1.9104,49.972,,,
760000,59.8772,1.9105,49.9716,,,
760156.25,59.8774,1.9105,49.9711,,,
760312.5,59.8777,1.9106,49.9706,,,
760468.75,59.8779,1.9106,49.9702,,,
760625,59.8781,1.9107,49.9697,,,
760781.25,59.8783,1.9108,49.9693,,,
760937.5,59.8785,1.9108,49.9688,,,
761093.75,59.8787,1.9109,49.9684,,,
761250,59.8788,1.911,49.9681,,,
761406.25,59.879,1.9111,49.9677,,,
761562.5,59.8792,1.9111,49.9674,,,
761718.75,59.8793,1.9112,49.9671,,,
761875,59.8794,1.9113,49.9669,,,
762031.25,59.8795,1.9113,49.9667,,,
762187.5,59.8796,1.9114,49.9666,,,
762343.75,59.8797,1.9114,49.9665,,,
762500,59.8797,1.9114,49.9664,,,
762656.25,59.8798,1.9115,49.9665,,,
762812.5,59.8798,1.9115,49.9665,,,
762968.75,59.8798,1.9115,49.9666,,,
763125,59.8797,1.9115,49.9668,,,
763281.25,59.8797,1.9115,49.967,,,
763437.5,59.8796,1.9114,49.9673,,,
763593.75,59.8795,1.9114,49.9676,,,
763750,59.8794,1.9113,49.968,,,
763906.25,59.8793,1.9113,49.9684,,,
764062.5,59.8791,1.9112,49.9688,,,
764218.75,59.879,1.9111,49.9693,,,
764375,59.8788,1.911,49.9698,,,
764531.25,59.8786,1.9109,49.9703,,,
764687.5,59.8784,1.9108,49.9709,,,
764843.75,59.8782,1.9107,49.9715,,,
765000,59.878,1.9105,49.9721,,,
765156.25,59.8778,1.9104,49.9727,,,
765312.5,59.8776,1.9102,49.9733,,,
765468.75,59.8774,1.9101,49.9739,,,
765625,59.8772,1.9099,49.9744,,,
765781.25,59.877,1.9098,49.975,,,
765937.5,59.8768,1.9096,49.9756,,,
766093.75,59.8765,1.9094,49.9761,,,
766250,59.8764,1.9093,49.9766,,,
766406.25,59.8762,1.9091,49.9771,,,
766562.5,59.876,1.9089,49.9775,,,
766718.75,59.8758,1.9088,49.9779,,,
766875,59.8757,1.9086,49.9783,,,
767031.25,59.8755,1.9085,49.9786,,,
767187.5,59.8754,1.9084,49.9789,,,
767343.75,59.8753,1.9082,49.9791,,,
767500,59.8752,1.9081,49.9792,,,
767656.25,59.8752,1.908,49.9793,,,
767812.5,59.8751,1.9079,49.9794,,,
767968.75,59.8751,1.9078,49.9793,,,
768125,59.8751,1.9077,49.9793,,,
768281.25,59.8751,1.9077,49.9792,,,
768437.5,59.8751,1.9076,49.979,,,
768593.75,59.8751,1.9076,49.9787,,,
768750,59.8752,1.9076,49.9785,,,
768906.25,59.8753,1.9075,49.9782,,,
769062.5,59.8754,1.9075,49.9778,,,
769218.75,59.8754,1.9075,49.9774,,,
769375,59.8756,1.9076,49.977,,,
769531.25,59.8757,1.9076,49.9765,,,
769687.5,59.8758,1.9076,49.976,,,
769843.75,59.8759,1.9077,49.9755,,,
770000,59.8761,1.9077,49.975,,,
770156.25,59.8762,1.9078,49.9745,,,
770312.5,59.8763,1.9079,49.9739,,,
770468.75,59.8765,1.908,49.9734,,,
770625,59.8766,1.908,49.9729,,,
770781.25,59.8767,1.9081,49.9723,,,
770937.5,59.8768,1.9082,49.9718,,,
771093.75,59.8769,1.9083,49.9714,,,
771250,59.877,1.9084,49.9709,,,
771406.25,59.8771,1.9085,49.9705,,,
771562.5,59.8772,1.9086,49.9701,,,
771718.75,59.8772,1.9087,49.9697,,,
771875,59.8773,1.9087,49.9694,,,
772031.25,59.8773,1.9088,49.9691,,,
772187.5,59.8773,1.9089,49.9689,,,
772343.75,59.8773,1.9089,49.9687,,,
772500,59.8772,1.909,49.9686,,,
772656.25,59.8772,1.909,49.9685,,,
772812.5,59.8771,1.9091,49.9685,,,
772968.75,59.877,1.9091,49.9685,,,
773125,59.8769,1.9091,49.9686,,,
773281.25,59.8768,1.9091,49.9687,,,
773437.5,59.8766,1.9091,49.9689,,,
773593.75,59.8765,1.9091,49.9691,,,
773750,59.8763,1.909,49.9694,,,
773906.25,59.8761,1.909,49.9697,,,
774062.5,59.8759,1.9089,49.97,,,
774218.75,59.8756,1.9089,49.9704,,,
774375,59.8754,1.9088,49.9708,,,
774531.25,59.8751,1.9087,49.9713,,,
774687.5,59.8749,1.9086,49.9717,,,
774843.75,59.8746,1.9085,49.9722,,,
775000,59.8744,1.9084,49.9727,,,
775156.25,59.8741,1.9083,49.9732,,,
775312.5,59.8738,1.9081,49.9737,,,
775468.75,59.8736,1.908,49.9742,,,
775625,59.8733,1.9079,49.9748,,,
775781.25,59.873,1.9077,49.9752,,,
775937.5,59.8728,1.9076,49.9757,,,
776093.75,59.8725,1.9074,49.9762,,,
776250,59.8723,1.9073,49.9766,,,
776406.25,59.8721,1.9071,49.977,,,
776562.5,59.8719,1.907,49.9774,,,
776718.75,59.8717,1.9069,49.9777,,,
776875,59.8715,1.9067,49.978,,,
777031.25,59.8713,1.9066,49.9782,,,
777187.5,59.8712,1.9065,49.9784,,,
777343.75,59.8711,1.9064,49.9785,,,
777500,59.871,1.9063,49.9786,,,
777656.25,59.8709,1.9062,49.9786,,,
777812.5,59.8708,1.9061,49.9786,,,
777968.75,59.8708,1.906,49.9785,,,
778125,59.8708,1.9059,49.9784,,,
778281.25,59.8708,1.9059,49.9782,,,
778437.5,59.8708,1.9058,49.978,,,
778593.75,59.8709,1.9058,49.9777,,,
778750,59.8709,1.9058,49.9774,,,
778906.25,59.871,1.9058,49.977,,,
779062.5,59.8711,1.9058,49.9766,,,
779218.75,59.8712,1.9058,49.9761,,,
779375,59.8713,1.9059,49.9757,,,
779531.25,59.8715,1.9059,49.9752,,,
779687.5,59.8716,1.9059,49.9746,,,
779843.75,59.8718,1.906,49.9741,,,
780000,59.872,1.9061,49.9735,,,
780156.25,59.8721,1.9061,49.9729,,,
780312.5,59.8723,1.9062,49.9724,,,
780468.75,59.8725,1.9063,49.9718,,,
780625,59.8727,1.9064,49.9712,,,
780781.25,59.8728,1.9065,49.9707,,,
780937.5,59.873,1.9066,49.9701,,,
781093.75,59.8732,1.9067,49.9696,,,
781250,59.8733,1.9068,49.9691,,,
781406.25,59.8734,1.9069,49.9687,,,
781562.5,59.8736,1.907,49.9683,,,
781718.75,59.8737,1.9071,49.9679,,,
781875,59.8738,1.9071,49.9675,,,
782031.25,59.8739,1.9072,49.9672,,,
782187.5,59.874,1.9073,49.967,,,
782343.75,59.874,1.9074,49.9668,,,
782500,59.8741,1.9074,49.9666,,,
782656.25,59.8741,1.9075,49.9665,,,
782812.5,59.8741,1.9075,49.9665,,,
782968.75,59.8741,1.9075,49.9665,,,
783125,59.874,1.9075,49.9666,,,
783281.25,59.874,1.9075,49.9667,,,
783437.5,59.8739,1.9075,49.9669,,,
783593.75,59.8738,1.9075,49.9671,,,
783750,59.8738,1.9075,49.9673,,,
783906.25,59.8736,1.9074,49.9676,,,
784062.5,59.8735,1.9074,49.968,,,
784218.75,59.8734,1.9073,49.9684,,,
784375,59.8732,1.9072,49.9688,,,
784531.25,59.8731,1.9071,49.9692,,,
784687.5,59.8729,1.907,49.9697,,,
784843.75,59.8728,1.9069,49.9702,,,
785000,59.8726,1.9068,49.9707,,,
785156.25,59.8724,1.9067,49.9712,,,
785312.5,59.8722,1.9066,49.9718,,,
785468.75,59.8721,1.9064,49.9723,,,
785625,59.8719,1.9063,49.9728,,,
785781.25,59.8717,1.9061,49.9733,,,
785937.5,59.8716,1.906,49.9738,,,
786093.75,59.8714,1.9058,49.9743,,,
786250,59.8713,1.9057,49.9747,,,
786406.25,59.8712,1.9055,49.9752,,,
786562.5,59.8711,1.9054,49.9755,,,
786718.75,59.871,1.9052,49.9759,,,
786875,59.8709,1.9051,49.9762,,,
787031.25,59.8708,1.905,49.9765,,,
787187.5,59.8708,1.9048,49.9767,,,
787343.75,59.8708,1.9047,49.9768,,,
787500,59.8708,1.9046,49.9769,,,
787656.25,59.8708,1.9045,49.977,,,
787812.5,59.8708,1.9044,49.977,,,
787968.75,59.8709,1.9043,49.977,,,
788125,59.871,1.9043,49.9769,,,
788281.25,59.8711,1.9042,49.9767,,,
788437.5,59.8712,1.9041,49.9765,,,
788593.75,59.8713,1.9041,49.9763,,,
788750,59.8715,1.9041,49.976,,,
788906.25,59.8717,1.9041,49.9756,,,
789062.5,59.8719,1.9041,49.9753,,,
789218.75,59.8721,1.9041,49.9748,,,
789375,59.8723,1.9041,49.9744,,,
789531.25,59.8725,1.9041,49.9739,,,
789687.5,59.8727,1.9042,49.9734,,,
789843.75,59.873,1.9042,49.9729,,,
790000,59.8732,1.9043,49.9724,,,
790156.25,59.8735,1.9044,49.9719,,,
790312.5,59.8738,1.9044,49.9713,,,
790468.75,59.874,1.9045,49.9708,,,
790625,59.8743,1.9046,49.9703,,,
790781.25,59.8745,1.9047,49.9697,,,
790937.5,59.8747,1.9048,49.9693,,,
791093.75,59.875,1.9049,49.9688,,,
791250,59.8752,1.9049,49.9683,,,
791406.25,59.8754,1.905,49.9679,,,
791562.5,59.8756,1.9051,49.9675,,,
791718.75,59.8758,1.9052,49.9672,,,
791875,59.876,1.9053,49.9669,,,
792031.25,59.8761,1.9053,49.9666,,,
792187.5,59.8762,1.9054,49.9664,,,
792343.75,59.8764,1.9055,49.9663,,,
792500,59.8765,1.9055,49.9662,,,
792656.25,59.8765,1.9055,49.9661,,,
792812.5,59.8766,1.9056,49.9661,,,
792968.75,59.8766,1.9056,49.9662,,,
793125,59.8766,1.9056,49.9663,,,
793281.25,59.8766,1.9056,49.9664,,,
793437.5,59.8766,1.9056,49.9666,,,
793593.75,59.8766,1.9055,49.9669,,,
793750,59.8765,1.9055,49.9672,,,
793906.25,59.8764,1.9054,49.9675,,,
794062.5,59.8763,1.9054,49.9679,,,
794218.75,59.8762,1.9053,49.9683,,,
794375,59.8761,1.9052,49.9688,,,
794531.25,59.876,1.9051,49.9693,,,
794687.5,59.8758,1.905,49.9698,,,
794843.75,59.8757,1.9049,49.9703,,,
795000,59.8755,1.9048,49.9709,,,
795156.25,59.8754,1.9046,49.9714,,,
795312.5,59.8752,1.9045,49.972,,,
795468.75,59.875,1.9043,49.9726,,,
795625,59.8749,1.9042,49.9731,,,
795781.25,59.8747,1.904,49.9737,,,
795937.5,59.8745,1.9039,49.9742,,,
796093.75,59.8744,1.9037,49.9747,,,
796250,59.8742,1.9036,49.9752,,,
796406.25,59.8741,1.9034,49.9756,,,
796562.5,59.874,1.9033,49.9761,,,
796718.75,59.8738,1.9031,49.9764,,,
796875,59.8737,1.903,49.9768,,,
797031.25,59.8737,1.9028,49.9771,,,
797187.5,59.8736,1.9027,49.9773,,,
797343.75,59.8735,1.9026,49.9775,,,
797500,59.8735,1.9024,49.9777,,,
797656.25,59.8735,1.9023,49.9777,,,
797812.5,59.8734,1.9022,49.9778,,,
797968.75,59.8735,1.9021,49.9778,,,
798125,59.8735,1.9021,49.9777,,,
798281.25,59.8735,1.902,49.9776,,,
798437.5,59.8736,1.902,49.9774,,,
798593.75,59.8737,1.9019,49.9771,,,
798750,59.8738,1.9019,49.9769,,,
798906.25,59.8739,1.9019,49.9766,,,
799062.5,59.874,1.9019,49.9762,,,
799218.75,59.8741,1.9019,49.9758,,,
799375,59.8742,1.9019,49.9754,,,
799531.25,59.8744,1.9019,49.9749,,,
799687.5,59.8745,1.902,49.9744,,,
799843.75,59.8747,1.902,49.9739,,,
800000,59.8749,1.9021,49.9734,,,
800156.25,59.875,1.9021,49.9729,,,
800312.5,59.8752,1.9022,49.9723,,,
800468.75,59.8753,1.9023,49.9718,,,
800625,59.8755,1.9024,49.9713,,,
800781.25,59.8756,1.9024,49.9708,,,
800937.5,59.8757,1.9025,49.9703,,,
801093.75,59.8758,1.9026,49.9698,,,
801250,59.8759,1.9027,49.9693,,,
801406.25,59.876,1.9028,49.9689,,,
801562.5,59.8761,1.9029,49.9685,,,
801718.75,59.8762,1.903,49.9681,,,
801875,59.8762,1.903,49.9678,,,
802031.25,59.8762,1.9031,49.9675,,,
802187.5,59.8762,1.9032,49.9673,,,
802343.75,59.8762,1.9032,49.9671,,,
802500,59.8761,1.9033,49.967,,,
802656.25,59.8761,1.9033,49.9669,,,
802812.5,59.876,1.9034,49.9669,,,
802968.75,59.8758,1.9034,49.9669,,,
803125,59.8757,1.9034,49.967,,,
803281.25,59.8755,1.9034,49.9671,,,
803437.5,59.8754,1.9034,49.9673,,,
803593.75,59.8752,1.9034,49.9675,,,
803750,59.8749,1.9033,49.9677,,,
803906.25,59.8747,1.9033,49.9681,,,
804062.5,59.8744,1.9032,49.9684,,,
804218.75,59.8742,1.9032,49.9688,,,
804375,59.8739,1.9031,49.9692,,,
804531.25,59.8736,1.903,49.9696,,,
804687.5,59.8733,1.9029,49.9701,,,
804843.75,59.8729,1.9028,49.9706,,,
805000,59.8726,1.9027,49.9711,,,
805156.25,59.8723,1.9025,49.9716,,,
805312.5,59.8719,1.9024,49.9721,,,
805468.75,59.8716,1.9023,49.9726,,,
805625,59.8712,1.9021,49.9731,,,
805781.25,59.8709,1.902,49.9736,,,
805937.5,59.8705,1.9018,49.9741,,,
806093.75,59.8702,1.9017,49.9745,,,
806250,59.8698,1.9015,49.975,,,
806406.25,59.8695,1.9014,49.9754,,,
806562.5,59.8692,1.9012,49.9757,,,
806718.75,59.8689,1.9011,49.9761,,,
806875,59.8686,1.901,49.9763,,,
807031.25,59.8683,1.9008,49.9766,,,
807187.5,59.8681,1.9007,49.9767,,,
807343.75,59.8678,1.9006,49.9769,,,
807500,59.8676,1.9005,49.977,,,
807656.25,59.8674,1.9004,49.977,,,
807812.5,59.8672,1.9003,49.977,,,
807968.75,59.867,1.9002,49.9769,,,
808125,59.8669,1.9002,49.9767,,,
808281.25,59.8667,1.9001,49.9765,,,
808437.5,59.8666,1.9001,49.9763,,,
808593.75,59.8665,1.9,49.976,,,
808750,59.8664,1.9,49.9757,,,
808906.25,59.8664,1.9,49.9753,,,
809062.5,59.8663,1.9,49.9749,,,
809218.75,59.8663,1.9001,49.9744,,,
809375,59.8662,1.9001,49.9739,,,
809531.25,59.8662,1.9001,49.9734,,,
809687.5,59.8662,1.9002,49.9728,,,
809843.75,59.8662,1.9002,49.9723,,,
810000,59.8662,1.9003,49.9717,,,
810156.25,59.8662,1.9004,49.9711,,,
810312.5,59.8662,1.9005,49.9705,,,
810468.75,59.8662,1.9005,49.9699,,,
810625,59.8662,1.9006,49.9693,,,
810781.25,59.8662,1.9007,49.9687,,,
810937.5,59.8662,1.9008,49.9682,,,
811093.75,59.8662,1.9009,49.9676,,,
811250,59.8662,1.901,49.9671,,,
811406.25,59.8661,1.9011,49.9666,,,
811562.5,59.8661,1.9012,49.9662,,,
811718.75,59.866,1.9013,49.9658,,,
811875,59.8659,1.9014,49.9654,,,
812031.25,59.8658,1.9015,49.9651,,,
812187.5,59.8657,1.9015,49.9648,,,
812343.75,59.8656,1.9016,49.9646,,,
812500,59.8655,1.9017,49.9644,,,
812656.25,59.8653,1.9017,49.9643,,,
812812.5,59.8651,1.9018,49.9642,,,
812968.75,59.8649,1.9018,49.9642,,,
813125,59.8647,1.9018,49.9642,,,
813281.25,59.8645,1.9018,49.9643,,,
813437.5,59.8642,1.9018,49.9644,,,
813593.75,59.8639,1.9018,49.9646,,,
813750,59.8636,1.9018,49.9648,,,
813906.25,59.8634,1.9017,49.9651,,,
814062.5,59.863,1.9017,49.9654,,,
814218.75,59.8627,1.9016,49.9658,,,
814375,59.8624,1.9015,49.9662,,,
814531.25,59.862,1.9015,49.9666,,,
814687.5,59.8617,1.9014,49.967,,,
814843.75,59.8613,1.9012,49.9675,,,
815000,59.861,1.9011,49.968,,,
815156.25,59.8606,1.901,49.9685,,,
815312.5,59.8602,1.9009,49.969,,,
815468.75,59.8599,1.9007,49.9695,,,
815625,59.8595,1.9006,49.97,,,
815781.25,59.8592,1.9005,49.9705,,,
815937.5,59.8588,1.9003,49.9709,,,
816093.75,59.8585,1.9002,49.9714,,,
816250,59.8582,1.9,49.9718,,,
816406.25,59.8579,1.8999,49.9722,,,
816562.5,59.8576,1.8997,49.9726,,,
816718.75,59.8573,1.8996,49.9729,,,
816875,59.857,1.8994,49.9732,,,
817031.25,59.8568,1.8993,49.9734,,,
817187.5,59.8566,1.8992,49.9736,,,
817343.75,59.8564,1.8991,49.9738,,,
817500,59.8562,1.899,49.9739,,,
817656.25,59.856,1.8989,49.9739,,,
817812.5,59.8559,1.8988,49.9739,,,
817968.75,59.8558,1.8987,49.9738,,,
818125,59.8557,1.8986,49.9737,,,
818281.25,59.8556,1.8986,49.9736,,,
818437.5,59.8556,1.8985,49.9733,,,
818593.75,59.8555,1.8985,49.9731,,,
818750,59.8555,1.8984,49.9728,,,
818906.25,59.8555,1.8984,49.9724,,,
819062.5,59.8556,1.8984,49.972,,,
819218.75,59.8556,1.8984,49.9716,,,
819375,59.8557,1.8985,49.9711,,,
819531.25,59.8557,1.8985,49.9706,,,
819687.5,59.8558,1.8985,49.9701,,,
819843.75,59.8559,1.8986,49.9696,,,
820000,59.856,1.8987,49.969,,,
820156.25,59.8561,1.8987,49.9685,,,
820312.5,59.8562,1.8988,49.9679,,,
820468.75,59.8563,1.8989,49.9674,,,
820625,59.8564,1.899,49.9668,,,
820781.25,59.8565,1.899,49.9663,,,
820937.5,59.8566,1.8991,49.9658,,,
821093.75,59.8567,1.8992,49.9653,,,
821250,59.8568,1.8993,49.9648,,,
821406.25,59.8569,1.8994,49.9644,,,
821562.5,59.857,1.8995,49.964,,,
821718.75,59.857,1.8996,49.9636,,,
821875,59.8571,1.8996,49.9633,,,
822031.25,59.8571,1.8997,49.963,,,
822187.5,59.8571,1.8998,49.9627,,,
822343.75,59.8571,1.8998,49.9626,,,
822500,59.8571,1.8999,49.9624,,,
822656.25,59.857,1.8999,49.9623,,,
822812.5,59.857,1.8999,49.9623,,,
822968.75,59.8569,1.9,49.9623,,,
823125,59.8568,1.9,49.9624,,,
823281.25,59.8567,1.9,49.9626,,,
823437.5,59.8566,1.9,49.9627,,,
823593.75,59.8564,1.8999,49.963,,,
823750,59.8563,1.8999,49.9633,,,
823906.25,59.8561,1.8998,49.9636,,,
824062.5,59.8559,1.8998,49.964,,,
824218.75,59.8557,1.8997,49.9644,,,
824375,59.8555,1.8996,49.9648,,,
824531.25,59.8553,1.8995,49.9653,,,
824687.5,59.8551,1.8994,49.9658,,,
824843.75,59.8549,1.8993,49.9663,,,
825000,59.8546,1.8992,49.9668,,,
825156.25,59.8544,1.899,49.9674,,,
825312.5,59.8542,1.8989,49.9679,,,
825468.75,59.8539,1.8987,49.9685,,,
825625,59.8537,1.8986,49.9691,,,
825781.25,59.8535,1.8984,49.9696,,,
825937.5,59.8533,1.8983,49.9701,,,
826093.75,59.8531,1.8981,49.9706,,,
826250,59.8529,1.898,49.9711,,,
826406.25,59.8527,1.8978,49.9716,,,
826562.5,59.8525,1.8976,49.972,,,
826718.75,59.8524,1.8975,49.9724,,,
826875,59.8522,1.8973,49.9727,,,
827031.25,59.8521,1.8972,49.973,,,
827187.5,59.852,1.8971,49.9733,,,
827343.75,59.8519,1.8969,49.9735,,,
827500,59.8519,1.8968,49.9737,,,
827656.25,59.8518,1.8967,49.9738,,,
827812.5,59.8518,1.8966,49.9738,,,
827968.75,59.8518,1.8965,49.9738,,,
828125,59.8519,1.8964,49.9737,,,
828281.25,59.8519,1.8963,49.9736,,,
828437.5,59.852,1.8963,49.9735,,,
828593.75,59.8521,1.8962,49.9733,,,
828750,59.8522,1.8962,49.973,,,
828906.25,59.8523,1.8962,49.9727,,,
829062.5,59.8525,1.8962,49.9724,,,
829218.75,59.8526,1.8962,49.972,,,
829375,59.8528,1.8962,49.9716,,,
829531.25,59.853,1.8962,49.9712,,,
829687.5,59.8532,1.8962,49.9708,,,
829843.75,59.8534,1.8963,49.9703,,,
830000,59.8536,1.8963,49.9698,,,
830156.25,59.8539,1.8964,49.9693,,,
830312.5,59.8541,1.8964,49.9688,,,
830468.75,59.8543,1.8965,49.9683,,,
830625,59.8545,1.8966,49.9679,,,
830781.25,59.8548,1.8966,49.9674,,,
830937.5,59.855,1.8967,49.9669,,,
831093.75,59.8552,1.8968,49.9665,,,
831250,59.8554,1.8969,49.9661,,,
831406.25,59.8556,1.8969,49.9657,,,
831562.5,59.8558,1.897,49.9654,,,
831718.75,59.856,1.8971,49.9651,,,
831875,59.8562,1.8972,49.9648,,,
832031.25,59.8563,1.8972,49.9646,,,
832187.5,59.8565,1.8973,49.9644,,,
832343.75,59.8566,1.8973,49.9643,,,
832500,59.8567,1.8973,49.9643,,,
832656.25,59.8568,1.8974,49.9642,,,
832812.5,59.8569,1.8974,49.9643,,,
832968.75,59.8569,1.8974,49.9644,,,
833125,59.8569,1.8974,49.9645,,,
833281.25,59.857,1.8974,49.9647,,,
833437.5,59.857,1.8974,49.965,,,
833593.75,59.857,1.8973,49.9653,,,
833750,59.8569,1.8973,49.9657,,,
833906.25,59.8569,1.8972,49.9661,,,
834062.5,59.8569,1.8971,49.9665,,,
834218.75,59.8568,1.897,49.967,,,
834375,59.8567,1.8969,49.9675,,,
834531.25,59.8566,1.8968,49.968,,,
834687.5,59.8566,1.8967,49.9686,,,
834843.75,59.8565,1.8966,49.9692,,,
835000,59.8564,1.8964,49.9698,,,
835156.25,59.8563,1.8963,49.9704,,,
835312.5,59.8562,1.8962,49.9711,,,
835468.75,59.8561,1.896,49.9717,,,
835625,59.856,1.8958,49.9723,,,
835781.25,59.8559,1.8957,49.9729,,,
835937.5,59.8558,1.8955,49.9735,,,
836093.75,59.8557,1.8953,49.9741,,,
836250,59.8557,1.8952,49.9747,,,
836406.25,59.8556,1.895,49.9752,,,
836562.5,59.8556,1.8948,49.9757,,,
836718.75,59.8556,1.8946,49.9762,,,
836875,59.8556,1.8945,49.9766,,,
837031.25,59.8556,1.8943,49.9769,,,
837187.5,59.8556,1.8942,49.9773,,,
837343.75,59.8557,1.894,49.9776,,,
837500,59.8558,1.8939,49.9778,,,
837656.25,59.8559,1.8938,49.978,,,
837812.5,59.856,1.8937,49.9781,,,
837968.75,59.8561,1.8936,49.9781,,,
838125,59.8563,1.8935,49.9782,,,
838281.25,59.8565,1.8934,49.9781,,,
838437.5,59.8567,1.8933,49.978,,,
838593.75,59.8569,1.8933,49.9779,,,
838750,59.8571,1.8932,49.9777,,,
838906.25,59.8574,1.8932,49.9775,,,
839062.5,59.8577,1.8932,49.9772,,,
839218.75,59.858,1.8932,49.9769,,,
839375,59.8583,1.8932,49.9765,,,
839531.25,59.8586,1.8932,49.9762,,,
839687.5,59.8589,1.8932,49.9758,,,
839843.75,59.8592,1.8932,49.9754,,,
840000,59.8596,1.8933,49.9749,,,
840156.25,59.8599,1.8933,49.9745,,,
840312.5,59.8603,1.8934,49.974,,,
840468.75,59.8606,1.8934,49.9736,,,
840625,59.861,1.8935,49.9731,,,
840781.25,59.8613,1.8936,49.9727,,,
840937.5,59.8616,1.8936,49.9723,,,
841093.75,59.862,1.8937,49.9719,,,
841250,59.8623,1.8938,49.9715,,,
841406.25,59.8626,1.8939,49.9712,,,
841562.5,59.8629,1.8939,49.9709,,,
841718.75,59.8632,1.894,49.9706,,,
841875,59.8635,1.8941,49.9704,,,
842031.25,59.8637,1.8941,49.9702,,,
842187.5,59.8639,1.8942,49.97,,,
842343.75,59.8642,1.8942,49.9699,,,
842500,59.8644,1.8943,49.9699,,,
842656.25,59.8645,1.8943,49.9699,,,
842812.5,59.8647,1.8943,49.9699,,,
842968.75,59.8648,1.8943,49.97,,,
843125,59.865,1.8943,49.9702,,,
843281.25,59.8651,1.8943,49.9704,,,
843437.5,59.8651,1.8943,49.9706,,,
843593.75,59.8652,1.8942,49.9709,,,
843750,59.8653,1.8942,49.9713,,,
843906.25,59.8653,1.8941,49.9717,,,
844062.5,59.8653,1.8941,49.9721,,,
844218.75,59.8653,1.894,49.9726,,,
844375,59.8653,1.8939,49.9731,,,
844531.25,59.8653,1.8938,49.9736,,,
844687.5,59.8652,1.8937,49.9742,,,
844843.75,59.8652,1.8936,49.9747,,,
845000,59.8651,1.8934,49.9753,,,
845156.25,59.8651,1.8933,49.9759,,,
845312.5,59.865,1.8932,49.9765,,,
845468.75,59.865,1.893,49.9771,,,
845625,59.8649,1.8929,49.9777,,,
845781.25,59.8649,1.8927,49.9783,,,
845937.5,59.8648,1.8925,49.9789,,,
846093.75,59.8648,1.8924,49.9794,,,
846250,59.8647,1.8922,49.9799,,,
846406.25,59.8647,1.8921,49.9804,,,
846562.5,59.8647,1.8919,49.9809,,,
846718.75,59.8647,1.8917,49.9813,,,
846875,59.8647,1.8916,49.9816,,,
847031.25,59.8647,1.8915,49.982,,,
847187.5,59.8648,1.8913,49.9822,,,
847343.75,59.8648,1.8912,49.9825,,,
847500,59.8649,1.8911,49.9826,,,
847656.25,59.865,1.891,49.9827,,,
847812.5,59.8651,1.8909,49.9828,,,
847968.75,59.8652,1.8908,49.9828,,,
848125,59.8654,1.8907,49.9828,,,
848281.25,59.8655,1.8906,49.9826,,,
848437.5,59.8657,1.8906,49.9825,,,
848593.75,59.8659,1.8905,49.9823,,,
848750,59.8661,1.8905,49.982,,,
848906.25,59.8664,1.8905,49.9817,,,
849062.5,59.8666,1.8905,49.9814,,,
849218.75,59.8669,1.8905,49.981,,,
849375,59.8672,1.8905,49.9806,,,
849531.25,59.8674,1.8906,49.9801,,,
849687.5,59.8677,1.8906,49.9796,,,
849843.75,59.868,1.8906,49.9791,,,
850000,59.8683,1.8907,49.9786,,,
850156.25,59.8686,1.8908,49.9781,,,
850312.5,59.8689,1.8908,49.9776,,,
850468.75,59.8692,1.8909,49.977,,,
850625,59.8695,1.891,49.9765,,,
850781.25,59.8698,1.8911,49.976,,,
850937.5,59.8701,1.8912,49.9755,,,
851093.75,59.8704,1.8913,49.975,,,
851250,59.8707,1.8914,49.9746,,,
851406.25,59.8709,1.8915,49.9741,,,
