时间(微秒),基波幅值(有效值)/V,基波相角/rad,基波频率/Hz, ,谐波频率/Hz,谐波幅值(有效值)/V
257968.75,59.861,2.0098,49.9759,,,
258125,59.861,2.0098,49.9757,,,
258281.25,59.8611,2.0097,49.9755,,,
258437.5,59.8612,2.0097,49.9752,,,
258593.75,59.8613,2.0097,49.9748,,,
258750,59.8615,2.0097,49.9744,,,
258906.25,59.8616,2.0097,49.974,,,
259062.5,59.8618,2.0097,49.9736,,,
259218.75,59.862,2.0098,49.9731,,,
259375,59.8621,2.0098,49.9726,,,
259531.25,59.8623,2.0098,49.9721,,,
259687.5,59.8625,2.0099,49.9716,,,
259843.75,59.8627,2.01,49.971,,,
260000,59.8629,2.01,49.9705,,,
260156.25,59.8631,2.0101,49.97,,,
260312.5,59.8633,2.0102,49.9694,,,
260468.75,59.8635,2.0103,49.9689,,,
260625,59.8637,2.0104,49.9684,,,
260781.25,59.8638,2.0105,49.9679,,,
260937.5,59.864,2.0105,49.9675,,,
261093.75,59.8641,2.0106,49.9671,,,
261250,59.8643,2.0107,49.9667,,,
261406.25,59.8644,2.0108,49.9663,,,
261562.5,59.8645,2.0109,49.966,,,
261718.75,59.8646,2.0109,49.9658,,,
261875,59.8646,2.011,49.9656,,,
262031.25,59.8647,2.0111,49.9654,,,
262187.5,59.8647,2.0111,49.9653,,,
262343.75,59.8647,2.0111,49.9652,,,
262500,59.8647,2.0112,49.9652,,,
262656.25,59.8647,2.0112,49.9653,,,
262812.5,59.8647,2.0112,49.9654,,,
262968.75,59.8646,2.0112,49.9655,,,
263125,59.8645,2.0112,49.9657,,,
263281.25,59.8644,2.0111,49.966,,,
263437.5,59.8643,2.0111,49.9663,,,
263593.75,59.8642,2.011,49.9666,,,
263750,59.864,2.011,49.967,,,
263906.25,59.8638,2.0109,49.9674,,,
264062.5,59.8637,2.0108,49.9678,,,
264218.75,59.8635,2.0107,49.9683,,,
264375,59.8633,2.0106,49.9688,,,
264531.25,59.8631,2.0105,49.9693,,,
264687.5,59.8629,2.0104,49.9698,,,
264843.75,59.8627,2.0102,49.9704,,,
265000,59.8625,2.0101,49.9709,,,
265156.25,59.8622,2.01,49.9715,,,
265312.5,59.862,2.0098,49.972,,,
265468.75,59.8618,2.0097,49.9725,,,
265625,59.8616,2.0095,49.973,,,
265781.25,59.8614,2.0094,49.9735,,,
265937.5,59.8613,2.0092,49.974,,,
266093.75,59.8611,2.009,49.9744,,,
266250,59.8609,2.0089,49.9748,,,
266406.25,59.8608,2.0087,49.9751,,,
266562.5,59.8607,2.0086,49.9755,,,
266718.75,59.8605,2.0085,49.9757,,,
266875,59.8604,2.0083,49.9759,,,
267031.25,59.8604,2.0082,49.9761,,,
267187.5,59.8603,2.0081,49.9762,,,
267343.75,59.8603,2.008,49.9763,,,
267500,59.8603,2.0079,49.9763,,,
267656.25,59.8603,2.0078,49.9762,,,
267812.5,59.8603,2.0077,49.9761,,,
267968.75,59.8603,2.0077,49.976,,,
268125,59.8604,2.0076,49.9758,,,
268281.25,59.8605,2.0076,49.9755,,,
268437.5,59.8606,2.0076,49.9752,,,
268593.75,59.8607,2.0076,49.9749,,,
268750,59.8608,2.0076,49.9745,,,
268906.25,59.861,2.0076,49.9741,,,
269062.5,59.8611,2.0076,49.9737,,,
269218.75,59.8613,2.0076,49.9732,,,
269375,59.8615,2.0077,49.9727,,,
269531.25,59.8617,2.0077,49.9722,,,
269687.5,59.8619,2.0078,49.9717,,,
269843.75,59.8621,2.0079,49.9711,,,
270000,59.8623,2.0079,49.9706,,,
270156.25,59.8625,2.008,49.9701,,,
270312.5,59.8627,2.0081,49.9695,,,
270468.75,59.8628,2.0082,49.969,,,
270625,59.863,2.0083,49.9685,,,
270781.25,59.8632,2.0083,49.9681,,,
270937.5,59.8634,2.0084,49.9676,,,
271093.75,59.8635,2.0085,49.9672,,,
271250,59.8637,2.0086,49.9668,,,
271406.25,59.8638,2.0087,49.9665,,,
271562.5,59.864,2.0087,49.9662,,,
271718.75,59.8641,2.0088,49.966,,,
271875,59.8642,2.0089,49.9658,,,
272031.25,59.8642,2.0089,49.9656,,,
272187.5,59.8643,2.009,49.9655,,,
272343.75,59.8643,2.009,49.9655,,,
272500,59.8643,2.009,49.9655,,,
272656.25,59.8643,2.009,49.9656,,,
272812.5,59.8643,2.0091,49.9657,,,
272968.75,59.8643,2.009,49.9658,,,
273125,59.8643,2.009,49.9661,,,
273281.25,59.8642,2.009,49.9663,,,
273437.5,59.8641,2.0089,49.9667,,,
273593.75,59.864,2.0089,49.967,,,
273750,59.8639,2.0088,49.9674,,,
273906.25,59.8638,2.0087,49.9679,,,
274062.5,59.8637,2.0087,49.9683,,,
274218.75,59.8635,2.0086,49.9688,,,
274375,59.8634,2.0084,49.9694,,,
274531.25,59.8632,2.0083,49.9699,,,
274687.5,59.8631,2.0082,49.9705,,,
274843.75,59.8629,2.0081,49.9711,,,
275000,59.8628,2.0079,49.9716,,,
275156.25,59.8626,2.0078,49.9722,,,
275312.5,59.8625,2.0076,49.9728,,,
275468.75,59.8623,2.0074,49.9734,,,
275625,59.8622,2.0073,49.9739,,,
275781.25,59.8621,2.0071,49.9745,,,
275937.5,59.8619,2.007,49.975,,,
276093.75,59.8618,2.0068,49.9754,,,
276250,59.8617,2.0066,49.9759,,,
276406.25,59.8617,2.0065,49.9763,,,
276562.5,59.8616,2.0063,49.9766,,,
276718.75,59.8616,2.0062,49.977,,,
276875,59.8616,2.0061,49.9772,,,
277031.25,59.8616,2.0059,49.9774,,,
277187.5,59.8616,2.0058,49.9776,,,
277343.75,59.8616,2.0057,49.9777,,,
277500,59.8617,2.0056,49.9778,,,
277656.25,59.8618,2.0055,49.9778,,,
277812.5,59.8619,2.0054,49.9778,,,
277968.75,59.862,2.0053,49.9777,,,
278125,59.8622,2.0053,49.9775,,,
278281.25,59.8623,2.0052,49.9773,,,
278437.5,59.8625,2.0052,49.9771,,,
278593.75,59.8627,2.0052,49.9768,,,
278750,59.863,2.0052,49.9765,,,
278906.25,59.8632,2.0052,49.9761,,,
279062.5,59.8635,2.0052,49.9758,,,
279218.75,59.8637,2.0052,49.9753,,,
279375,59.864,2.0052,49.9749,,,
279531.25,59.8643,2.0053,49.9744,,,
279687.5,59.8646,2.0053,49.974,,,
279843.75,59.8648,2.0054,49.9735,,,
280000,59.8651,2.0055,49.973,,,
280156.25,59.8654,2.0055,49.9725,,,
280312.5,59.8657,2.0056,49.9721,,,
280468.75,59.866,2.0057,49.9716,,,
280625,59.8663,2.0058,49.9712,,,
280781.25,59.8666,2.0058,49.9707,,,
280937.5,59.8668,2.0059,49.9703,,,
281093.75,59.8671,2.006,49.97,,,
281250,59.8673,2.0061,49.9696,,,
281406.25,59.8675,2.0061,49.9694,,,
281562.5,59.8677,2.0062,49.9691,,,
281718.75,59.8679,2.0063,49.9689,,,
281875,59.8681,2.0063,49.9687,,,
282031.25,59.8683,2.0064,49.9686,,,
282187.5,59.8684,2.0064,49.9686,,,
282343.75,59.8685,2.0064,49.9686,,,
282500,59.8686,2.0065,49.9686,,,
282656.25,59.8687,2.0065,49.9687,,,
282812.5,59.8688,2.0065,49.9688,,,
282968.75,59.8688,2.0065,49.969,,,
283125,59.8689,2.0064,49.9693,,,
283281.25,59.8689,2.0064,49.9696,,,
283437.5,59.8689,2.0064,49.9699,,,
283593.75,59.8689,2.0063,49.9703,,,
283750,59.8688,2.0062,49.9707,,,
283906.25,59.8688,2.0061,49.9712,,,
284062.5,59.8687,2.006,49.9717,,,
284218.75,59.8686,2.0059,49.9722,,,
284375,59.8686,2.0058,49.9727,,,
284531.25,59.8685,2.0057,49.9733,,,
284687.5,59.8684,2.0056,49.9739,,,
284843.75,59.8683,2.0054,49.9744,,,
285000,59.8682,2.0053,49.975,,,
285156.25,59.8681,2.0052,49.9756,,,
285312.5,59.868,2.005,49.9762,,,
285468.75,59.8679,2.0048,49.9768,,,
285625,59.8678,2.0047,49.9773,,,
285781.25,59.8677,2.0045,49.9778,,,
285937.5,59.8677,2.0044,49.9783,,,
286093.75,59.8676,2.0042,49.9788,,,
286250,59.8675,2.0041,49.9792,,,
286406.25,59.8675,2.0039,49.9796,,,
286562.5,59.8675,2.0038,49.98,,,
286718.75,59.8675,2.0036,49.9803,,,
286875,59.8675,2.0035,49.9805,,,
287031.25,59.8675,2.0034,49.9807,,,
287187.5,59.8676,2.0032,49.9809,,,
287343.75,59.8676,2.0031,49.9809,,,
287500,59.8677,2.003,49.981,,,
287656.25,59.8678,2.003,49.981,,,
287812.5,59.868,2.0029,49.9809,,,
287968.75,59.8681,2.0028,49.9808,,,
288125,59.8683,2.0028,49.9806,,,
288281.25,59.8684,2.0027,49.9804,,,
288437.5,59.8686,2.0027,49.9801,,,
288593.75,59.8689,2.0027,49.9798,,,
288750,59.8691,2.0027,49.9794,,,
288906.25,59.8693,2.0027,49.979,,,
289062.5,59.8696,2.0027,49.9786,,,
289218.75,59.8698,2.0028,49.9781,,,
289375,59.8701,2.0028,49.9776,,,
289531.25,59.8704,2.0029,49.9771,,,
289687.5,59.8707,2.0029,49.9766,,,
289843.75,59.8709,2.003,49.976,,,
290000,59.8712,2.0031,49.9755,,,
290156.25,59.8715,2.0031,49.975,,,
290312.5,59.8718,2.0032,49.9744,,,
290468.75,59.8721,2.0033,49.9739,,,
290625,59.8723,2.0034,49.9734,,,
290781.25,59.8726,2.0035,49.9729,,,
290937.5,59.8728,2.0036,49.9725,,,
291093.75,59.8731,2.0037,49.972,,,
291250,59.8733,2.0038,49.9716,,,
291406.25,59.8735,2.0039,49.9713,,,
291562.5,59.8737,2.0039,49.971,,,
291718.75,59.8738,2.004,49.9707,,,
291875,59.874,2.0041,49.9705,,,
292031.25,59.8741,2.0041,49.9703,,,
292187.5,59.8742,2.0042,49.9701,,,
292343.75,59.8743,2.0042,49.9701,,,
292500,59.8744,2.0043,49.97,,,
292656.25,59.8745,2.0043,49.9701,,,
292812.5,59.8745,2.0043,49.9701,,,
292968.75,59.8745,2.0043,49.9703,,,
293125,59.8745,2.0043,49.9704,,,
293281.25,59.8745,2.0043,49.9706,,,
293437.5,59.8744,2.0043,49.9709,,,
293593.75,59.8744,2.0042,49.9712,,,
293750,59.8743,2.0042,49.9716,,,
293906.25,59.8742,2.0041,49.972,,,
294062.5,59.8741,2.004,49.9724,,,
294218.75,59.874,2.0039,49.9728,,,
294375,59.8739,2.0038,49.9733,,,
294531.25,59.8737,2.0037,49.9738,,,
294687.5,59.8736,2.0036,49.9743,,,
294843.75,59.8735,2.0035,49.9748,,,
295000,59.8733,2.0034,49.9753,,,
295156.25,59.8732,2.0032,49.9758,,,
295312.5,59.873,2.0031,49.9763,,,
295468.75,59.8729,2.003,49.9768,,,
295625,59.8728,2.0028,49.9773,,,
295781.25,59.8726,2.0027,49.9777,,,
295937.5,59.8725,2.0025,49.9782,,,
296093.75,59.8724,2.0024,49.9786,,,
296250,59.8723,2.0022,49.9789,,,
296406.25,59.8722,2.0021,49.9792,,,
296562.5,59.8721,2.002,49.9795,,,
296718.75,59.8721,2.0018,49.9798,,,
296875,59.872,2.0017,49.9799,,,
297031.25,59.872,2.0016,49.9801,,,
297187.5,59.872,2.0015,49.9802,,,
297343.75,59.872,2.0014,49.9802,,,
297500,59.872,2.0013,49.9802,,,
297656.25,59.8721,2.0013,49.9801,,,
297812.5,59.8722,2.0012,49.9799,,,
297968.75,59.8722,2.0011,49.9798,,,
298125,59.8723,2.0011,49.9795,,,
298281.25,59.8725,2.0011,49.9792,,,
298437.5,59.8726,2.0011,49.9789,,,
298593.75,59.8728,2.0011,49.9785,,,
298750,59.8729,2.0011,49.9781,,,
298906.25,59.8731,2.0011,49.9776,,,
299062.5,59.8733,2.0011,49.9772,,,
299218.75,59.8735,2.0012,49.9766,,,
299375,59.8737,2.0012,49.9761,,,
299531.25,59.8739,2.0013,49.9755,,,
299687.5,59.8741,2.0013,49.975,,,
299843.75,59.8743,2.0014,49.9744,,,
300000,59.8746,2.0015,49.9738,,,
300156.25,59.8748,2.0016,49.9732,,,
300312.5,59.875,2.0017,49.9726,,,
300468.75,59.8752,2.0018,49.972,,,
300625,59.8754,2.0019,49.9715,,,
300781.25,59.8756,2.002,49.971,,,
300937.5,59.8757,2.0021,49.9704,,,
301093.75,59.8759,2.0022,49.97,,,
301250,59.8761,2.0023,49.9695,,,
301406.25,59.8762,2.0024,49.9691,,,
301562.5,59.8763,2.0025,49.9688,,,
301718.75,59.8764,2.0026,49.9684,,,
301875,59.8765,2.0026,49.9682,,,
302031.25,59.8766,2.0027,49.9679,,,
302187.5,59.8766,2.0028,49.9678,,,
302343.75,59.8766,2.0028,49.9676,,,
302500,59.8766,2.0029,49.9676,,,
302656.25,59.8766,2.0029,49.9676,,,
302812.5,59.8766,2.0029,49.9676,,,
302968.75,59.8765,2.0029,49.9677,,,
303125,59.8764,2.0029,49.9678,,,
303281.25,59.8763,2.0029,49.968,,,
303437.5,59.8762,2.0029,49.9682,,,
303593.75,59.8761,2.0028,49.9685,,,
303750,59.8759,2.0028,49.9688,,,
303906.25,59.8758,2.0027,49.9692,,,
304062.5,59.8756,2.0026,49.9696,,,
304218.75,59.8754,2.0026,49.97,,,
304375,59.8752,2.0025,49.9704,,,
304531.25,59.875,2.0024,49.9709,,,
304687.5,59.8748,2.0023,49.9714,,,
304843.75,59.8746,2.0021,49.9719,,,
305000,59.8744,2.002,49.9724,,,
305156.25,59.8742,2.0019,49.9729,,,
305312.5,59.8739,2.0017,49.9734,,,
305468.75,59.8737,2.0016,49.9738,,,
305625,59.8735,2.0015,49.9743,,,
305781.25,59.8733,2.0013,49.9747,,,
305937.5,59.8731,2.0012,49.9752,,,
306093.75,59.8729,2.001,49.9755,,,
306250,59.8728,2.0009,49.9759,,,
306406.25,59.8726,2.0007,49.9762,,,
306562.5,59.8725,2.0006,49.9765,,,
306718.75,59.8724,2.0005,49.9767,,,
306875,59.8723,2.0004,49.9769,,,
307031.25,59.8722,2.0003,49.977,,,
307187.5,59.8721,2.0001,49.9771,,,
307343.75,59.8721,2,49.9771,,,
307500,59.872,2,49.9771,,,
307656.25,59.872,1.9999,49.977,,,
307812.5,59.872,1.9998,49.9769,,,
307968.75,59.8721,1.9998,49.9767,,,
308125,59.8721,1.9997,49.9765,,,
308281.25,59.8722,1.9997,49.9762,,,
308437.5,59.8723,1.9997,49.9759,,,
308593.75,59.8724,1.9997,49.9755,,,
308750,59.8725,1.9997,49.9751,,,
308906.25,59.8726,1.9997,49.9747,,,
309062.5,59.8728,1.9997,49.9742,,,
309218.75,59.8729,1.9998,49.9737,,,
309375,59.8731,1.9998,49.9732,,,
309531.25,59.8733,1.9999,49.9726,,,
309687.5,59.8735,1.9999,49.9721,,,
309843.75,59.8736,2,49.9715,,,
310000,59.8738,2.0001,49.971,,,
310156.25,59.874,2.0002,49.9704,,,
310312.5,59.8742,2.0003,49.9698,,,
310468.75,59.8744,2.0003,49.9693,,,
310625,59.8746,2.0004,49.9688,,,
310781.25,59.8747,2.0005,49.9683,,,
310937.5,59.8749,2.0006,49.9678,,,
311093.75,59.8751,2.0007,49.9673,,,
311250,59.8752,2.0008,49.9669,,,
311406.25,59.8753,2.0009,49.9666,,,
311562.5,59.8754,2.001,49.9662,,,
311718.75,59.8755,2.001,49.966,,,
311875,59.8756,2.0011,49.9657,,,
312031.25,59.8757,2.0012,49.9655,,,
312187.5,59.8757,2.0012,49.9654,,,
312343.75,59.8758,2.0013,49.9653,,,
312500,59.8758,2.0013,49.9653,,,
312656.25,59.8758,2.0013,49.9653,,,
312812.5,59.8757,2.0013,49.9654,,,
312968.75,59.8757,2.0013,49.9655,,,
313125,59.8756,2.0013,49.9657,,,
313281.25,59.8756,2.0013,49.966,,,
313437.5,59.8755,2.0013,49.9663,,,
313593.75,59.8754,2.0012,49.9666,,,
313750,59.8752,2.0011,49.967,,,
313906.25,59.8751,2.0011,49.9674,,,
314062.5,59.875,2.001,49.9678,,,
314218.75,59.8748,2.0009,49.9683,,,
314375,59.8747,2.0008,49.9688,,,
314531.25,59.8745,2.0007,49.9693,,,
314687.5,59.8743,2.0005,49.9698,,,
314843.75,59.8742,2.0004,49.9704,,,
315000,59.874,2.0003,49.9709,,,
315156.25,59.8738,2.0001,49.9715,,,
315312.5,59.8737,2,49.9721,,,
315468.75,59.8735,1.9998,49.9726,,,
315625,59.8733,1.9997,49.9731,,,
315781.25,59.8732,1.9995,49.9736,,,
315937.5,59.8731,1.9994,49.9741,,,
316093.75,59.8729,1.9992,49.9746,,,
316250,59.8728,1.9991,49.975,,,
316406.25,59.8727,1.9989,49.9754,,,
316562.5,59.8726,1.9988,49.9757,,,
316718.75,59.8726,1.9986,49.976,,,
316875,59.8725,1.9985,49.9763,,,
317031.25,59.8725,1.9983,49.9765,,,
317187.5,59.8725,1.9982,49.9766,,,
317343.75,59.8725,1.9981,49.9767,,,
317500,59.8726,1.998,49.9768,,,
317656.25,59.8726,1.9979,49.9767,,,
317812.5,59.8727,1.9979,49.9767,,,
317968.75,59.8728,1.9978,49.9766,,,
318125,59.8729,1.9977,49.9764,,,
318281.25,59.8731,1.9977,49.9762,,,
318437.5,59.8732,1.9977,49.9759,,,
318593.75,59.8734,1.9976,49.9756,,,
318750,59.8736,1.9976,49.9753,,,
318906.25,59.8738,1.9976,49.9749,,,
319062.5,59.874,1.9976,49.9745,,,
319218.75,59.8743,1.9977,49.9741,,,
319375,59.8745,1.9977,49.9736,,,
319531.25,59.8748,1.9978,49.9731,,,
319687.5,59.875,1.9978,49.9726,,,
319843.75,59.8753,1.9979,49.9721,,,
320000,59.8755,1.9979,49.9716,,,
320156.25,59.8758,1.998,49.9711,,,
320312.5,59.876,1.9981,49.9706,,,
320468.75,59.8763,1.9982,49.9701,,,
320625,59.8765,1.9982,49.9696,,,
320781.25,59.8768,1.9983,49.9691,,,
320937.5,59.877,1.9984,49.9687,,,
321093.75,59.8772,1.9985,49.9683,,,
321250,59.8774,1.9986,49.9679,,,
321406.25,59.8776,1.9986,49.9676,,,
321562.5,59.8778,1.9987,49.9673,,,
321718.75,59.8779,1.9988,49.9671,,,
321875,59.8781,1.9988,49.9669,,,
322031.25,59.8782,1.9989,49.9667,,,
322187.5,59.8783,1.9989,49.9666,,,
322343.75,59.8784,1.999,49.9666,,,
322500,59.8784,1.999,49.9666,,,
322656.25,59.8785,1.999,49.9666,,,
322812.5,59.8785,1.999,49.9668,,,
322968.75,59.8785,1.999,49.9669,,,
323125,59.8785,1.999,49.9671,,,
323281.25,59.8785,1.999,49.9674,,,
323437.5,59.8784,1.9989,49.9677,,,
323593.75,59.8783,1.9989,49.968,,,
323750,59.8783,1.9988,49.9684,,,
323906.25,59.8782,1.9987,49.9688,,,
324062.5,59.8781,1.9987,49.9693,,,
324218.75,59.8779,1.9986,49.9698,,,
324375,59.8778,1.9985,49.9703,,,
324531.25,59.8777,1.9983,49.9708,,,
324687.5,59.8775,1.9982,49.9714,,,
324843.75,59.8774,1.9981,49.9719,,,
325000,59.8772,1.9979,49.9725,,,
325156.25,59.8771,1.9978,49.973,,,
325312.5,59.8769,1.9976,49.9736,,,
325468.75,59.8768,1.9975,49.9741,,,
325625,59.8766,1.9973,49.9747,,,
325781.25,59.8765,1.9972,49.9752,,,
325937.5,59.8764,1.997,49.9757,,,
326093.75,59.8763,1.9969,49.9761,,,
326250,59.8762,1.9967,49.9765,,,
326406.25,59.8761,1.9966,49.9769,,,
326562.5,59.876,1.9964,49.9772,,,
326718.75,59.8759,1.9963,49.9775,,,
326875,59.8759,1.9961,49.9778,,,
327031.25,59.8759,1.996,49.9779,,,
327187.5,59.8758,1.9959,49.9781,,,
327343.75,59.8759,1.9958,49.9782,,,
327500,59.8759,1.9957,49.9782,,,
327656.25,59.8759,1.9956,49.9782,,,
327812.5,59.876,1.9955,49.9781,,,
327968.75,59.8761,1.9955,49.978,,,
328125,59.8762,1.9954,49.9778,,,
328281.25,59.8763,1.9954,49.9775,,,
328437.5,59.8765,1.9954,49.9773,,,
328593.75,59.8766,1.9953,49.9769,,,
328750,59.8768,1.9953,49.9766,,,
328906.25,59.877,1.9954,49.9762,,,
329062.5,59.8772,1.9954,49.9757,,,
329218.75,59.8774,1.9954,49.9753,,,
329375,59.8776,1.9954,49.9748,,,
329531.25,59.8778,1.9955,49.9743,,,
329687.5,59.8781,1.9956,49.9738,,,
329843.75,59.8783,1.9956,49.9732,,,
330000,59.8785,1.9957,49.9727,,,
330156.25,59.8788,1.9958,49.9722,,,
330312.5,59.879,1.9958,49.9716,,,
330468.75,59.8792,1.9959,49.9711,,,
330625,59.8794,1.996,49.9706,,,
330781.25,59.8797,1.9961,49.9701,,,
330937.5,59.8799,1.9962,49.9697,,,
331093.75,59.88,1.9963,49.9693,,,
331250,59.8802,1.9964,49.9689,,,
331406.25,59.8804,1.9965,49.9685,,,
331562.5,59.8805,1.9965,49.9682,,,
331718.75,59.8807,1.9966,49.9679,,,
331875,59.8808,1.9967,49.9677,,,
332031.25,59.8809,1.9967,49.9675,,,
332187.5,59.881,1.9968,49.9674,,,
332343.75,59.881,1.9968,49.9673,,,
332500,59.8811,1.9969,49.9673,,,
332656.25,59.8811,1.9969,49.9674,,,
332812.5,59.8811,1.9969,49.9675,,,
332968.75,59.8811,1.9969,49.9676,,,
333125,59.881,1.9969,49.9678,,,
333281.25,59.881,1.9968,49.968,,,
333437.5,59.8809,1.9968,49.9683,,,
333593.75,59.8808,1.9968,49.9686,,,
333750,59.8807,1.9967,49.969,,,
333906.25,59.8806,1.9966,49.9694,,,
334062.5,59.8805,1.9965,49.9699,,,
334218.75,59.8803,1.9965,49.9703,,,
334375,59.8802,1.9963,49.9708,,,
334531.25,59.88,1.9962,49.9714,,,
334687.5,59.8799,1.9961,49.9719,,,
334843.75,59.8797,1.996,49.9724,,,
335000,59.8795,1.9958,49.973,,,
335156.25,59.8794,1.9957,49.9736,,,
335312.5,59.8792,1.9956,49.9741,,,
335468.75,59.8791,1.9954,49.9746,,,
335625,59.8789,1.9953,49.9752,,,
335781.25,59.8788,1.9951,49.9757,,,
335937.5,59.8786,1.9949,49.9762,,,
336093.75,59.8785,1.9948,49.9766,,,
336250,59.8784,1.9946,49.977,,,
336406.25,59.8783,1.9945,49.9774,,,
336562.5,59.8782,1.9943,49.9777,,,
336718.75,59.8781,1.9942,49.978,,,
336875,59.8781,1.9941,49.9783,,,
337031.25,59.878,1.994,49.9785,,,
337187.5,59.878,1.9938,49.9786,,,
337343.75,59.878,1.9937,49.9787,,,
337500,59.8781,1.9936,49.9787,,,
337656.25,59.8781,1.9935,49.9787,,,
337812.5,59.8782,1.9935,49.9786,,,
337968.75,59.8782,1.9934,49.9785,,,
338125,59.8784,1.9934,49.9784,,,
338281.25,59.8785,1.9933,49.9781,,,
338437.5,59.8786,1.9933,49.9779,,,
338593.75,59.8788,1.9933,49.9775,,,
338750,59.8789,1.9933,49.9772,,,
338906.25,59.8791,1.9933,49.9768,,,
339062.5,59.8793,1.9933,49.9764,,,
339218.75,59.8795,1.9933,49.9759,,,
339375,59.8797,1.9934,49.9754,,,
339531.25,59.88,1.9934,49.975,,,
339687.5,59.8802,1.9935,49.9744,,,
339843.75,59.8804,1.9935,49.9739,,,
340000,59.8807,1.9936,49.9734,,,
340156.25,59.8809,1.9937,49.9729,,,
340312.5,59.8811,1.9938,49.9723,,,
340468.75,59.8813,1.9938,49.9718,,,
340625,59.8815,1.9939,49.9713,,,
340781.25,59.8818,1.994,49.9709,,,
340937.5,59.882,1.9941,49.9704,,,
341093.75,59.8821,1.9942,49.97,,,
341250,59.8823,1.9943,49.9696,,,
341406.25,59.8825,1.9944,49.9693,,,
341562.5,59.8826,1.9944,49.969,,,
341718.75,59.8827,1.9945,49.9687,,,
341875,59.8828,1.9946,49.9685,,,
342031.25,59.8829,1.9946,49.9683,,,
342187.5,59.883,1.9947,49.9682,,,
342343.75,59.883,1.9947,49.9681,,,
342500,59.8831,1.9948,49.9681,,,
342656.25,59.8831,1.9948,49.9681,,,
342812.5,59.8831,1.9948,49.9682,,,
342968.75,59.883,1.9948,49.9684,,,
343125,59.883,1.9948,49.9685,,,
343281.25,59.8829,1.9947,49.9688,,,
343437.5,59.8828,1.9947,49.9691,,,
343593.75,59.8827,1.9947,49.9694,,,
343750,59.8826,1.9946,49.9698,,,
343906.25,59.8825,1.9945,49.9702,,,
344062.5,59.8824,1.9945,49.9706,,,
344218.75,59.8822,1.9944,49.9711,,,
344375,59.882,1.9943,49.9716,,,
344531.25,59.8819,1.9941,49.9721,,,
344687.5,59.8817,1.994,49.9726,,,
344843.75,59.8815,1.9939,49.9732,,,
345000,59.8813,1.9938,49.9737,,,
345156.25,59.8811,1.9936,49.9743,,,
345312.5,59.8809,1.9935,49.9748,,,
345468.75,59.8807,1.9933,49.9753,,,
345625,59.8806,1.9932,49.9758,,,
345781.25,59.8804,1.993,49.9763,,,
345937.5,59.8802,1.9929,49.9768,,,
346093.75,59.8801,1.9927,49.9773,,,
346250,59.8799,1.9926,49.9777,,,
346406.25,59.8798,1.9924,49.978,,,
346562.5,59.8797,1.9923,49.9783,,,
346718.75,59.8796,1.9921,49.9786,,,
346875,59.8795,1.992,49.9789,,,
347031.25,59.8794,1.9919,49.979,,,
347187.5,59.8794,1.9918,49.9792,,,
347343.75,59.8793,1.9917,49.9792,,,
347500,59.8793,1.9916,49.9793,,,
347656.25,59.8793,1.9915,49.9792,,,
347812.5,59.8794,1.9914,49.9791,,,
347968.75,59.8794,1.9914,49.979,,,
348125,59.8795,1.9913,49.9788,,,
348281.25,59.8796,1.9913,49.9786,,,
348437.5,59.8797,1.9913,49.9783,,,
348593.75,59.8798,1.9912,49.978,,,
348750,59.8799,1.9912,49.9776,,,
348906.25,59.8801,1.9913,49.9772,,,
349062.5,59.8803,1.9913,49.9767,,,
349218.75,59.8804,1.9913,49.9762,,,
349375,59.8806,1.9914,49.9757,,,
349531.25,59.8808,1.9914,49.9752,,,
349687.5,59.881,1.9915,49.9747,,,
349843.75,59.8812,1.9915,49.9742,,,
350000,59.8814,1.9916,49.9736,,,
350156.25,59.8816,1.9917,49.9731,,,
350312.5,59.8818,1.9918,49.9725,,,
350468.75,59.882,1.9919,49.972,,,
350625,59.8822,1.992,49.9715,,,
350781.25,59.8824,1.992,49.971,,,
350937.5,59.8825,1.9921,49.9705,,,
351093.75,59.8827,1.9922,49.9701,,,
351250,59.8828,1.9923,49.9697,,,
351406.25,59.883,1.9924,49.9693,,,
351562.5,59.8831,1.9925,49.969,,,
351718.75,59.8832,1.9926,49.9687,,,
351875,59.8833,1.9926,49.9684,,,
352031.25,59.8834,1.9927,49.9682,,,
352187.5,59.8834,1.9928,49.9681,,,
352343.75,59.8834,1.9928,49.968,,,
352500,59.8835,1.9928,49.968,,,
352656.25,59.8835,1.9929,49.968,,,
352812.5,59.8834,1.9929,49.9681,,,
352968.75,59.8834,1.9929,49.9682,,,
353125,59.8833,1.9929,49.9684,,,
353281.25,59.8832,1.9928,49.9686,,,
353437.5,59.8832,1.9928,49.9689,,,
353593.75,59.883,1.9928,49.9692,,,
353750,59.8829,1.9927,49.9695,,,
353906.25,59.8828,1.9926,49.9699,,,
354062.5,59.8826,1.9926,49.9703,,,
354218.75,59.8825,1.9925,49.9708,,,
354375,59.8823,1.9924,49.9713,,,
354531.25,59.8821,1.9923,49.9718,,,
354687.5,59.8819,1.9922,49.9723,,,
354843.75,59.8818,1.992,49.9728,,,
355000,59.8816,1.9919,49.9734,,,
355156.25,59.8814,1.9918,49.9739,,,
355312.5,59.8812,1.9916,49.9744,,,
355468.75,59.881,1.9915,49.975,,,
355625,59.8809,1.9913,49.9755,,,
355781.25,59.8807,1.9912,49.976,,,
355937.5,59.8805,1.991,49.9764,,,
