时间/s,基波幅值（有效值）/V,基波相角/rad,谐波频率/Hz,谐波幅值（最大值）/V
0.2228,60.6752,-1.4,,
0.2229,60.6752,-1.4006,,
0.223,60.6753,-1.4012,,
0.2231,60.6753,-1.4018,,
0.2232,60.6753,-1.4024,,
0.2233,60.6753,-1.403,,
0.2234,60.6754,-1.4036,,
0.2235,60.6754,-1.4042,,
0.2236,60.6754,-1.4047,,
0.2237,60.6754,-1.4053,,
0.2238,60.6753,-1.4059,,
0.2239,60.6753,-1.4065,,
0.224,60.6753,-1.4071,,
0.2241,60.6753,-1.4077,,
0.2242,60.6753,-1.4083,,
0.2243,60.6752,-1.409,,
0.2244,60.6752,-1.4096,,
0.2245,60.6752,-1.4102,,
0.2246,60.6751,-1.4108,,
0.2247,60.6751,-1.4114,,
0.2248,60.675,-1.412,,
0.2249,60.675,-1.4126,,
0.225,60.6749,-1.4132,,
0.2251,60.6749,-1.4138,,
0.2252,60.6748,-1.4145,,
0.2253,60.6748,-1.4151,,
0.2254,60.6747,-1.4157,,
0.2255,60.6747,-1.4163,,
0.2256,60.6746,-1.417,,
0.2257,60.6745,-1.4176,,
0.2258,60.6745,-1.4182,,
0.2259,60.6744,-1.4189,,
0.226,60.6744,-1.4195,,
0.2261,60.6743,-1.4201,,
0.2262,60.6743,-1.4208,,
0.2263,60.6742,-1.4214,,
0.2264,60.6742,-1.4221,,
0.2265,60.6741,-1.4227,,
0.2266,60.6741,-1.4234,,
0.2267,60.674,-1.424,,
0.2268,60.674,-1.4247,,
0.2269,60.6739,-1.4253,,
0.227,60.6739,-1.426,,
0.2271,60.6738,-1.4266,,
0.2272,60.6738,-1.4273,,
0.2273,60.6737,-1.4279,,
0.2274,60.6737,-1.4286,,
0.2275,60.6737,-1.4293,,
0.2276,60.6736,-1.4299,,
0.2277,60.6736,-1.4306,,
0.2278,60.6735,-1.4313,,
0.2279,60.6735,-1.4319,,
0.228,60.6735,-1.4326,,
0.2281,60.6734,-1.4332,,
0.2282,60.6734,-1.4339,,
0.2283,60.6734,-1.4346,,
0.2284,60.6734,-1.4352,,
0.2285,60.6733,-1.4359,,
0.2286,60.6733,-1.4366,,
0.2287,60.6733,-1.4372,,
0.2288,60.6733,-1.4379,,
0.2289,60.6733,-1.4385,,
0.229,60.6733,-1.4392,,
0.2291,60.6733,-1.4399,,
0.2292,60.6733,-1.4405,,
0.2293,60.6732,-1.4412,,
0.2294,60.6732,-1.4418,,
0.2295,60.6733,-1.4425,,
0.2296,60.6733,-1.4431,,
0.2297,60.6733,-1.4438,,
0.2298,60.6733,-1.4444,,
0.2299,60.6733,-1.445,,
0.23,60.6733,-1.4457,,
0.2301,60.6733,-1.4463,,
0.2302,60.6733,-1.4469,,
0.2303,60.6734,-1.4476,,
0.2304,60.6734,-1.4482,,
0.2305,60.6734,-1.4488,,
0.2306,60.6734,-1.4494,,
0.2307,60.6735,-1.4501,,
0.2308,60.6735,-1.4507,,
0.2309,60.6735,-1.4513,,
0.231,60.6735,-1.4519,,
0.2311,60.6736,-1.4525,,
0.2312,60.6736,-1.4531,,
0.2313,60.6736,-1.4537,,
0.2314,60.6737,-1.4543,,
0.2315,60.6737,-1.4549,,
0.2316,60.6738,-1.4555,,
0.2317,60.6738,-1.4561,,
0.2318,60.6738,-1.4567,,
0.2319,60.6739,-1.4573,,
0.232,60.6739,-1.4579,,
0.2321,60.6739,-1.4585,,
0.2322,60.674,-1.4591,,
0.2323,60.674,-1.4597,,
0.2324,60.674,-1.4603,,
0.2325,60.6741,-1.4609,,
0.2326,60.6741,-1.4615,,
0.2327,60.6742,-1.4621,,
0.2328,60.6742,-1.4626,,
0.2329,60.6742,-1.4632,,
0.233,60.6743,-1.4638,,
0.2331,60.6743,-1.4644,,
0.2332,60.6744,-1.465,,
0.2333,60.6744,-1.4656,,
0.2334,60.6744,-1.4662,,
0.2335,60.6745,-1.4668,,
0.2336,60.6745,-1.4674,,
0.2337,60.6745,-1.468,,
0.2338,60.6746,-1.4686,,
0.2339,60.6746,-1.4692,,
0.234,60.6747,-1.4698,,
0.2341,60.6747,-1.4704,,
0.2342,60.6748,-1.471,,
0.2343,60.6748,-1.4717,,
0.2344,60.6748,-1.4723,,
0.2345,60.6749,-1.4729,,
0.2346,60.6749,-1.4735,,
0.2347,60.675,-1.4741,,
0.2348,60.675,-1.4748,,
0.2349,60.675,-1.4754,,
0.235,60.6751,-1.476,,
0.2351,60.6751,-1.4766,,
0.2352,60.6751,-1.4773,,
0.2353,60.6751,-1.4779,,
0.2354,60.6752,-1.4785,,
0.2355,60.6752,-1.4792,,
0.2356,60.6752,-1.4798,,
0.2357,60.6752,-1.4805,,
0.2358,60.6752,-1.4811,,
0.2359,60.6752,-1.4818,,
0.236,60.6752,-1.4824,,
0.2361,60.6752,-1.4831,,
0.2362,60.6752,-1.4837,,
0.2363,60.6752,-1.4844,,
0.2364,60.6751,-1.485,,
0.2365,60.6751,-1.4857,,
0.2366,60.6751,-1.4863,,
0.2367,60.675,-1.487,,
0.2368,60.675,-1.4877,,
0.2369,60.6749,-1.4883,,
0.237,60.6749,-1.489,,
0.2371,60.6748,-1.4896,,
0.2372,60.6747,-1.4903,,
0.2373,60.6747,-1.491,,
0.2374,60.6746,-1.4916,,
0.2375,60.6745,-1.4923,,
0.2376,60.6744,-1.4929,,
0.2377,60.6744,-1.4936,,
0.2378,60.6743,-1.4943,,
0.2379,60.6742,-1.4949,,
0.238,60.6741,-1.4956,,
0.2381,60.674,-1.4962,,
0.2382,60.6739,-1.4969,,
0.2383,60.6738,-1.4975,,
0.2384,60.6737,-1.4982,,
0.2385,60.6736,-1.4988,,
0.2386,60.6736,-1.4995,,
0.2387,60.6735,-1.5001,,
0.2388,60.6734,-1.5008,,
0.2389,60.6733,-1.5014,,
0.239,60.6732,-1.5021,,
0.2391,60.6731,-1.5027,,
0.2392,60.6731,-1.5033,,
0.2393,60.673,-1.504,,
0.2394,60.6729,-1.5046,,
0.2395,60.6729,-1.5052,,
0.2396,60.6728,-1.5059,,
0.2397,60.6728,-1.5065,,
0.2398,60.6727,-1.5071,,
0.2399,60.6727,-1.5077,,
0.24,60.6726,-1.5084,,
0.2401,60.6726,-1.509,,
0.2402,60.6726,-1.5096,,
0.2403,60.6726,-1.5102,,
0.2404,60.6726,-1.5108,,
0.2405,60.6726,-1.5114,,
0.2406,60.6726,-1.5121,,
0.2407,60.6726,-1.5127,,
0.2408,60.6726,-1.5133,,
0.2409,60.6726,-1.5139,,
0.241,60.6726,-1.5145,,
0.2411,60.6726,-1.5151,,
0.2412,60.6727,-1.5157,,
0.2413,60.6727,-1.5163,,
0.2414,60.6728,-1.5169,,
0.2415,60.6728,-1.5176,,
0.2416,60.6729,-1.5182,,
0.2417,60.673,-1.5188,,
0.2418,60.673,-1.5194,,
0.2419,60.6731,-1.52,,
0.242,60.6732,-1.5206,,
0.2421,60.6733,-1.5212,,
0.2422,60.6734,-1.5218,,
0.2423,60.6735,-1.5224,,
0.2424,60.6736,-1.523,,
0.2425,60.6737,-1.5236,,
0.2426,60.6738,-1.5242,,
0.2427,60.6739,-1.5249,,
0.2428,60.674,-1.5255,,
0.2429,60.6741,-1.5261,,
0.243,60.6742,-1.5267,,
0.2431,60.6743,-1.5273,,
0.2432,60.6744,-1.5279,,
0.2433,60.6746,-1.5285,,
0.2434,60.6747,-1.5291,,
0.2435,60.6748,-1.5298,,
0.2436,60.6749,-1.5304,,
0.2437,60.675,-1.531,,
0.2438,60.6751,-1.5316,,
0.2439,60.6752,-1.5322,,
0.244,60.6753,-1.5328,,
0.2441,60.6754,-1.5335,,
0.2442,60.6755,-1.5341,,
0.2443,60.6756,-1.5347,,
0.2444,60.6756,-1.5353,,
0.2445,60.6757,-1.536,,
0.2446,60.6758,-1.5366,,
0.2447,60.6758,-1.5372,,
0.2448,60.6759,-1.5378,,
0.2449,60.6759,-1.5385,,
0.245,60.6759,-1.5391,,
0.2451,60.676,-1.5397,,
0.2452,60.676,-1.5403,,
0.2453,60.676,-1.541,,
0.2454,60.676,-1.5416,,
0.2455,60.676,-1.5422,,
0.2456,60.676,-1.5429,,
0.2457,60.6759,-1.5435,,
0.2458,60.6759,-1.5441,,
0.2459,60.6758,-1.5448,,
0.246,60.6758,-1.5454,,
0.2461,60.6757,-1.546,,
0.2462,60.6756,-1.5467,,
0.2463,60.6755,-1.5473,,
0.2464,60.6755,-1.548,,
0.2465,60.6754,-1.5486,,
0.2466,60.6753,-1.5492,,
0.2467,60.6752,-1.5499,,
0.2468,60.675,-1.5505,,
0.2469,60.6749,-1.5512,,
0.247,60.6748,-1.5518,,
0.2471,60.6747,-1.5525,,
0.2472,60.6746,-1.5531,,
0.2473,60.6744,-1.5537,,
0.2474,60.6743,-1.5544,,
0.2475,60.6742,-1.555,,
0.2476,60.674,-1.5557,,
0.2477,60.6739,-1.5563,,
0.2478,60.6738,-1.5569,,
0.2479,60.6737,-1.5576,,
0.248,60.6735,-1.5582,,
0.2481,60.6734,-1.5589,,
0.2482,60.6733,-1.5595,,
0.2483,60.6732,-1.5601,,
0.2484,60.6731,-1.5608,,
0.2485,60.673,-1.5614,,
0.2486,60.6729,-1.562,,
0.2487,60.6728,-1.5627,,
0.2488,60.6727,-1.5633,,
0.2489,60.6726,-1.564,,
0.249,60.6726,-1.5646,,
0.2491,60.6725,-1.5652,,
0.2492,60.6725,-1.5659,,
0.2493,60.6724,-1.5665,,
0.2494,60.6724,-1.5672,,
0.2495,60.6723,-1.5678,,
0.2496,60.6723,-1.5684,,
0.2497,60.6723,-1.5691,,
0.2498,60.6723,-1.5697,,
0.2499,60.6723,-1.5704,,
0.25,60.6723,-1.571,,
0.2501,60.6723,-1.5716,,
0.2502,60.6723,-1.5723,,
0.2503,60.6723,-1.5729,,
0.2504,60.6724,-1.5735,,
0.2505,60.6724,-1.5742,,
0.2506,60.6725,-1.5748,,
0.2507,60.6725,-1.5755,,
0.2508,60.6726,-1.5761,,
0.2509,60.6726,-1.5767,,
0.251,60.6727,-1.5774,,
0.2511,60.6728,-1.578,,
0.2512,60.6729,-1.5786,,
0.2513,60.673,-1.5793,,
0.2514,60.6731,-1.5799,,
0.2515,60.6731,-1.5805,,
0.2516,60.6732,-1.5811,,
0.2517,60.6734,-1.5818,,
0.2518,60.6735,-1.5824,,
0.2519,60.6736,-1.583,,
0.252,60.6737,-1.5836,,
0.2521,60.6738,-1.5843,,
0.2522,60.6739,-1.5849,,
0.2523,60.674,-1.5855,,
0.2524,60.6741,-1.5861,,
0.2525,60.6742,-1.5867,,
0.2526,60.6744,-1.5873,,
0.2527,60.6745,-1.5879,,
0.2528,60.6746,-1.5886,,
0.2529,60.6747,-1.5892,,
0.253,60.6748,-1.5898,,
0.2531,60.6749,-1.5904,,
0.2532,60.675,-1.591,,
0.2533,60.6751,-1.5916,,
0.2534,60.6751,-1.5922,,
0.2535,60.6752,-1.5928,,
0.2536,60.6753,-1.5934,,
0.2537,60.6754,-1.594,,
0.2538,60.6754,-1.5946,,
0.2539,60.6755,-1.5952,,
0.254,60.6755,-1.5958,,
0.2541,60.6756,-1.5964,,
0.2542,60.6756,-1.5971,,
0.2543,60.6757,-1.5977,,
0.2544,60.6757,-1.5983,,
0.2545,60.6757,-1.5989,,
0.2546,60.6757,-1.5995,,
0.2547,60.6757,-1.6001,,
0.2548,60.6757,-1.6007,,
0.2549,60.6757,-1.6013,,
0.255,60.6757,-1.6019,,
0.2551,60.6757,-1.6025,,
0.2552,60.6756,-1.6031,,
0.2553,60.6756,-1.6038,,
0.2554,60.6755,-1.6044,,
0.2555,60.6755,-1.605,,
0.2556,60.6754,-1.6056,,
0.2557,60.6754,-1.6062,,
0.2558,60.6753,-1.6069,,
0.2559,60.6752,-1.6075,,
0.256,60.6752,-1.6081,,
0.2561,60.6751,-1.6087,,
0.2562,60.675,-1.6093,,
0.2563,60.6749,-1.61,,
0.2564,60.6749,-1.6106,,
0.2565,60.6748,-1.6112,,
0.2566,60.6747,-1.6119,,
0.2567,60.6746,-1.6125,,
0.2568,60.6745,-1.6131,,
0.2569,60.6744,-1.6138,,
0.257,60.6743,-1.6144,,
0.2571,60.6742,-1.615,,
0.2572,60.6742,-1.6157,,
0.2573,60.6741,-1.6163,,
0.2574,60.674,-1.617,,
0.2575,60.6739,-1.6176,,
0.2576,60.6738,-1.6183,,
0.2577,60.6737,-1.6189,,
0.2578,60.6737,-1.6196,,
0.2579,60.6736,-1.6202,,
0.258,60.6735,-1.6209,,
0.2581,60.6735,-1.6215,,
0.2582,60.6734,-1.6222,,
0.2583,60.6733,-1.6228,,
0.2584,60.6733,-1.6235,,
0.2585,60.6732,-1.6241,,
0.2586,60.6732,-1.6248,,
0.2587,60.6731,-1.6254,,
0.2588,60.6731,-1.6261,,
0.2589,60.673,-1.6268,,
0.259,60.673,-1.6274,,
0.2591,60.673,-1.6281,,
0.2592,60.6729,-1.6287,,
0.2593,60.6729,-1.6294,,
0.2594,60.6729,-1.63,,
0.2595,60.6729,-1.6307,,
0.2596,60.6729,-1.6314,,
0.2597,60.6729,-1.632,,
0.2598,60.6729,-1.6327,,
0.2599,60.6729,-1.6333,,
0.26,60.6729,-1.634,,
0.2601,60.6729,-1.6346,,
0.2602,60.6729,-1.6353,,
0.2603,60.6729,-1.6359,,
0.2604,60.6729,-1.6366,,
0.2605,60.673,-1.6372,,
0.2606,60.673,-1.6379,,
0.2607,60.673,-1.6385,,
0.2608,60.673,-1.6391,,
0.2609,60.6731,-1.6398,,
0.261,60.6731,-1.6404,,
0.2611,60.6732,-1.641,,
0.2612,60.6732,-1.6416,,
0.2613,60.6733,-1.6423,,
0.2614,60.6733,-1.6429,,
0.2615,60.6734,-1.6435,,
0.2616,60.6734,-1.6441,,
0.2617,60.6735,-1.6447,,
0.2618,60.6735,-1.6454,,
0.2619,60.6736,-1.646,,
0.262,60.6737,-1.6466,,
0.2621,60.6737,-1.6472,,
0.2622,60.6738,-1.6478,,
0.2623,60.6738,-1.6484,,
0.2624,60.6739,-1.649,,
0.2625,60.674,-1.6496,,
0.2626,60.674,-1.6502,,
0.2627,60.6741,-1.6508,,
0.2628,60.6742,-1.6514,,
0.2629,60.6742,-1.652,,
0.263,60.6743,-1.6526,,
0.2631,60.6744,-1.6532,,
0.2632,60.6744,-1.6538,,
0.2633,60.6745,-1.6544,,
0.2634,60.6745,-1.655,,
0.2635,60.6746,-1.6556,,
0.2636,60.6747,-1.6562,,
0.2637,60.6747,-1.6568,,
0.2638,60.6748,-1.6574,,
0.2639,60.6748,-1.658,,
0.264,60.6749,-1.6586,,
0.2641,60.6749,-1.6592,,
0.2642,60.675,-1.6598,,
0.2643,60.675,-1.6604,,
0.2644,60.6751,-1.661,,
0.2645,60.6751,-1.6616,,
0.2646,60.6751,-1.6622,,
0.2647,60.6752,-1.6628,,
0.2648,60.6752,-1.6634,,
0.2649,60.6752,-1.664,,
0.265,60.6752,-1.6647,,
0.2651,60.6753,-1.6653,,
0.2652,60.6753,-1.6659,,
0.2653,60.6753,-1.6665,,
0.2654,60.6753,-1.6671,,
0.2655,60.6753,-1.6677,,
0.2656,60.6753,-1.6684,,
0.2657,60.6753,-1.669,,
0.2658,60.6753,-1.6696,,
0.2659,60.6753,-1.6702,,
0.266,60.6753,-1.6709,,
0.2661,60.6752,-1.6715,,
0.2662,60.6752,-1.6721,,
0.2663,60.6752,-1.6728,,
0.2664,60.6751,-1.6734,,
0.2665,60.6751,-1.674,,
0.2666,60.6751,-1.6747,,
0.2667,60.675,-1.6753,,
0.2668,60.675,-1.676,,
0.2669,60.6749,-1.6766,,
0.267,60.6749,-1.6773,,
0.2671,60.6748,-1.6779,,
0.2672,60.6747,-1.6786,,
0.2673,60.6747,-1.6792,,
0.2674,60.6746,-1.6799,,
0.2675,60.6745,-1.6805,,
0.2676,60.6745,-1.6812,,
0.2677,60.6744,-1.6818,,
0.2678,60.6743,-1.6825,,
0.2679,60.6742,-1.6831,,
0.268,60.6742,-1.6838,,
0.2681,60.6741,-1.6844,,
0.2682,60.674,-1.6851,,
0.2683,60.6739,-1.6857,,
0.2684,60.6738,-1.6864,,
0.2685,60.6738,-1.6871,,
0.2686,60.6737,-1.6877,,
0.2687,60.6736,-1.6884,,
0.2688,60.6735,-1.689,,
0.2689,60.6735,-1.6897,,
0.269,60.6734,-1.6903,,
0.2691,60.6733,-1.691,,
0.2692,60.6732,-1.6916,,
0.2693,60.6732,-1.6923,,
0.2694,60.6731,-1.6929,,
0.2695,60.673,-1.6936,,
0.2696,60.673,-1.6942,,
0.2697,60.6729,-1.6949,,
0.2698,60.6729,-1.6955,,
0.2699,60.6728,-1.6962,,
0.27,60.6728,-1.6968,,
0.2701,60.6728,-1.6974,,
0.2702,60.6727,-1.6981,,
0.2703,60.6727,-1.6987,,
0.2704,60.6727,-1.6994,,
0.2705,60.6727,-1.7,,
0.2706,60.6727,-1.7006,,
0.2707,60.6727,-1.7012,,
0.2708,60.6727,-1.7019,,
0.2709,60.6727,-1.7025,,
0.271,60.6727,-1.7031,,
0.2711,60.6727,-1.7037,,
0.2712,60.6727,-1.7044,,
0.2713,60.6727,-1.705,,
0.2714,60.6728,-1.7056,,
0.2715,60.6728,-1.7062,,
0.2716,60.6729,-1.7068,,
0.2717,60.6729,-1.7074,,
0.2718,60.673,-1.7081,,
0.2719,60.673,-1.7087,,
0.272,60.6731,-1.7093,,
0.2721,60.6732,-1.7099,,
0.2722,60.6733,-1.7105,,
0.2723,60.6733,-1.7111,,
0.2724,60.6734,-1.7117,,
0.2725,60.6735,-1.7123,,
0.2726,60.6736,-1.713,,
0.2727,60.6737,-1.7136,,
0.2728,60.6738,-1.7142,,
0.2729,60.6739,-1.7148,,
0.273,60.674,-1.7154,,
0.2731,60.6741,-1.716,,
0.2732,60.6742,-1.7166,,
0.2733,60.6743,-1.7172,,
0.2734,60.6744,-1.7178,,
0.2735,60.6745,-1.7185,,
0.2736,60.6746,-1.7191,,
0.2737,60.6747,-1.7197,,
0.2738,60.6748,-1.7203,,
0.2739,60.6749,-1.7209,,
0.274,60.675,-1.7215,,
0.2741,60.6751,-1.7221,,
0.2742,60.6751,-1.7227,,
0.2743,60.6752,-1.7233,,
0.2744,60.6753,-1.724,,
0.2745,60.6754,-1.7246,,
0.2746,60.6754,-1.7252,,
0.2747,60.6755,-1.7258,,
0.2748,60.6755,-1.7264,,
0.2749,60.6756,-1.727,,
0.275,60.6756,-1.7276,,
0.2751,60.6757,-1.7282,,
0.2752,60.6757,-1.7289,,
0.2753,60.6757,-1.7295,,
0.2754,60.6757,-1.7301,,
0.2755,60.6757,-1.7307,,
0.2756,60.6757,-1.7313,,
0.2757,60.6757,-1.7319,,
0.2758,60.6757,-1.7326,,
0.2759,60.6756,-1.7332,,
0.276,60.6756,-1.7338,,
0.2761,60.6756,-1.7344,,
0.2762,60.6755,-1.7351,,
0.2763,60.6755,-1.7357,,
0.2764,60.6754,-1.7363,,
0.2765,60.6753,-1.7369,,
0.2766,60.6753,-1.7376,,
0.2767,60.6752,-1.7382,,
0.2768,60.6751,-1.7388,,
0.2769,60.675,-1.7395,,
0.277,60.6749,-1.7401,,
0.2771,60.6749,-1.7407,,
0.2772,60.6748,-1.7414,,
0.2773,60.6747,-1.742,,
0.2774,60.6746,-1.7427,,
0.2775,60.6745,-1.7433,,
0.2776,60.6744,-1.7439,,
0.2777,60.6743,-1.7446,,
0.2778,60.6742,-1.7452,,
0.2779,60.6741,-1.7459,,
0.278,60.674,-1.7465,,
0.2781,60.6739,-1.7472,,
0.2782,60.6738,-1.7478,,
0.2783,60.6737,-1.7484,,
0.2784,60.6736,-1.7491,,
0.2785,60.6735,-1.7497,,
0.2786,60.6734,-1.7504,,
0.2787,60.6733,-1.751,,
0.2788,60.6733,-1.7517,,
0.2789,60.6732,-1.7523,,
0.279,60.6731,-1.753,,
0.2791,60.6731,-1.7536,,
0.2792,60.673,-1.7543,,
0.2793,60.6729,-1.7549,,
0.2794,60.6729,-1.7556,,
0.2795,60.6728,-1.7562,,
0.2796,60.6728,-1.7569,,
0.2797,60.6727,-1.7575,,
0.2798,60.6727,-1.7582,,
0.2799,60.6727,-1.7588,,
0.28,60.6727,-1.7595,,
0.2801,60.6727,-1.7601,,
0.2802,60.6726,-1.7608,,
0.2803,60.6726,-1.7614,,
0.2804,60.6726,-1.7621,,
0.2805,60.6727,-1.7627,,
0.2806,60.6727,-1.7634,,
0.2807,60.6727,-1.764,,
0.2808,60.6727,-1.7646,,
0.2809,60.6727,-1.7653,,
0.281,60.6728,-1.7659,,
0.2811,60.6728,-1.7666,,
0.2812,60.6729,-1.7672,,
0.2813,60.6729,-1.7678,,
0.2814,60.673,-1.7685,,
0.2815,60.673,-1.7691,,
0.2816,60.6731,-1.7697,,
0.2817,60.6732,-1.7704,,
0.2818,60.6733,-1.771,,
0.2819,60.6733,-1.7716,,
0.282,60.6734,-1.7723,,
0.2821,60.6735,-1.7729,,
0.2822,60.6736,-1.7735,,
0.2823,60.6737,-1.7741,,
0.2824,60.6737,-1.7747,,
0.2825,60.6738,-1.7754,,
0.2826,60.6739,-1.776,,
0.2827,60.674,-1.7766,,
0.2828,60.6741,-1.7772,,
0.2829,60.6742,-1.7778,,
0.283,60.6743,-1.7784,,
0.2831,60.6744,-1.779,,
0.2832,60.6744,-1.7797,,
0.2833,60.6745,-1.7803,,
0.2834,60.6746,-1.7809,,
0.2835,60.6747,-1.7815,,
0.2836,60.6747,-1.7821,,
0.2837,60.6748,-1.7827,,
0.2838,60.6749,-1.7833,,
0.2839,60.6749,-1.7839,,
0.284,60.675,-1.7845,,
0.2841,60.675,-1.7851,,
0.2842,60.6751,-1.7857,,
0.2843,60.6751,-1.7863,,
0.2844,60.6751,-1.7869,,
0.2845,60.6752,-1.7875,,
0.2846,60.6752,-1.7881,,
0.2847,60.6752,-1.7887,,
0.2848,60.6752,-1.7892,,
0.2849,60.6752,-1.7898,,
0.285,60.6752,-1.7904,,
0.2851,60.6752,-1.791,,
0.2852,60.6752,-1.7917,,
0.2853,60.6752,-1.7923,,
0.2854,60.6752,-1.7929,,
0.2855,60.6752,-1.7935,,
0.2856,60.6752,-1.7941,,
0.2857,60.6751,-1.7947,,
0.2858,60.6751,-1.7953,,
0.2859,60.6751,-1.7959,,
0.286,60.675,-1.7965,,
0.2861,60.675,-1.7971,,
0.2862,60.675,-1.7978,,
0.2863,60.6749,-1.7984,,
0.2864,60.6749,-1.799,,
0.2865,60.6749,-1.7996,,
0.2866,60.6748,-1.8002,,
0.2867,60.6748,-1.8009,,
0.2868,60.6747,-1.8015,,
0.2869,60.6747,-1.8021,,
0.287,60.6746,-1.8028,,
0.2871,60.6746,-1.8034,,
0.2872,60.6746,-1.804,,
0.2873,60.6745,-1.8047,,
0.2874,60.6745,-1.8053,,
0.2875,60.6744,-1.806,,
0.2876,60.6744,-1.8066,,
0.2877,60.6743,-1.8073,,
0.2878,60.6743,-1.8079,,
0.2879,60.6742,-1.8086,,
0.288,60.6742,-1.8092,,
0.2881,60.6741,-1.8099,,
0.2882,60.6741,-1.8105,,
0.2883,60.6741,-1.8112,,
0.2884,60.674,-1.8119,,
0.2885,60.674,-1.8125,,
0.2886,60.6739,-1.8132,,
0.2887,60.6739,-1.8138,,
0.2888,60.6738,-1.8145,,
0.2889,60.6738,-1.8152,,
0.289,60.6737,-1.8158,,
0.2891,60.6737,-1.8165,,
0.2892,60.6737,-1.8172,,
0.2893,60.6736,-1.8178,,
0.2894,60.6736,-1.8185,,
0.2895,60.6735,-1.8192,,
0.2896,60.6735,-1.8198,,
0.2897,60.6735,-1.8205,,
0.2898,60.6734,-1.8211,,
0.2899,60.6734,-1.8218,,
0.29,60.6734,-1.8225,,
0.2901,60.6733,-1.8231,,
0.2902,60.6733,-1.8238,,
0.2903,60.6733,-1.8244,,
0.2904,60.6732,-1.8251,,
0.2905,60.6732,-1.8257,,
0.2906,60.6732,-1.8264,,
0.2907,60.6732,-1.827,,
0.2908,60.6732,-1.8276,,
0.2909,60.6732,-1.8283,,
0.291,60.6732,-1.8289,,
0.2911,60.6732,-1.8296,,
0.2912,60.6732,-1.8302,,
0.2913,60.6732,-1.8308,,
0.2914,60.6732,-1.8314,,
0.2915,60.6732,-1.8321,,
0.2916,60.6732,-1.8327,,
0.2917,60.6732,-1.8333,,
0.2918,60.6732,-1.8339,,
0.2919,60.6732,-1.8345,,
0.292,60.6732,-1.8352,,
0.2921,60.6733,-1.8358,,
0.2922,60.6733,-1.8364,,
0.2923,60.6733,-1.837,,
0.2924,60.6733,-1.8376,,
0.2925,60.6734,-1.8382,,
0.2926,60.6734,-1.8388,,
0.2927,60.6734,-1.8394,,
0.2928,60.6735,-1.84,,
0.2929,60.6735,-1.8406,,
0.293,60.6736,-1.8412,,
0.2931,60.6736,-1.8418,,
0.2932,60.6737,-1.8424,,
0.2933,60.6737,-1.843,,
0.2934,60.6738,-1.8436,,
0.2935,60.6738,-1.8442,,
0.2936,60.6739,-1.8448,,
0.2937,60.6739,-1.8454,,
0.2938,60.674,-1.846,,
0.2939,60.674,-1.8465,,
0.294,60.6741,-1.8471,,
0.2941,60.6741,-1.8477,,
0.2942,60.6742,-1.8483,,
0.2943,60.6743,-1.8489,,
0.2944,60.6743,-1.8495,,
0.2945,60.6744,-1.8501,,
0.2946,60.6744,-1.8507,,
0.2947,60.6745,-1.8513,,
0.2948,60.6746,-1.8519,,
0.2949,60.6746,-1.8526,,
0.295,60.6747,-1.8532,,
0.2951,60.6747,-1.8538,,
0.2952,60.6748,-1.8544,,
0.2953,60.6749,-1.855,,
0.2954,60.6749,-1.8556,,
0.2955,60.675,-1.8562,,
0.2956,60.675,-1.8568,,
0.2957,60.6751,-1.8575,,
0.2958,60.6751,-1.8581,,
0.2959,60.6752,-1.8587,,
0.296,60.6752,-1.8593,,
0.2961,60.6753,-1.86,,
0.2962,60.6753,-1.8606,,
0.2963,60.6753,-1.8612,,
0.2964,60.6754,-1.8619,,
0.2965,60.6754,-1.8625,,
0.2966,60.6754,-1.8631,,
0.2967,60.6754,-1.8638,,
0.2968,60.6755,-1.8644,,
0.2969,60.6755,-1.8651,,
0.297,60.6755,-1.8657,,
0.2971,60.6755,-1.8664,,
0.2972,60.6755,-1.867,,
0.2973,60.6754,-1.8676,,
0.2974,60.6754,-1.8683,,
0.2975,60.6754,-1.869,,
0.2976,60.6754,-1.8696,,
0.2977,60.6753,-1.8703,,
0.2978,60.6753,-1.8709,,
0.2979,60.6752,-1.8716,,
0.298,60.6751,-1.8722,,
0.2981,60.6751,-1.8729,,
0.2982,60.675,-1.8735,,
0.2983,60.6749,-1.8742,,
0.2984,60.6748,-1.8749,,
0.2985,60.6747,-1.8755,,
0.2986,60.6747,-1.8762,,
0.2987,60.6746,-1.8768,,
0.2988,60.6745,-1.8775,,
0.2989,60.6744,-1.8782,,
0.299,60.6742,-1.8788,,
0.2991,60.6741,-1.8795,,
0.2992,60.674,-1.8801,,
0.2993,60.6739,-1.8808,,
0.2994,60.6738,-1.8814,,
0.2995,60.6737,-1.8821,,
0.2996,60.6736,-1.8827,,
0.2997,60.6735,-1.8834,,
0.2998,60.6734,-1.884,,
0.2999,60.6733,-1.8846,,
0.3,60.6732,-1.8853,,
0.3001,60.6731,-1.8859,,
0.3002,60.673,-1.8865,,
0.3003,60.6729,-1.8872,,
0.3004,60.6728,-1.8878,,
0.3005,60.6727,-1.8884,,
0.3006,60.6727,-1.8891,,
0.3007,60.6726,-1.8897,,
0.3008,60.6725,-1.8903,,
0.3009,60.6725,-1.8909,,
0.301,60.6724,-1.8916,,
0.3011,60.6724,-1.8922,,
0.3012,60.6724,-1.8928,,
0.3013,60.6723,-1.8934,,
0.3014,60.6723,-1.894,,
