时间/s,基波幅值（有效值）/V,基波相角/rad,谐波频率/Hz,谐波幅值（最大值）/V
0,60.6756,0.00036479,48.999767,85.7132
0.0001,60.6756,-0.00025679,44.72314,7.53383
0.0002,60.6756,-0.00087972,55.524758,1.78612
0.0003,60.6756,-0.001504,391.99989,1.61241
0.0004,60.6756,-0.0021297,686.00023,1.52756
0.0005,60.6756,-0.0027568,293.99985,1.27295
0.0006,60.6756,-0.0033853,259.69997,1.10323
0.0007,60.6755,-0.0040152,181.56943,1.09479
0.0008,60.6755,-0.0046465,166.5869,1.01781
0.0009,60.6755,-0.0052793,441.00025,1.01838
0.001,60.6754,-0.0059134,1323.0001,0.9335
0.0011,60.6754,-0.0065489,176.06934,0.833519
0.0012,60.6753,-0.0071858,588.00011,0.678909
0.0013,60.6753,-0.007824,39.244824,0.511897
0.0014,60.6752,-0.0084635,489.99996,0.509181
0.0015,60.6752,-0.0091043,1225,0.424317
0.0016,60.6751,-0.0097463,,
0.0017,60.675,-0.01039,,
0.0018,60.675,-0.011034,,
0.0019,60.6749,-0.011679,,
0.002,60.6748,-0.012326,,
0.0021,60.6747,-0.012973,,
0.0022,60.6746,-0.013621,,
0.0023,60.6745,-0.01427,,
0.0024,60.6744,-0.014919,,
0.0025,60.6743,-0.01557,,
0.0026,60.6743,-0.01622,,
0.0027,60.6742,-0.016872,,
0.0028,60.6741,-0.017523,,
0.0029,60.674,-0.018175,,
0.003,60.6739,-0.018827,,
0.0031,60.6738,-0.019478,,
0.0032,60.6737,-0.02013,,
0.0033,60.6736,-0.020781,,
0.0034,60.6735,-0.021432,,
0.0035,60.6734,-0.022083,,
0.0036,60.6733,-0.022733,,
0.0037,60.6732,-0.023382,,
0.0038,60.6731,-0.024031,,
0.0039,60.673,-0.024678,,
0.004,60.673,-0.025325,,
0.0041,60.6729,-0.02597,,
0.0042,60.6728,-0.026615,,
0.0043,60.6728,-0.027258,,
0.0044,60.6727,-0.0279,,
0.0045,60.6727,-0.02854,,
0.0046,60.6726,-0.029179,,
0.0047,60.6726,-0.029817,,
0.0048,60.6725,-0.030453,,
0.0049,60.6725,-0.031087,,
0.005,60.6725,-0.03172,,
0.0051,60.6725,-0.032352,,
0.0052,60.6724,-0.032982,,
0.0053,60.6724,-0.033611,,
0.0054,60.6724,-0.034239,,
0.0055,60.6724,-0.034866,,
0.0056,60.6725,-0.035492,,
0.0057,60.6725,-0.036116,,
0.0058,60.6725,-0.03674,,
0.0059,60.6726,-0.037363,,
0.006,60.6726,-0.037985,,
0.0061,60.6726,-0.038607,,
0.0062,60.6727,-0.039228,,
0.0063,60.6728,-0.039848,,
0.0064,60.6728,-0.040468,,
0.0065,60.6729,-0.041087,,
0.0066,60.673,-0.041706,,
0.0067,60.6731,-0.042325,,
0.0068,60.6731,-0.042943,,
0.0069,60.6732,-0.04356,,
0.007,60.6733,-0.044178,,
0.0071,60.6734,-0.044795,,
0.0072,60.6735,-0.045412,,
0.0073,60.6736,-0.046028,,
0.0074,60.6737,-0.046644,,
0.0075,60.6739,-0.04726,,
0.0076,60.674,-0.047875,,
0.0077,60.6741,-0.04849,,
0.0078,60.6742,-0.049105,,
0.0079,60.6743,-0.049719,,
0.008,60.6744,-0.050332,,
0.0081,60.6745,-0.050946,,
0.0082,60.6747,-0.051559,,
0.0083,60.6748,-0.052172,,
0.0084,60.6749,-0.052784,,
0.0085,60.675,-0.053396,,
0.0086,60.6751,-0.054008,,
0.0087,60.6752,-0.054619,,
0.0088,60.6753,-0.055231,,
0.0089,60.6753,-0.055842,,
0.009,60.6754,-0.056454,,
0.0091,60.6755,-0.057065,,
0.0092,60.6756,-0.057676,,
0.0093,60.6756,-0.058288,,
0.0094,60.6757,-0.0589,,
0.0095,60.6757,-0.059512,,
0.0096,60.6758,-0.060125,,
0.0097,60.6758,-0.060738,,
0.0098,60.6758,-0.061351,,
0.0099,60.6758,-0.061966,,
0.01,60.6759,-0.062581,,
0.0101,60.6759,-0.063197,,
0.0102,60.6758,-0.063813,,
0.0103,60.6758,-0.064431,,
0.0104,60.6758,-0.065049,,
0.0105,60.6758,-0.065669,,
0.0106,60.6757,-0.066289,,
0.0107,60.6757,-0.066911,,
0.0108,60.6756,-0.067533,,
0.0109,60.6756,-0.068157,,
0.011,60.6755,-0.068782,,
0.0111,60.6755,-0.069408,,
0.0112,60.6754,-0.070035,,
0.0113,60.6753,-0.070664,,
0.0114,60.6752,-0.071293,,
0.0115,60.6751,-0.071924,,
0.0116,60.675,-0.072555,,
0.0117,60.6749,-0.073188,,
0.0118,60.6748,-0.073822,,
0.0119,60.6747,-0.074457,,
0.012,60.6746,-0.075093,,
0.0121,60.6745,-0.07573,,
0.0122,60.6744,-0.076368,,
0.0123,60.6743,-0.077007,,
0.0124,60.6742,-0.077647,,
0.0125,60.6741,-0.078288,,
0.0126,60.674,-0.07893,,
0.0127,60.6739,-0.079572,,
0.0128,60.6738,-0.080215,,
0.0129,60.6737,-0.080859,,
0.013,60.6736,-0.081504,,
0.0131,60.6735,-0.082149,,
0.0132,60.6734,-0.082795,,
0.0133,60.6733,-0.083442,,
0.0134,60.6732,-0.084088,,
0.0135,60.6731,-0.084735,,
0.0136,60.673,-0.085383,,
0.0137,60.6729,-0.086031,,
0.0138,60.6729,-0.086679,,
0.0139,60.6728,-0.087327,,
0.014,60.6728,-0.087975,,
0.0141,60.6727,-0.088623,,
0.0142,60.6727,-0.089271,,
0.0143,60.6726,-0.089919,,
0.0144,60.6726,-0.090567,,
0.0145,60.6725,-0.091214,,
0.0146,60.6725,-0.091862,,
0.0147,60.6725,-0.092509,,
0.0148,60.6725,-0.093155,,
0.0149,60.6725,-0.093802,,
0.015,60.6725,-0.094448,,
0.0151,60.6725,-0.095094,,
0.0152,60.6725,-0.095739,,
0.0153,60.6726,-0.096384,,
0.0154,60.6726,-0.097029,,
0.0155,60.6726,-0.097673,,
0.0156,60.6727,-0.098316,,
0.0157,60.6727,-0.098959,,
0.0158,60.6728,-0.0996,,
0.0159,60.6728,-0.10024,,
0.016,60.6729,-0.10088,,
0.0161,60.673,-0.10152,,
0.0162,60.673,-0.10216,,
0.0163,60.6731,-0.1028,,
0.0164,60.6732,-0.10343,,
0.0165,60.6733,-0.10406,,
0.0166,60.6734,-0.1047,,
0.0167,60.6735,-0.10533,,
0.0168,60.6736,-0.10596,,
0.0169,60.6737,-0.10659,,
0.017,60.6738,-0.10721,,
0.0171,60.6739,-0.10784,,
0.0172,60.674,-0.10846,,
0.0173,60.6741,-0.10908,,
0.0174,60.6742,-0.1097,,
0.0175,60.6742,-0.11032,,
0.0176,60.6743,-0.11093,,
0.0177,60.6744,-0.11154,,
0.0178,60.6745,-0.11216,,
0.0179,60.6746,-0.11276,,
0.018,60.6747,-0.11337,,
0.0181,60.6748,-0.11398,,
0.0182,60.6749,-0.11458,,
0.0183,60.6749,-0.11519,,
0.0184,60.675,-0.11579,,
0.0185,60.6751,-0.11639,,
0.0186,60.6751,-0.11699,,
0.0187,60.6752,-0.11758,,
0.0188,60.6752,-0.11818,,
0.0189,60.6753,-0.11878,,
0.019,60.6753,-0.11937,,
0.0191,60.6753,-0.11997,,
0.0192,60.6753,-0.12057,,
0.0193,60.6753,-0.12116,,
0.0194,60.6754,-0.12176,,
0.0195,60.6754,-0.12236,,
0.0196,60.6754,-0.12295,,
0.0197,60.6754,-0.12355,,
0.0198,60.6753,-0.12415,,
0.0199,60.6753,-0.12475,,
0.02,60.6753,-0.12535,,
0.0201,60.6753,-0.12595,,
0.0202,60.6752,-0.12656,,
0.0203,60.6752,-0.12716,,
0.0204,60.6752,-0.12777,,
0.0205,60.6751,-0.12838,,
0.0206,60.6751,-0.12899,,
0.0207,60.675,-0.1296,,
0.0208,60.675,-0.13021,,
0.0209,60.6749,-0.13083,,
0.021,60.6749,-0.13145,,
0.0211,60.6748,-0.13207,,
0.0212,60.6748,-0.13269,,
0.0213,60.6747,-0.13331,,
0.0214,60.6747,-0.13394,,
0.0215,60.6746,-0.13457,,
0.0216,60.6746,-0.1352,,
0.0217,60.6745,-0.13583,,
0.0218,60.6744,-0.13646,,
0.0219,60.6744,-0.1371,,
0.022,60.6743,-0.13773,,
0.0221,60.6743,-0.13837,,
0.0222,60.6742,-0.13902,,
0.0223,60.6742,-0.13966,,
0.0224,60.6741,-0.14031,,
0.0225,60.6741,-0.14096,,
0.0226,60.674,-0.14161,,
0.0227,60.674,-0.14226,,
0.0228,60.6739,-0.14291,,
0.0229,60.6739,-0.14357,,
0.023,60.6738,-0.14422,,
0.0231,60.6738,-0.14488,,
0.0232,60.6737,-0.14554,,
0.0233,60.6737,-0.1462,,
0.0234,60.6737,-0.14686,,
0.0235,60.6736,-0.14752,,
0.0236,60.6736,-0.14819,,
0.0237,60.6735,-0.14885,,
0.0238,60.6735,-0.14951,,
0.0239,60.6735,-0.15018,,
0.024,60.6734,-0.15084,,
0.0241,60.6734,-0.15151,,
0.0242,60.6734,-0.15217,,
0.0243,60.6734,-0.15283,,
0.0244,60.6733,-0.1535,,
0.0245,60.6733,-0.15416,,
0.0246,60.6733,-0.15482,,
0.0247,60.6733,-0.15548,,
0.0248,60.6733,-0.15614,,
0.0249,60.6733,-0.1568,,
0.025,60.6733,-0.15746,,
0.0251,60.6733,-0.15811,,
0.0252,60.6732,-0.15876,,
0.0253,60.6732,-0.15942,,
0.0254,60.6732,-0.16007,,
0.0255,60.6733,-0.16071,,
0.0256,60.6733,-0.16136,,
0.0257,60.6733,-0.162,,
0.0258,60.6733,-0.16264,,
0.0259,60.6733,-0.16328,,
0.026,60.6733,-0.16391,,
0.0261,60.6733,-0.16455,,
0.0262,60.6733,-0.16518,,
0.0263,60.6734,-0.1658,,
0.0264,60.6734,-0.16643,,
0.0265,60.6734,-0.16705,,
0.0266,60.6734,-0.16767,,
0.0267,60.6735,-0.16829,,
0.0268,60.6735,-0.1689,,
0.0269,60.6735,-0.16952,,
0.027,60.6736,-0.17013,,
0.0271,60.6736,-0.17073,,
0.0272,60.6736,-0.17134,,
0.0273,60.6737,-0.17194,,
0.0274,60.6737,-0.17254,,
0.0275,60.6737,-0.17314,,
0.0276,60.6738,-0.17374,,
0.0277,60.6738,-0.17434,,
0.0278,60.6739,-0.17493,,
0.0279,60.6739,-0.17552,,
0.028,60.6739,-0.17612,,
0.0281,60.674,-0.17671,,
0.0282,60.674,-0.1773,,
0.0283,60.674,-0.17789,,
0.0284,60.6741,-0.17848,,
0.0285,60.6741,-0.17907,,
0.0286,60.6742,-0.17966,,
0.0287,60.6742,-0.18025,,
0.0288,60.6742,-0.18084,,
0.0289,60.6743,-0.18143,,
0.029,60.6743,-0.18203,,
0.0291,60.6743,-0.18262,,
0.0292,60.6744,-0.18322,,
0.0293,60.6744,-0.18382,,
0.0294,60.6745,-0.18441,,
0.0295,60.6745,-0.18501,,
0.0296,60.6745,-0.18562,,
0.0297,60.6746,-0.18622,,
0.0298,60.6746,-0.18682,,
0.0299,60.6747,-0.18743,,
0.03,60.6747,-0.18804,,
0.0301,60.6747,-0.18865,,
0.0302,60.6748,-0.18926,,
0.0303,60.6748,-0.18988,,
0.0304,60.6749,-0.1905,,
0.0305,60.6749,-0.19112,,
0.0306,60.6749,-0.19174,,
0.0307,60.675,-0.19236,,
0.0308,60.675,-0.19299,,
0.0309,60.6751,-0.19362,,
0.031,60.6751,-0.19425,,
0.0311,60.6751,-0.19488,,
0.0312,60.6751,-0.19551,,
0.0313,60.6752,-0.19615,,
0.0314,60.6752,-0.19679,,
0.0315,60.6752,-0.19743,,
0.0316,60.6752,-0.19807,,
0.0317,60.6752,-0.19872,,
0.0318,60.6752,-0.19936,,
0.0319,60.6752,-0.20001,,
0.032,60.6752,-0.20066,,
0.0321,60.6752,-0.20131,,
0.0322,60.6752,-0.20197,,
0.0323,60.6751,-0.20262,,
0.0324,60.6751,-0.20328,,
0.0325,60.6751,-0.20393,,
0.0326,60.675,-0.20459,,
0.0327,60.675,-0.20525,,
0.0328,60.6749,-0.20591,,
0.0329,60.6749,-0.20657,,
0.033,60.6748,-0.20723,,
0.0331,60.6748,-0.2079,,
0.0332,60.6747,-0.20856,,
0.0333,60.6746,-0.20922,,
0.0334,60.6745,-0.20988,,
0.0335,60.6745,-0.21054,,
0.0336,60.6744,-0.2112,,
0.0337,60.6743,-0.21186,,
0.0338,60.6742,-0.21252,,
0.0339,60.6741,-0.21318,,
0.034,60.674,-0.21383,,
0.0341,60.6739,-0.21449,,
0.0342,60.6738,-0.21514,,
0.0343,60.6737,-0.21579,,
0.0344,60.6737,-0.21644,,
0.0345,60.6736,-0.21709,,
0.0346,60.6735,-0.21773,,
0.0347,60.6734,-0.21838,,
0.0348,60.6733,-0.21902,,
0.0349,60.6732,-0.21966,,
0.035,60.6732,-0.2203,,
0.0351,60.6731,-0.22094,,
0.0352,60.673,-0.22157,,
0.0353,60.6729,-0.2222,,
0.0354,60.6729,-0.22283,,
0.0355,60.6728,-0.22346,,
0.0356,60.6728,-0.22409,,
0.0357,60.6727,-0.22472,,
0.0358,60.6727,-0.22534,,
0.0359,60.6726,-0.22596,,
0.036,60.6726,-0.22658,,
0.0361,60.6726,-0.2272,,
0.0362,60.6726,-0.22782,,
0.0363,60.6726,-0.22844,,
0.0364,60.6726,-0.22905,,
0.0365,60.6726,-0.22967,,
0.0366,60.6726,-0.23028,,
0.0367,60.6726,-0.23089,,
0.0368,60.6726,-0.2315,,
0.0369,60.6726,-0.23211,,
0.037,60.6726,-0.23272,,
0.0371,60.6727,-0.23333,,
0.0372,60.6727,-0.23394,,
0.0373,60.6728,-0.23455,,
0.0374,60.6728,-0.23516,,
0.0375,60.6729,-0.23577,,
0.0376,60.673,-0.23638,,
0.0377,60.673,-0.23698,,
0.0378,60.6731,-0.23759,,
0.0379,60.6732,-0.2382,,
0.038,60.6733,-0.23881,,
0.0381,60.6734,-0.23941,,
0.0382,60.6735,-0.24002,,
0.0383,60.6735,-0.24063,,
0.0384,60.6737,-0.24124,,
0.0385,60.6738,-0.24185,,
0.0386,60.6739,-0.24246,,
0.0387,60.674,-0.24307,,
0.0388,60.6741,-0.24368,,
0.0389,60.6742,-0.24429,,
0.039,60.6743,-0.2449,,
0.0391,60.6744,-0.24552,,
0.0392,60.6745,-0.24613,,
0.0393,60.6746,-0.24674,,
0.0394,60.6748,-0.24736,,
0.0395,60.6749,-0.24798,,
0.0396,60.675,-0.24859,,
0.0397,60.6751,-0.24921,,
0.0398,60.6752,-0.24983,,
0.0399,60.6753,-0.25045,,
0.04,60.6754,-0.25107,,
0.0401,60.6755,-0.25169,,
0.0402,60.6755,-0.25231,,
0.0403,60.6756,-0.25293,,
0.0404,60.6757,-0.25355,,
0.0405,60.6758,-0.25418,,
0.0406,60.6758,-0.2548,,
0.0407,60.6759,-0.25543,,
0.0408,60.6759,-0.25605,,
0.0409,60.6759,-0.25668,,
0.041,60.676,-0.25731,,
0.0411,60.676,-0.25794,,
0.0412,60.676,-0.25857,,
0.0413,60.676,-0.2592,,
0.0414,60.676,-0.25984,,
0.0415,60.676,-0.26047,,
0.0416,60.6759,-0.2611,,
0.0417,60.6759,-0.26174,,
0.0418,60.6758,-0.26238,,
0.0419,60.6758,-0.26301,,
0.042,60.6757,-0.26365,,
0.0421,60.6756,-0.26429,,
0.0422,60.6756,-0.26493,,
0.0423,60.6755,-0.26557,,
0.0424,60.6754,-0.26621,,
0.0425,60.6753,-0.26685,,
0.0426,60.6752,-0.26749,,
0.0427,60.6751,-0.26813,,
0.0428,60.6749,-0.26877,,
0.0429,60.6748,-0.26941,,
0.043,60.6747,-0.27005,,
0.0431,60.6746,-0.27069,,
0.0432,60.6745,-0.27133,,
0.0433,60.6743,-0.27198,,
0.0434,60.6742,-0.27262,,
0.0435,60.6741,-0.27326,,
0.0436,60.6739,-0.2739,,
0.0437,60.6738,-0.27454,,
0.0438,60.6737,-0.27518,,
0.0439,60.6736,-0.27582,,
0.044,60.6734,-0.27645,,
0.0441,60.6733,-0.27709,,
0.0442,60.6732,-0.27773,,
0.0443,60.6731,-0.27837,,
0.0444,60.673,-0.27901,,
0.0445,60.6729,-0.27965,,
0.0446,60.6728,-0.28028,,
0.0447,60.6727,-0.28092,,
0.0448,60.6727,-0.28156,,
0.0449,60.6726,-0.2822,,
0.045,60.6725,-0.28284,,
0.0451,60.6725,-0.28348,,
0.0452,60.6724,-0.28412,,
0.0453,60.6724,-0.28476,,
0.0454,60.6723,-0.28539,,
0.0455,60.6723,-0.28603,,
0.0456,60.6723,-0.28667,,
0.0457,60.6723,-0.28731,,
0.0458,60.6723,-0.28795,,
0.0459,60.6723,-0.28859,,
0.046,60.6723,-0.28923,,
0.0461,60.6723,-0.28987,,
0.0462,60.6723,-0.29051,,
0.0463,60.6724,-0.29115,,
0.0464,60.6724,-0.29178,,
0.0465,60.6724,-0.29242,,
0.0466,60.6725,-0.29306,,
0.0467,60.6726,-0.2937,,
0.0468,60.6726,-0.29433,,
0.0469,60.6727,-0.29496,,
0.047,60.6728,-0.2956,,
0.0471,60.6729,-0.29623,,
0.0472,60.6729,-0.29686,,
0.0473,60.673,-0.29749,,
0.0474,60.6731,-0.29812,,
0.0475,60.6732,-0.29875,,
0.0476,60.6733,-0.29937,,
0.0477,60.6734,-0.3,,
0.0478,60.6735,-0.30062,,
0.0479,60.6737,-0.30124,,
0.048,60.6738,-0.30186,,
0.0481,60.6739,-0.30248,,
0.0482,60.674,-0.3031,,
0.0483,60.6741,-0.30371,,
0.0484,60.6742,-0.30433,,
0.0485,60.6743,-0.30494,,
0.0486,60.6744,-0.30555,,
0.0487,60.6746,-0.30617,,
0.0488,60.6747,-0.30678,,
0.0489,60.6748,-0.30738,,
0.049,60.6749,-0.30799,,
0.0491,60.675,-0.3086,,
0.0492,60.675,-0.30921,,
0.0493,60.6751,-0.30982,,
0.0494,60.6752,-0.31042,,
0.0495,60.6753,-0.31103,,
0.0496,60.6754,-0.31163,,
0.0497,60.6754,-0.31224,,
0.0498,60.6755,-0.31284,,
0.0499,60.6755,-0.31345,,
0.05,60.6756,-0.31406,,
0.0501,60.6756,-0.31466,,
0.0502,60.6757,-0.31527,,
0.0503,60.6757,-0.31587,,
0.0504,60.6757,-0.31648,,
0.0505,60.6757,-0.31709,,
0.0506,60.6757,-0.3177,,
0.0507,60.6757,-0.31831,,
0.0508,60.6757,-0.31892,,
0.0509,60.6757,-0.31953,,
0.051,60.6757,-0.32014,,
0.0511,60.6756,-0.32075,,
0.0512,60.6756,-0.32137,,
0.0513,60.6755,-0.32198,,
0.0514,60.6755,-0.3226,,
0.0515,60.6754,-0.32322,,
0.0516,60.6754,-0.32383,,
0.0517,60.6753,-0.32445,,
0.0518,60.6753,-0.32508,,
0.0519,60.6752,-0.3257,,
0.052,60.6751,-0.32632,,
0.0521,60.675,-0.32695,,
0.0522,60.675,-0.32758,,
0.0523,60.6749,-0.32821,,
0.0524,60.6748,-0.32884,,
0.0525,60.6747,-0.32947,,
0.0526,60.6746,-0.3301,,
0.0527,60.6745,-0.33074,,
0.0528,60.6744,-0.33137,,
0.0529,60.6743,-0.33201,,
0.053,60.6743,-0.33265,,
0.0531,60.6742,-0.33329,,
0.0532,60.6741,-0.33393,,
0.0533,60.674,-0.33457,,
0.0534,60.6739,-0.33521,,
0.0535,60.6738,-0.33586,,
0.0536,60.6738,-0.33651,,
0.0537,60.6737,-0.33715,,
0.0538,60.6736,-0.3378,,
0.0539,60.6735,-0.33845,,
0.054,60.6735,-0.3391,,
0.0541,60.6734,-0.33976,,
0.0542,60.6733,-0.34041,,
0.0543,60.6733,-0.34107,,
0.0544,60.6732,-0.34172,,
0.0545,60.6732,-0.34238,,
0.0546,60.6731,-0.34303,,
0.0547,60.6731,-0.34369,,
0.0548,60.6731,-0.34435,,
0.0549,60.673,-0.34501,,
0.055,60.673,-0.34567,,
0.0551,60.673,-0.34633,,
0.0552,60.6729,-0.34699,,
0.0553,60.6729,-0.34764,,
0.0554,60.6729,-0.3483,,
0.0555,60.6729,-0.34896,,
0.0556,60.6729,-0.34962,,
0.0557,60.6729,-0.35027,,
0.0558,60.6729,-0.35093,,
0.0559,60.6729,-0.35158,,
0.056,60.6729,-0.35223,,
0.0561,60.6729,-0.35288,,
0.0562,60.6729,-0.35353,,
0.0563,60.6729,-0.35417,,
0.0564,60.6729,-0.35482,,
0.0565,60.673,-0.35546,,
0.0566,60.673,-0.3561,,
0.0567,60.673,-0.35673,,
0.0568,60.6731,-0.35737,,
0.0569,60.6731,-0.358,,
0.057,60.6732,-0.35863,,
0.0571,60.6732,-0.35925,,
0.0572,60.6732,-0.35988,,
0.0573,60.6733,-0.3605,,
0.0574,60.6734,-0.36112,,
0.0575,60.6734,-0.36173,,
0.0576,60.6735,-0.36235,,
0.0577,60.6735,-0.36296,,
0.0578,60.6736,-0.36357,,
0.0579,60.6736,-0.36418,,
0.058,60.6737,-0.36478,,
0.0581,60.6738,-0.36539,,
0.0582,60.6738,-0.36599,,
0.0583,60.6739,-0.36659,,
0.0584,60.674,-0.3672,,
0.0585,60.674,-0.3678,,
0.0586,60.6741,-0.3684,,
0.0587,60.6741,-0.36899,,
0.0588,60.6742,-0.36959,,
0.0589,60.6743,-0.37019,,
0.059,60.6743,-0.37079,,
0.0591,60.6744,-0.37139,,
0.0592,60.6745,-0.37199,,
0.0593,60.6745,-0.37258,,
0.0594,60.6746,-0.37318,,
0.0595,60.6746,-0.37378,,
0.0596,60.6747,-0.37438,,
0.0597,60.6748,-0.37498,,
0.0598,60.6748,-0.37558,,
0.0599,60.6749,-0.37618,,
0.06,60.6749,-0.37679,,
0.0601,60.675,-0.37739,,
0.0602,60.675,-0.37799,,
0.0603,60.675,-0.3786,,
0.0604,60.6751,-0.37921,,
0.0605,60.6751,-0.37981,,
0.0606,60.6752,-0.38042,,
0.0607,60.6752,-0.38103,,
0.0608,60.6752,-0.38164,,
0.0609,60.6752,-0.38226,,
0.061,60.6753,-0.38287,,
0.0611,60.6753,-0.38349,,
0.0612,60.6753,-0.38411,,
0.0613,60.6753,-0.38473,,
0.0614,60.6753,-0.38535,,
0.0615,60.6753,-0.38597,,
0.0616,60.6753,-0.38659,,
0.0617,60.6753,-0.38722,,
0.0618,60.6753,-0.38785,,
0.0619,60.6753,-0.38848,,
0.062,60.6752,-0.38911,,
0.0621,60.6752,-0.38974,,
0.0622,60.6752,-0.39038,,
0.0623,60.6752,-0.39101,,
0.0624,60.6751,-0.39165,,
0.0625,60.6751,-0.39229,,
0.0626,60.675,-0.39293,,
0.0627,60.675,-0.39357,,
0.0628,60.6749,-0.39422,,
0.0629,60.6749,-0.39486,,
0.063,60.6748,-0.39551,,
0.0631,60.6748,-0.39616,,
0.0632,60.6747,-0.39681,,
0.0633,60.6746,-0.39746,,
0.0634,60.6746,-0.39811,,
0.0635,60.6745,-0.39876,,
0.0636,60.6744,-0.39941,,
0.0637,60.6743,-0.40007,,
0.0638,60.6743,-0.40072,,
0.0639,60.6742,-0.40138,,
0.064,60.6741,-0.40203,,
0.0641,60.674,-0.40269,,
0.0642,60.6739,-0.40334,,
0.0643,60.6739,-0.404,,
0.0644,60.6738,-0.40466,,
0.0645,60.6737,-0.40531,,
0.0646,60.6736,-0.40597,,
0.0647,60.6735,-0.40662,,
0.0648,60.6735,-0.40728,,
0.0649,60.6734,-0.40793,,
0.065,60.6733,-0.40859,,
0.0651,60.6733,-0.40924,,
0.0652,60.6732,-0.40989,,
0.0653,60.6731,-0.41054,,
0.0654,60.6731,-0.41119,,
0.0655,60.673,-0.41184,,
0.0656,60.6729,-0.41248,,
0.0657,60.6729,-0.41313,,
0.0658,60.6728,-0.41377,,
0.0659,60.6728,-0.41441,,
0.066,60.6728,-0.41505,,
0.0661,60.6727,-0.41568,,
0.0662,60.6727,-0.41632,,
0.0663,60.6727,-0.41695,,
0.0664,60.6727,-0.41758,,
0.0665,60.6727,-0.41821,,
0.0666,60.6727,-0.41884,,
0.0667,60.6727,-0.41947,,
0.0668,60.6727,-0.42009,,
0.0669,60.6727,-0.42071,,
0.067,60.6727,-0.42134,,
0.0671,60.6727,-0.42196,,
0.0672,60.6727,-0.42257,,
0.0673,60.6728,-0.42319,,
0.0674,60.6728,-0.42381,,
0.0675,60.6729,-0.42443,,
0.0676,60.6729,-0.42504,,
0.0677,60.673,-0.42566,,
0.0678,60.673,-0.42627,,
0.0679,60.6731,-0.42688,,
0.068,60.6732,-0.4275,,
0.0681,60.6732,-0.42811,,
0.0682,60.6733,-0.42872,,
0.0683,60.6734,-0.42933,,
0.0684,60.6735,-0.42994,,
0.0685,60.6736,-0.43056,,
0.0686,60.6737,-0.43117,,
0.0687,60.6738,-0.43178,,
0.0688,60.6739,-0.43239,,
0.0689,60.674,-0.433,,
0.069,60.6741,-0.43361,,
0.0691,60.6742,-0.43422,,
0.0692,60.6743,-0.43483,,
0.0693,60.6744,-0.43545,,
0.0694,60.6745,-0.43606,,
0.0695,60.6746,-0.43667,,
0.0696,60.6747,-0.43728,,
0.0697,60.6748,-0.43789,,
0.0698,60.6749,-0.4385,,
0.0699,60.675,-0.43911,,
0.07,60.675,-0.43972,,
0.0701,60.6751,-0.44033,,
0.0702,60.6752,-0.44094,,
0.0703,60.6753,-0.44156,,
0.0704,60.6754,-0.44217,,
0.0705,60.6754,-0.44278,,
0.0706,60.6755,-0.44339,,
0.0707,60.6755,-0.444,,
0.0708,60.6756,-0.44462,,
0.0709,60.6756,-0.44523,,
0.071,60.6757,-0.44585,,
0.0711,60.6757,-0.44646,,
0.0712,60.6757,-0.44708,,
0.0713,60.6757,-0.44769,,
0.0714,60.6757,-0.44831,,
0.0715,60.6757,-0.44893,,
0.0716,60.6757,-0.44955,,
0.0717,60.6757,-0.45017,,
0.0718,60.6756,-0.45079,,
0.0719,60.6756,-0.45142,,
0.072,60.6756,-0.45204,,
0.0721,60.6755,-0.45267,,
0.0722,60.6755,-0.45329,,
0.0723,60.6754,-0.45392,,
0.0724,60.6754,-0.45455,,
0.0725,60.6753,-0.45518,,
0.0726,60.6752,-0.45581,,
0.0727,60.6751,-0.45644,,
0.0728,60.675,-0.45708,,
0.0729,60.675,-0.45771,,
0.073,60.6749,-0.45835,,
0.0731,60.6748,-0.45898,,
0.0732,60.6747,-0.45962,,
0.0733,60.6746,-0.46026,,
0.0734,60.6745,-0.4609,,
0.0735,60.6744,-0.46154,,
0.0736,60.6743,-0.46218,,
0.0737,60.6742,-0.46282,,
0.0738,60.6741,-0.46347,,
0.0739,60.674,-0.46411,,
0.074,60.6739,-0.46476,,
0.0741,60.6738,-0.4654,,
0.0742,60.6737,-0.46605,,
0.0743,60.6736,-0.4667,,
0.0744,60.6735,-0.46734,,
0.0745,60.6734,-0.46799,,
0.0746,60.6734,-0.46864,,
0.0747,60.6733,-0.46929,,
0.0748,60.6732,-0.46994,,
0.0749,60.6731,-0.47059,,
0.075,60.6731,-0.47124,,
0.0751,60.673,-0.47189,,
0.0752,60.6729,-0.47254,,
0.0753,60.6729,-0.47319,,
0.0754,60.6728,-0.47384,,
0.0755,60.6728,-0.47449,,
0.0756,60.6728,-0.47514,,
0.0757,60.6727,-0.47578,,
0.0758,60.6727,-0.47643,,
0.0759,60.6727,-0.47708,,
0.076,60.6727,-0.47773,,
0.0761,60.6726,-0.47838,,
0.0762,60.6726,-0.47902,,
0.0763,60.6726,-0.47967,,
0.0764,60.6727,-0.48031,,
0.0765,60.6727,-0.48096,,
0.0766,60.6727,-0.4816,,
0.0767,60.6727,-0.48224,,
0.0768,60.6727,-0.48288,,
0.0769,60.6728,-0.48352,,
0.077,60.6728,-0.48416,,
0.0771,60.6729,-0.4848,,
0.0772,60.6729,-0.48544,,
0.0773,60.673,-0.48607,,
0.0774,60.673,-0.48671,,
